Município;Setor;Porte;Empresas;Empregados;;Fonte dos dados: RAIS (2019)
Abdon Batista;SERVIÇOS;Grande;1;199;;
Abdon Batista;AGROPECUÁRIA;Micro;4;9;;
Abdon Batista;INDÚSTRIA;Micro;9;24;;
Abdon Batista;INDÚSTRIA;Micro;4;10;;
Abdon Batista;COMÉRCIO;Micro;38;78;;
Abdon Batista;TRANSPORTE;Micro;3;8;;
Abdon Batista;SERVIÇOS;Micro;3;6;;
Abdon Batista;SERVIÇOS;Micro;2;7;;
Abdon Batista;SERVIÇOS;Micro;1;4;;
Abdon Batista;SERVIÇOS;Micro;4;7;;
Abdon Batista;SERVIÇOS;Micro;2;3;;
Abdon Batista;SERVIÇOS;Micro;1;4;;
Abdon Batista;SERVIÇOS;Micro;1;1;;
Abdon Batista;SERVIÇOS;Micro;2;2;;
Abdon Batista;SERVIÇOS;Micro;6;12;;
Abdon Batista;INDÚSTRIA;Pequena;1;27;;
Abdon Batista;COMÉRCIO;Pequena;2;23;;
Abdon Batista;TRANSPORTE;Pequena;1;14;;
Abdon Batista;SERVIÇOS;Pequena;1;54;;
Abelardo Luz;INDÚSTRIA;Grande;1;1461;;
Abelardo Luz;SERVIÇOS;Grande;1;590;;
Abelardo Luz;AGROPECUÁRIA;Média;1;65;;
Abelardo Luz;COMÉRCIO;Média;2;139;;
Abelardo Luz;SERVIÇOS;Média;1;92;;
Abelardo Luz;AGROPECUÁRIA;Micro;101;130;;
Abelardo Luz;INDÚSTRIA;Micro;2;15;;
Abelardo Luz;INDÚSTRIA;Micro;29;117;;
Abelardo Luz;INDÚSTRIA;Micro;3;6;;
Abelardo Luz;INDÚSTRIA;Micro;2;10;;
Abelardo Luz;INDÚSTRIA;Micro;18;61;;
Abelardo Luz;COMÉRCIO;Micro;145;305;;
Abelardo Luz;TRANSPORTE;Micro;49;48;;
Abelardo Luz;SERVIÇOS;Micro;15;29;;
Abelardo Luz;SERVIÇOS;Micro;7;32;;
Abelardo Luz;SERVIÇOS;Micro;5;30;;
Abelardo Luz;SERVIÇOS;Micro;3;3;;
Abelardo Luz;SERVIÇOS;Micro;15;33;;
Abelardo Luz;SERVIÇOS;Micro;15;23;;
Abelardo Luz;SERVIÇOS;Micro;5;15;;
Abelardo Luz;SERVIÇOS;Micro;16;22;;
Abelardo Luz;SERVIÇOS;Micro;4;10;;
Abelardo Luz;SERVIÇOS;Micro;18;29;;
Abelardo Luz;AGROPECUÁRIA;Pequena;4;73;;
Abelardo Luz;INDÚSTRIA;Pequena;3;71;;
Abelardo Luz;INDÚSTRIA;Pequena;2;93;;
Abelardo Luz;COMÉRCIO;Pequena;11;196;;
Abelardo Luz;TRANSPORTE;Pequena;2;29;;
Abelardo Luz;SERVIÇOS;Pequena;2;47;;
Abelardo Luz;SERVIÇOS;Pequena;2;22;;
Abelardo Luz;SERVIÇOS;Pequena;1;11;;
Abelardo Luz;SERVIÇOS;Pequena;2;10;;
Abelardo Luz;SERVIÇOS;Pequena;1;10;;
Abelardo Luz;SERVIÇOS;Pequena;1;18;;
Abelardo Luz;SERVIÇOS;Pequena;2;37;;
Abelardo Luz;SERVIÇOS;Pequena;1;13;;
Agrolândia;SERVIÇOS;Grande;1;268;;
Agrolândia;INDÚSTRIA;Média;2;448;;
Agrolândia;AGROPECUÁRIA;Micro;16;33;;
Agrolândia;INDÚSTRIA;Micro;106;512;;
Agrolândia;INDÚSTRIA;Micro;1;1;;
Agrolândia;INDÚSTRIA;Micro;1;7;;
Agrolândia;INDÚSTRIA;Micro;6;14;;
Agrolândia;COMÉRCIO;Micro;98;206;;
Agrolândia;TRANSPORTE;Micro;12;24;;
Agrolândia;SERVIÇOS;Micro;7;16;;
Agrolândia;SERVIÇOS;Micro;2;3;;
Agrolândia;SERVIÇOS;Micro;2;13;;
Agrolândia;SERVIÇOS;Micro;3;2;;
Agrolândia;SERVIÇOS;Micro;7;24;;
Agrolândia;SERVIÇOS;Micro;14;18;;
Agrolândia;SERVIÇOS;Micro;1;7;;
Agrolândia;SERVIÇOS;Micro;6;10;;
Agrolândia;SERVIÇOS;Micro;10;20;;
Agrolândia;SERVIÇOS;Micro;2;3;;
Agrolândia;SERVIÇOS;Micro;11;18;;
Agrolândia;INDÚSTRIA;Pequena;21;882;;
Agrolândia;COMÉRCIO;Pequena;4;111;;
Agrolândia;TRANSPORTE;Pequena;1;19;;
Agrolândia;SERVIÇOS;Pequena;1;14;;
Agrolândia;SERVIÇOS;Pequena;1;30;;
Agrolândia;SERVIÇOS;Pequena;1;10;;
Agrolândia;SERVIÇOS;Pequena;1;26;;
Agrolândia;SERVIÇOS;Pequena;1;14;;
Agronômica;SERVIÇOS;Grande;1;162;;
Agronômica;INDÚSTRIA;Média;1;237;;
Agronômica;AGROPECUÁRIA;Micro;5;3;;
Agronômica;INDÚSTRIA;Micro;45;154;;
Agronômica;INDÚSTRIA;Micro;2;10;;
Agronômica;INDÚSTRIA;Micro;3;2;;
Agronômica;COMÉRCIO;Micro;47;109;;
Agronômica;TRANSPORTE;Micro;14;17;;
Agronômica;SERVIÇOS;Micro;9;17;;
Agronômica;SERVIÇOS;Micro;1;2;;
Agronômica;SERVIÇOS;Micro;5;17;;
Agronômica;SERVIÇOS;Micro;5;3;;
Agronômica;SERVIÇOS;Micro;2;6;;
Agronômica;SERVIÇOS;Micro;4;8;;
Agronômica;SERVIÇOS;Micro;1;5;;
Agronômica;SERVIÇOS;Micro;2;6;;
Agronômica;SERVIÇOS;Micro;3;2;;
Agronômica;SERVIÇOS;Micro;6;12;;
Agronômica;INDÚSTRIA;Pequena;3;91;;
Agronômica;COMÉRCIO;Pequena;5;98;;
Agronômica;TRANSPORTE;Pequena;2;28;;
Agronômica;SERVIÇOS;Pequena;2;25;;
Água Doce;TRANSPORTE;Grande;1;148;;
Água Doce;SERVIÇOS;Grande;1;327;;
Água Doce;AGROPECUÁRIA;Micro;115;129;;
Água Doce;INDÚSTRIA;Micro;15;89;;
Água Doce;INDÚSTRIA;Micro;9;10;;
Água Doce;INDÚSTRIA;Micro;3;7;;
Água Doce;INDÚSTRIA;Micro;5;18;;
Água Doce;COMÉRCIO;Micro;68;142;;
Água Doce;TRANSPORTE;Micro;13;39;;
Água Doce;SERVIÇOS;Micro;18;21;;
Água Doce;SERVIÇOS;Micro;2;3;;
Água Doce;SERVIÇOS;Micro;2;12;;
Água Doce;SERVIÇOS;Micro;1;3;;
Água Doce;SERVIÇOS;Micro;8;20;;
Água Doce;SERVIÇOS;Micro;2;3;;
Água Doce;SERVIÇOS;Micro;1;2;;
Água Doce;SERVIÇOS;Micro;3;6;;
Água Doce;SERVIÇOS;Micro;3;3;;
Água Doce;SERVIÇOS;Micro;12;24;;
Água Doce;SERVIÇOS;Micro;1;1;;
Água Doce;AGROPECUÁRIA;Pequena;9;167;;
Água Doce;INDÚSTRIA;Pequena;5;183;;
Água Doce;INDÚSTRIA;Pequena;1;93;;
Água Doce;COMÉRCIO;Pequena;2;33;;
Água Doce;TRANSPORTE;Pequena;4;102;;
Água Doce;SERVIÇOS;Pequena;1;18;;
Águas de Chapecó;SERVIÇOS;Grande;1;154;;
Águas de Chapecó;AGROPECUÁRIA;Micro;5;8;;
Águas de Chapecó;INDÚSTRIA;Micro;1;2;;
Águas de Chapecó;INDÚSTRIA;Micro;11;33;;
Águas de Chapecó;INDÚSTRIA;Micro;2;5;;
Águas de Chapecó;COMÉRCIO;Micro;31;63;;
Águas de Chapecó;TRANSPORTE;Micro;13;26;;
Águas de Chapecó;SERVIÇOS;Micro;6;10;;
Águas de Chapecó;SERVIÇOS;Micro;1;5;;
Águas de Chapecó;SERVIÇOS;Micro;6;8;;
Águas de Chapecó;SERVIÇOS;Micro;3;11;;
Águas de Chapecó;SERVIÇOS;Micro;1;5;;
Águas de Chapecó;SERVIÇOS;Micro;1;8;;
Águas de Chapecó;SERVIÇOS;Micro;3;11;;
Águas de Chapecó;INDÚSTRIA;Pequena;2;224;;
Águas de Chapecó;COMÉRCIO;Pequena;3;54;;
Águas Frias;SERVIÇOS;Grande;1;128;;
Águas Frias;COMÉRCIO;Média;1;103;;
Águas Frias;AGROPECUÁRIA;Micro;7;18;;
Águas Frias;INDÚSTRIA;Micro;13;72;;
Águas Frias;INDÚSTRIA;Micro;5;6;;
Águas Frias;COMÉRCIO;Micro;12;32;;
Águas Frias;TRANSPORTE;Micro;4;11;;
Águas Frias;SERVIÇOS;Micro;1;0;;
Águas Frias;SERVIÇOS;Micro;2;2;;
Águas Frias;SERVIÇOS;Micro;2;4;;
Águas Frias;SERVIÇOS;Micro;2;2;;
Águas Frias;SERVIÇOS;Micro;1;1;;
Águas Frias;SERVIÇOS;Micro;2;7;;
Águas Frias;AGROPECUÁRIA;Pequena;1;13;;
Águas Frias;INDÚSTRIA;Pequena;2;115;;
Águas Frias;INDÚSTRIA;Pequena;1;21;;
Águas Frias;COMÉRCIO;Pequena;1;18;;
Águas Frias;TRANSPORTE;Pequena;1;17;;
Águas Mornas;SERVIÇOS;Grande;1;220;;
Águas Mornas;SERVIÇOS;Grande;1;176;;
Águas Mornas;SERVIÇOS;Média;1;76;;
Águas Mornas;AGROPECUÁRIA;Micro;2;5;;
Águas Mornas;INDÚSTRIA;Micro;1;3;;
Águas Mornas;INDÚSTRIA;Micro;19;55;;
Águas Mornas;INDÚSTRIA;Micro;1;1;;
Águas Mornas;INDÚSTRIA;Micro;39;130;;
Águas Mornas;COMÉRCIO;Micro;63;142;;
Águas Mornas;TRANSPORTE;Micro;7;18;;
Águas Mornas;SERVIÇOS;Micro;14;15;;
Águas Mornas;SERVIÇOS;Micro;1;6;;
Águas Mornas;SERVIÇOS;Micro;2;7;;
Águas Mornas;SERVIÇOS;Micro;7;8;;
Águas Mornas;SERVIÇOS;Micro;2;1;;
Águas Mornas;SERVIÇOS;Micro;5;9;;
Águas Mornas;SERVIÇOS;Micro;1;0;;
Águas Mornas;SERVIÇOS;Micro;6;10;;
Águas Mornas;INDÚSTRIA;Pequena;2;107;;
Águas Mornas;COMÉRCIO;Pequena;8;150;;
Águas Mornas;TRANSPORTE;Pequena;1;23;;
Águas Mornas;SERVIÇOS;Pequena;1;12;;
Alfredo Wagner;SERVIÇOS;Grande;1;280;;
Alfredo Wagner;AGROPECUÁRIA;Micro;24;29;;
Alfredo Wagner;INDÚSTRIA;Micro;25;121;;
Alfredo Wagner;INDÚSTRIA;Micro;1;5;;
Alfredo Wagner;INDÚSTRIA;Micro;6;17;;
Alfredo Wagner;COMÉRCIO;Micro;135;245;;
Alfredo Wagner;TRANSPORTE;Micro;6;18;;
Alfredo Wagner;SERVIÇOS;Micro;25;24;;
Alfredo Wagner;SERVIÇOS;Micro;2;12;;
Alfredo Wagner;SERVIÇOS;Micro;4;16;;
Alfredo Wagner;SERVIÇOS;Micro;2;2;;
Alfredo Wagner;SERVIÇOS;Micro;9;12;;
Alfredo Wagner;SERVIÇOS;Micro;7;11;;
Alfredo Wagner;SERVIÇOS;Micro;3;9;;
Alfredo Wagner;SERVIÇOS;Micro;7;15;;
Alfredo Wagner;SERVIÇOS;Micro;2;6;;
Alfredo Wagner;SERVIÇOS;Micro;12;19;;
Alfredo Wagner;AGROPECUÁRIA;Pequena;1;10;;
Alfredo Wagner;COMÉRCIO;Pequena;12;167;;
Alfredo Wagner;SERVIÇOS;Pequena;1;21;;
Alfredo Wagner;SERVIÇOS;Pequena;1;27;;
Alfredo Wagner;SERVIÇOS;Pequena;1;22;;
Alto Bela Vista;SERVIÇOS;Grande;1;152;;
Alto Bela Vista;AGROPECUÁRIA;Micro;4;11;;
Alto Bela Vista;INDÚSTRIA;Micro;2;11;;
Alto Bela Vista;INDÚSTRIA;Micro;5;23;;
Alto Bela Vista;COMÉRCIO;Micro;16;46;;
Alto Bela Vista;TRANSPORTE;Micro;8;16;;
Alto Bela Vista;SERVIÇOS;Micro;1;4;;
Alto Bela Vista;SERVIÇOS;Micro;3;3;;
Alto Bela Vista;SERVIÇOS;Micro;1;2;;
Alto Bela Vista;SERVIÇOS;Micro;1;1;;
Alto Bela Vista;SERVIÇOS;Micro;1;1;;
Alto Bela Vista;SERVIÇOS;Micro;1;2;;
Alto Bela Vista;SERVIÇOS;Micro;1;1;;
Alto Bela Vista;INDÚSTRIA;Pequena;2;71;;
Anchieta;SERVIÇOS;Grande;1;236;;
Anchieta;AGROPECUÁRIA;Micro;11;17;;
Anchieta;INDÚSTRIA;Micro;1;6;;
Anchieta;INDÚSTRIA;Micro;23;85;;
Anchieta;INDÚSTRIA;Micro;2;0;;
Anchieta;INDÚSTRIA;Micro;2;24;;
Anchieta;INDÚSTRIA;Micro;8;21;;
Anchieta;COMÉRCIO;Micro;54;93;;
Anchieta;TRANSPORTE;Micro;35;20;;
Anchieta;SERVIÇOS;Micro;12;16;;
Anchieta;SERVIÇOS;Micro;3;11;;
Anchieta;SERVIÇOS;Micro;10;25;;
Anchieta;SERVIÇOS;Micro;1;1;;
Anchieta;SERVIÇOS;Micro;1;5;;
Anchieta;SERVIÇOS;Micro;2;9;;
Anchieta;SERVIÇOS;Micro;3;7;;
Anchieta;SERVIÇOS;Micro;11;18;;
Anchieta;AGROPECUÁRIA;Pequena;1;10;;
Anchieta;INDÚSTRIA;Pequena;5;288;;
Anchieta;COMÉRCIO;Pequena;3;54;;
Anchieta;TRANSPORTE;Pequena;1;10;;
Anchieta;SERVIÇOS;Pequena;1;14;;
Angelina;SERVIÇOS;Grande;1;215;;
Angelina;AGROPECUÁRIA;Micro;4;10;;
Angelina;INDÚSTRIA;Micro;14;39;;
Angelina;INDÚSTRIA;Micro;3;8;;
Angelina;INDÚSTRIA;Micro;2;13;;
Angelina;INDÚSTRIA;Micro;3;9;;
Angelina;COMÉRCIO;Micro;45;78;;
Angelina;TRANSPORTE;Micro;3;11;;
Angelina;SERVIÇOS;Micro;7;14;;
Angelina;SERVIÇOS;Micro;1;7;;
Angelina;SERVIÇOS;Micro;1;1;;
Angelina;SERVIÇOS;Micro;4;9;;
Angelina;SERVIÇOS;Micro;1;3;;
Angelina;SERVIÇOS;Micro;1;4;;
Angelina;SERVIÇOS;Micro;4;5;;
Angelina;SERVIÇOS;Micro;9;17;;
Angelina;INDÚSTRIA;Pequena;2;88;;
Angelina;COMÉRCIO;Pequena;6;84;;
Angelina;TRANSPORTE;Pequena;2;24;;
Angelina;SERVIÇOS;Pequena;1;12;;
Angelina;SERVIÇOS;Pequena;1;18;;
Angelina;SERVIÇOS;Pequena;1;42;;
Angelina;SERVIÇOS;Pequena;1;27;;
Anita Garibaldi;SERVIÇOS;Grande;1;323;;
Anita Garibaldi;INDÚSTRIA;Média;1;129;;
Anita Garibaldi;AGROPECUÁRIA;Micro;31;26;;
Anita Garibaldi;INDÚSTRIA;Micro;15;72;;
Anita Garibaldi;INDÚSTRIA;Micro;1;2;;
Anita Garibaldi;INDÚSTRIA;Micro;1;4;;
Anita Garibaldi;INDÚSTRIA;Micro;3;3;;
Anita Garibaldi;COMÉRCIO;Micro;69;125;;
Anita Garibaldi;TRANSPORTE;Micro;12;21;;
Anita Garibaldi;SERVIÇOS;Micro;9;7;;
Anita Garibaldi;SERVIÇOS;Micro;3;5;;
Anita Garibaldi;SERVIÇOS;Micro;2;9;;
Anita Garibaldi;SERVIÇOS;Micro;7;20;;
Anita Garibaldi;SERVIÇOS;Micro;6;9;;
Anita Garibaldi;SERVIÇOS;Micro;1;3;;
Anita Garibaldi;SERVIÇOS;Micro;2;4;;
Anita Garibaldi;SERVIÇOS;Micro;2;3;;
Anita Garibaldi;SERVIÇOS;Micro;3;5;;
Anita Garibaldi;SERVIÇOS;Micro;11;13;;
Anita Garibaldi;INDÚSTRIA;Pequena;2;156;;
Anita Garibaldi;COMÉRCIO;Pequena;6;85;;
Anita Garibaldi;SERVIÇOS;Pequena;1;28;;
Anita Garibaldi;SERVIÇOS;Pequena;1;10;;
Anitápolis;SERVIÇOS;Grande;1;160;;
Anitápolis;AGROPECUÁRIA;Micro;12;30;;
Anitápolis;INDÚSTRIA;Micro;7;14;;
Anitápolis;INDÚSTRIA;Micro;1;4;;
Anitápolis;INDÚSTRIA;Micro;2;4;;
Anitápolis;COMÉRCIO;Micro;23;60;;
Anitápolis;TRANSPORTE;Micro;3;4;;
Anitápolis;SERVIÇOS;Micro;1;5;;
Anitápolis;SERVIÇOS;Micro;1;8;;
Anitápolis;SERVIÇOS;Micro;2;13;;
Anitápolis;SERVIÇOS;Micro;4;4;;
Anitápolis;SERVIÇOS;Micro;2;4;;
Anitápolis;SERVIÇOS;Micro;1;3;;
Anitápolis;SERVIÇOS;Micro;1;4;;
Anitápolis;SERVIÇOS;Micro;5;10;;
Anitápolis;INDÚSTRIA;Pequena;2;74;;
Anitápolis;COMÉRCIO;Pequena;3;38;;
Anitápolis;SERVIÇOS;Pequena;2;36;;
Antônio Carlos;INDÚSTRIA;Grande;1;583;;
Antônio Carlos;TRANSPORTE;Grande;1;144;;
Antônio Carlos;SERVIÇOS;Grande;1;304;;
Antônio Carlos;AGROPECUÁRIA;Micro;28;38;;
Antônio Carlos;INDÚSTRIA;Micro;2;5;;
Antônio Carlos;INDÚSTRIA;Micro;47;214;;
Antônio Carlos;INDÚSTRIA;Micro;1;7;;
Antônio Carlos;INDÚSTRIA;Micro;16;35;;
Antônio Carlos;COMÉRCIO;Micro;109;227;;
Antônio Carlos;TRANSPORTE;Micro;15;35;;
Antônio Carlos;SERVIÇOS;Micro;16;32;;
Antônio Carlos;SERVIÇOS;Micro;2;4;;
Antônio Carlos;SERVIÇOS;Micro;6;23;;
Antônio Carlos;SERVIÇOS;Micro;5;6;;
Antônio Carlos;SERVIÇOS;Micro;10;15;;
Antônio Carlos;SERVIÇOS;Micro;14;28;;
Antônio Carlos;SERVIÇOS;Micro;2;6;;
Antônio Carlos;SERVIÇOS;Micro;8;10;;
Antônio Carlos;SERVIÇOS;Micro;6;9;;
Antônio Carlos;SERVIÇOS;Micro;13;28;;
Antônio Carlos;INDÚSTRIA;Pequena;4;141;;
Antônio Carlos;INDÚSTRIA;Pequena;1;24;;
Antônio Carlos;COMÉRCIO;Pequena;6;146;;
Antônio Carlos;TRANSPORTE;Pequena;3;42;;
Antônio Carlos;SERVIÇOS;Pequena;1;16;;
Antônio Carlos;SERVIÇOS;Pequena;1;11;;
Antônio Carlos;SERVIÇOS;Pequena;3;51;;
Antônio Carlos;SERVIÇOS;Pequena;1;25;;
Apiúna;INDÚSTRIA;Grande;1;693;;
Apiúna;SERVIÇOS;Grande;1;433;;
Apiúna;INDÚSTRIA;Média;1;148;;
Apiúna;AGROPECUÁRIA;Micro;13;30;;
Apiúna;INDÚSTRIA;Micro;88;333;;
Apiúna;INDÚSTRIA;Micro;1;3;;
Apiúna;INDÚSTRIA;Micro;8;13;;
Apiúna;COMÉRCIO;Micro;65;109;;
Apiúna;TRANSPORTE;Micro;11;49;;
Apiúna;SERVIÇOS;Micro;19;30;;
Apiúna;SERVIÇOS;Micro;3;15;;
Apiúna;SERVIÇOS;Micro;1;4;;
Apiúna;SERVIÇOS;Micro;5;9;;
Apiúna;SERVIÇOS;Micro;7;9;;
Apiúna;SERVIÇOS;Micro;2;14;;
Apiúna;SERVIÇOS;Micro;4;4;;
Apiúna;SERVIÇOS;Micro;7;6;;
Apiúna;SERVIÇOS;Micro;1;1;;
Apiúna;SERVIÇOS;Micro;7;11;;
Apiúna;INDÚSTRIA;Pequena;14;296;;
Apiúna;INDÚSTRIA;Pequena;1;28;;
Apiúna;COMÉRCIO;Pequena;7;202;;
Apiúna;TRANSPORTE;Pequena;1;19;;
Apiúna;SERVIÇOS;Pequena;3;73;;
Apiúna;SERVIÇOS;Pequena;1;25;;
Apiúna;SERVIÇOS;Pequena;2;23;;
Apiúna;SERVIÇOS;Pequena;3;60;;
Arabutã;SERVIÇOS;Grande;1;186;;
Arabutã;INDÚSTRIA;Média;1;144;;
Arabutã;AGROPECUÁRIA;Micro;8;8;;
Arabutã;INDÚSTRIA;Micro;13;54;;
Arabutã;INDÚSTRIA;Micro;3;2;;
Arabutã;INDÚSTRIA;Micro;2;11;;
Arabutã;COMÉRCIO;Micro;32;44;;
Arabutã;TRANSPORTE;Micro;17;30;;
Arabutã;SERVIÇOS;Micro;6;6;;
Arabutã;SERVIÇOS;Micro;2;2;;
Arabutã;SERVIÇOS;Micro;3;4;;
Arabutã;SERVIÇOS;Micro;1;3;;
Arabutã;SERVIÇOS;Micro;1;6;;
Arabutã;SERVIÇOS;Micro;1;0;;
Arabutã;SERVIÇOS;Micro;3;5;;
Arabutã;SERVIÇOS;Micro;8;16;;
Arabutã;AGROPECUÁRIA;Pequena;1;25;;
Arabutã;INDÚSTRIA;Pequena;2;93;;
Arabutã;COMÉRCIO;Pequena;1;14;;
Arabutã;TRANSPORTE;Pequena;1;10;;
Arabutã;SERVIÇOS;Pequena;1;18;;
Araquari;INDÚSTRIA;Grande;2;1347;;
Araquari;INDÚSTRIA;Grande;1;625;;
Araquari;TRANSPORTE;Grande;1;168;;
Araquari;SERVIÇOS;Grande;1;138;;
Araquari;SERVIÇOS;Grande;1;141;;
Araquari;SERVIÇOS;Grande;1;1036;;
Araquari;SERVIÇOS;Grande;1;110;;
Araquari;SERVIÇOS;Grande;1;325;;
Araquari;AGROPECUÁRIA;Média;1;62;;
Araquari;INDÚSTRIA;Média;1;123;;
Araquari;INDÚSTRIA;Média;6;1667;;
Araquari;INDÚSTRIA;Média;1;538;;
Araquari;COMÉRCIO;Média;5;349;;
Araquari;TRANSPORTE;Média;2;215;;
Araquari;SERVIÇOS;Média;1;55;;
Araquari;AGROPECUÁRIA;Micro;17;35;;
Araquari;INDÚSTRIA;Micro;7;32;;
Araquari;INDÚSTRIA;Micro;353;1422;;
Araquari;INDÚSTRIA;Micro;20;79;;
Araquari;INDÚSTRIA;Micro;94;270;;
Araquari;COMÉRCIO;Micro;340;590;;
Araquari;TRANSPORTE;Micro;121;104;;
Araquari;SERVIÇOS;Micro;36;55;;
Araquari;SERVIÇOS;Micro;4;12;;
Araquari;SERVIÇOS;Micro;4;15;;
Araquari;SERVIÇOS;Micro;9;27;;
Araquari;SERVIÇOS;Micro;30;51;;
Araquari;SERVIÇOS;Micro;30;63;;
Araquari;SERVIÇOS;Micro;3;20;;
Araquari;SERVIÇOS;Micro;11;38;;
Araquari;SERVIÇOS;Micro;13;21;;
Araquari;SERVIÇOS;Micro;3;6;;
Araquari;SERVIÇOS;Micro;26;42;;
Araquari;AGROPECUÁRIA;Pequena;3;42;;
Araquari;INDÚSTRIA;Pequena;4;111;;
Araquari;INDÚSTRIA;Pequena;48;2237;;
Araquari;INDÚSTRIA;Pequena;4;140;;
Araquari;INDÚSTRIA;Pequena;4;139;;
Araquari;COMÉRCIO;Pequena;40;835;;
Araquari;TRANSPORTE;Pequena;19;275;;
Araquari;SERVIÇOS;Pequena;10;126;;
Araquari;SERVIÇOS;Pequena;2;21;;
Araquari;SERVIÇOS;Pequena;1;31;;
Araquari;SERVIÇOS;Pequena;3;37;;
Araquari;SERVIÇOS;Pequena;10;188;;
Araquari;SERVIÇOS;Pequena;1;13;;
Araquari;SERVIÇOS;Pequena;1;16;;
Araquari;SERVIÇOS;Pequena;1;18;;
Araranguá;COMÉRCIO;Grande;6;1246;;
Araranguá;TRANSPORTE;Grande;3;698;;
Araranguá;SERVIÇOS;Grande;1;923;;
Araranguá;SERVIÇOS;Grande;1;159;;
Araranguá;SERVIÇOS;Grande;1;268;;
Araranguá;SERVIÇOS;Grande;1;443;;
Araranguá;AGROPECUÁRIA;Média;1;101;;
Araranguá;INDÚSTRIA;Média;2;561;;
Araranguá;COMÉRCIO;Média;1;125;;
Araranguá;SERVIÇOS;Média;1;100;;
Araranguá;SERVIÇOS;Média;2;161;;
Araranguá;AGROPECUÁRIA;Micro;35;46;;
Araranguá;INDÚSTRIA;Micro;4;38;;
Araranguá;INDÚSTRIA;Micro;345;1143;;
Araranguá;INDÚSTRIA;Micro;5;8;;
Araranguá;INDÚSTRIA;Micro;197;320;;
Araranguá;COMÉRCIO;Micro;893;1078;;
Araranguá;TRANSPORTE;Micro;96;68;;
Araranguá;SERVIÇOS;Micro;140;128;;
Araranguá;SERVIÇOS;Micro;28;63;;
Araranguá;SERVIÇOS;Micro;17;62;;
Araranguá;SERVIÇOS;Micro;29;35;;
Araranguá;SERVIÇOS;Micro;89;110;;
Araranguá;SERVIÇOS;Micro;147;137;;
Araranguá;SERVIÇOS;Micro;2;6;;
Araranguá;SERVIÇOS;Micro;33;93;;
Araranguá;SERVIÇOS;Micro;108;119;;
Araranguá;SERVIÇOS;Micro;17;21;;
Araranguá;SERVIÇOS;Micro;94;152;;
Araranguá;AGROPECUÁRIA;Pequena;4;54;;
Araranguá;INDÚSTRIA;Pequena;26;823;;
Araranguá;INDÚSTRIA;Pequena;1;80;;
Araranguá;INDÚSTRIA;Pequena;2;53;;
Araranguá;COMÉRCIO;Pequena;95;1648;;
Araranguá;TRANSPORTE;Pequena;15;204;;
Araranguá;SERVIÇOS;Pequena;16;191;;
Araranguá;SERVIÇOS;Pequena;10;190;;
Araranguá;SERVIÇOS;Pequena;5;114;;
Araranguá;SERVIÇOS;Pequena;1;20;;
Araranguá;SERVIÇOS;Pequena;8;173;;
Araranguá;SERVIÇOS;Pequena;9;168;;
Araranguá;SERVIÇOS;Pequena;6;93;;
Araranguá;SERVIÇOS;Pequena;4;87;;
Araranguá;SERVIÇOS;Pequena;2;48;;
Araranguá;SERVIÇOS;Pequena;9;133;;
Armazém;SERVIÇOS;Grande;1;280;;
Armazém;INDÚSTRIA;Média;1;143;;
Armazém;AGROPECUÁRIA;Micro;27;50;;
Armazém;INDÚSTRIA;Micro;1;2;;
Armazém;INDÚSTRIA;Micro;84;412;;
Armazém;INDÚSTRIA;Micro;1;8;;
Armazém;INDÚSTRIA;Micro;1;3;;
Armazém;INDÚSTRIA;Micro;14;57;;
Armazém;COMÉRCIO;Micro;89;173;;
Armazém;TRANSPORTE;Micro;52;63;;
Armazém;SERVIÇOS;Micro;9;24;;
Armazém;SERVIÇOS;Micro;1;0;;
Armazém;SERVIÇOS;Micro;2;14;;
Armazém;SERVIÇOS;Micro;1;3;;
Armazém;SERVIÇOS;Micro;7;25;;
Armazém;SERVIÇOS;Micro;4;3;;
Armazém;SERVIÇOS;Micro;1;6;;
Armazém;SERVIÇOS;Micro;3;4;;
Armazém;SERVIÇOS;Micro;10;16;;
Armazém;SERVIÇOS;Micro;2;2;;
Armazém;SERVIÇOS;Micro;12;23;;
Armazém;AGROPECUÁRIA;Pequena;2;11;;
Armazém;INDÚSTRIA;Pequena;12;592;;
Armazém;INDÚSTRIA;Pequena;1;50;;
Armazém;COMÉRCIO;Pequena;6;115;;
Armazém;TRANSPORTE;Pequena;3;25;;
Armazém;SERVIÇOS;Pequena;1;32;;
Armazém;SERVIÇOS;Pequena;1;35;;
Armazém;SERVIÇOS;Pequena;1;11;;
Arroio Trinta;SERVIÇOS;Grande;1;108;;
Arroio Trinta;AGROPECUÁRIA;Micro;10;9;;
Arroio Trinta;INDÚSTRIA;Micro;26;113;;
Arroio Trinta;INDÚSTRIA;Micro;2;17;;
Arroio Trinta;INDÚSTRIA;Micro;4;14;;
Arroio Trinta;COMÉRCIO;Micro;50;103;;
Arroio Trinta;TRANSPORTE;Micro;33;55;;
Arroio Trinta;SERVIÇOS;Micro;8;10;;
Arroio Trinta;SERVIÇOS;Micro;3;14;;
Arroio Trinta;SERVIÇOS;Micro;1;7;;
Arroio Trinta;SERVIÇOS;Micro;5;20;;
Arroio Trinta;SERVIÇOS;Micro;4;5;;
Arroio Trinta;SERVIÇOS;Micro;1;3;;
Arroio Trinta;SERVIÇOS;Micro;1;5;;
