Município;Setor;Porte;Empresas;Empregados;;Fonte dos dados: RAIS (2019)
São Joaquim;SERVIÇOS;Micro;6;17;;
São Joaquim;SERVIÇOS;Micro;2;10;;
São Joaquim;SERVIÇOS;Micro;37;57;;
São Joaquim;SERVIÇOS;Micro;20;37;;
São Joaquim;SERVIÇOS;Micro;1;9;;
São Joaquim;SERVIÇOS;Micro;8;19;;
São Joaquim;SERVIÇOS;Micro;27;37;;
São Joaquim;SERVIÇOS;Micro;8;15;;
São Joaquim;SERVIÇOS;Micro;26;48;;
São Joaquim;SERVIÇOS;Micro;1;1;;
São Joaquim;AGROPECUÁRIA;Pequena;42;762;;
São Joaquim;INDÚSTRIA;Pequena;2;59;;
São Joaquim;INDÚSTRIA;Pequena;1;31;;
São Joaquim;INDÚSTRIA;Pequena;2;48;;
São Joaquim;COMÉRCIO;Pequena;20;396;;
São Joaquim;TRANSPORTE;Pequena;1;26;;
São Joaquim;SERVIÇOS;Pequena;6;65;;
São Joaquim;SERVIÇOS;Pequena;1;10;;
São Joaquim;SERVIÇOS;Pequena;3;70;;
São Joaquim;SERVIÇOS;Pequena;2;66;;
São Joaquim;SERVIÇOS;Pequena;1;29;;
São Joaquim;SERVIÇOS;Pequena;1;22;;
São José;INDÚSTRIA;Grande;2;2984;;
São José;INDÚSTRIA;Grande;1;792;;
São José;COMÉRCIO;Grande;26;7165;;
São José;TRANSPORTE;Grande;3;1122;;
São José;SERVIÇOS;Grande;1;153;;
São José;SERVIÇOS;Grande;3;616;;
São José;SERVIÇOS;Grande;5;4288;;
São José;SERVIÇOS;Grande;31;30878;;
São José;SERVIÇOS;Grande;4;4333;;
São José;SERVIÇOS;Grande;4;1878;;
São José;SERVIÇOS;Grande;2;650;;
São José;SERVIÇOS;Grande;4;535;;
São José;INDÚSTRIA;Média;9;1771;;
São José;INDÚSTRIA;Média;1;107;;
São José;INDÚSTRIA;Média;1;117;;
São José;INDÚSTRIA;Média;7;1660;;
São José;COMÉRCIO;Média;39;2881;;
São José;TRANSPORTE;Média;6;415;;
São José;SERVIÇOS;Média;2;150;;
São José;SERVIÇOS;Média;4;274;;
São José;SERVIÇOS;Média;6;405;;
São José;SERVIÇOS;Média;8;640;;
São José;SERVIÇOS;Média;1;81;;
São José;SERVIÇOS;Média;10;623;;
São José;SERVIÇOS;Média;3;240;;
São José;SERVIÇOS;Média;6;387;;
São José;AGROPECUÁRIA;Micro;9;21;;
São José;INDÚSTRIA;Micro;2;4;;
São José;INDÚSTRIA;Micro;690;2251;;
São José;INDÚSTRIA;Micro;19;78;;
São José;INDÚSTRIA;Micro;571;1099;;
São José;COMÉRCIO;Micro;2604;2287;;
São José;TRANSPORTE;Micro;208;179;;
São José;SERVIÇOS;Micro;540;172;;
São José;SERVIÇOS;Micro;91;167;;
São José;SERVIÇOS;Micro;67;127;;
São José;SERVIÇOS;Micro;67;70;;
São José;SERVIÇOS;Micro;297;265;;
São José;SERVIÇOS;Micro;563;458;;
São José;SERVIÇOS;Micro;85;173;;
São José;SERVIÇOS;Micro;195;189;;
São José;SERVIÇOS;Micro;77;114;;
São José;SERVIÇOS;Micro;285;289;;
São José;SERVIÇOS;Micro;1;0;;
São José;AGROPECUÁRIA;Pequena;1;17;;
São José;INDÚSTRIA;Pequena;1;73;;
São José;INDÚSTRIA;Pequena;65;2350;;
São José;INDÚSTRIA;Pequena;2;161;;
São José;INDÚSTRIA;Pequena;57;1833;;
São José;COMÉRCIO;Pequena;432;7014;;
São José;TRANSPORTE;Pequena;47;871;;
São José;SERVIÇOS;Pequena;114;985;;
São José;SERVIÇOS;Pequena;35;726;;
São José;SERVIÇOS;Pequena;28;499;;
São José;SERVIÇOS;Pequena;6;133;;
São José;SERVIÇOS;Pequena;41;701;;
São José;SERVIÇOS;Pequena;78;1592;;
São José;SERVIÇOS;Pequena;3;60;;
São José;SERVIÇOS;Pequena;52;1102;;
São José;SERVIÇOS;Pequena;38;553;;
São José;SERVIÇOS;Pequena;5;102;;
São José;SERVIÇOS;Pequena;20;357;;
São José do Cedro;SERVIÇOS;Grande;1;379;;
São José do Cedro;INDÚSTRIA;Média;2;245;;
São José do Cedro;AGROPECUÁRIA;Micro;28;42;;
São José do Cedro;INDÚSTRIA;Micro;1;1;;
São José do Cedro;INDÚSTRIA;Micro;80;341;;
São José do Cedro;INDÚSTRIA;Micro;1;3;;
São José do Cedro;INDÚSTRIA;Micro;1;15;;
São José do Cedro;INDÚSTRIA;Micro;32;53;;
São José do Cedro;COMÉRCIO;Micro;176;299;;
São José do Cedro;TRANSPORTE;Micro;69;78;;
São José do Cedro;SERVIÇOS;Micro;17;10;;
São José do Cedro;SERVIÇOS;Micro;4;15;;
São José do Cedro;SERVIÇOS;Micro;6;23;;
São José do Cedro;SERVIÇOS;Micro;2;8;;
São José do Cedro;SERVIÇOS;Micro;20;27;;
São José do Cedro;SERVIÇOS;Micro;13;26;;
São José do Cedro;SERVIÇOS;Micro;1;6;;
São José do Cedro;SERVIÇOS;Micro;6;27;;
São José do Cedro;SERVIÇOS;Micro;24;18;;
São José do Cedro;SERVIÇOS;Micro;5;13;;
São José do Cedro;SERVIÇOS;Micro;23;34;;
São José do Cedro;INDÚSTRIA;Pequena;11;514;;
São José do Cedro;COMÉRCIO;Pequena;11;250;;
São José do Cedro;TRANSPORTE;Pequena;3;44;;
São José do Cedro;SERVIÇOS;Pequena;2;24;;
São José do Cedro;SERVIÇOS;Pequena;1;17;;
São José do Cedro;SERVIÇOS;Pequena;2;21;;
São José do Cedro;SERVIÇOS;Pequena;3;59;;
São José do Cedro;SERVIÇOS;Pequena;1;33;;
São José do Cedro;SERVIÇOS;Pequena;3;65;;
São José do Cerrito;SERVIÇOS;Grande;1;240;;
São José do Cerrito;SERVIÇOS;Média;1;101;;
São José do Cerrito;AGROPECUÁRIA;Micro;58;54;;
São José do Cerrito;INDÚSTRIA;Micro;1;6;;
São José do Cerrito;INDÚSTRIA;Micro;12;38;;
São José do Cerrito;INDÚSTRIA;Micro;1;4;;
São José do Cerrito;INDÚSTRIA;Micro;4;10;;
São José do Cerrito;COMÉRCIO;Micro;53;116;;
São José do Cerrito;TRANSPORTE;Micro;6;10;;
São José do Cerrito;SERVIÇOS;Micro;5;7;;
São José do Cerrito;SERVIÇOS;Micro;2;10;;
São José do Cerrito;SERVIÇOS;Micro;5;11;;
São José do Cerrito;SERVIÇOS;Micro;2;3;;
São José do Cerrito;SERVIÇOS;Micro;1;5;;
São José do Cerrito;SERVIÇOS;Micro;1;4;;
São José do Cerrito;SERVIÇOS;Micro;2;1;;
São José do Cerrito;SERVIÇOS;Micro;9;12;;
São José do Cerrito;AGROPECUÁRIA;Pequena;2;27;;
São José do Cerrito;COMÉRCIO;Pequena;2;28;;
São José do Cerrito;SERVIÇOS;Pequena;1;14;;
São Lourenço do Oeste;INDÚSTRIA;Grande;1;3957;;
São Lourenço do Oeste;SERVIÇOS;Grande;1;145;;
São Lourenço do Oeste;SERVIÇOS;Grande;1;494;;
São Lourenço do Oeste;INDÚSTRIA;Média;3;891;;
São Lourenço do Oeste;COMÉRCIO;Média;1;97;;
São Lourenço do Oeste;AGROPECUÁRIA;Micro;24;41;;
São Lourenço do Oeste;INDÚSTRIA;Micro;2;11;;
São Lourenço do Oeste;INDÚSTRIA;Micro;98;445;;
São Lourenço do Oeste;INDÚSTRIA;Micro;1;1;;
São Lourenço do Oeste;INDÚSTRIA;Micro;2;14;;
São Lourenço do Oeste;INDÚSTRIA;Micro;68;211;;
São Lourenço do Oeste;COMÉRCIO;Micro;286;490;;
São Lourenço do Oeste;TRANSPORTE;Micro;144;77;;
São Lourenço do Oeste;SERVIÇOS;Micro;42;39;;
São Lourenço do Oeste;SERVIÇOS;Micro;10;34;;
São Lourenço do Oeste;SERVIÇOS;Micro;7;14;;
São Lourenço do Oeste;SERVIÇOS;Micro;13;7;;
São Lourenço do Oeste;SERVIÇOS;Micro;35;86;;
São Lourenço do Oeste;SERVIÇOS;Micro;38;61;;
São Lourenço do Oeste;SERVIÇOS;Micro;1;3;;
São Lourenço do Oeste;SERVIÇOS;Micro;8;37;;
São Lourenço do Oeste;SERVIÇOS;Micro;32;33;;
São Lourenço do Oeste;SERVIÇOS;Micro;12;34;;
São Lourenço do Oeste;SERVIÇOS;Micro;36;73;;
São Lourenço do Oeste;SERVIÇOS;Micro;1;1;;
São Lourenço do Oeste;INDÚSTRIA;Pequena;20;851;;
São Lourenço do Oeste;INDÚSTRIA;Pequena;1;33;;
São Lourenço do Oeste;INDÚSTRIA;Pequena;2;88;;
São Lourenço do Oeste;COMÉRCIO;Pequena;26;463;;
São Lourenço do Oeste;TRANSPORTE;Pequena;8;137;;
São Lourenço do Oeste;SERVIÇOS;Pequena;2;46;;
São Lourenço do Oeste;SERVIÇOS;Pequena;2;39;;
São Lourenço do Oeste;SERVIÇOS;Pequena;6;74;;
São Lourenço do Oeste;SERVIÇOS;Pequena;1;11;;
São Lourenço do Oeste;SERVIÇOS;Pequena;5;99;;
São Lourenço do Oeste;SERVIÇOS;Pequena;6;112;;
São Lourenço do Oeste;SERVIÇOS;Pequena;1;19;;
São Lourenço do Oeste;SERVIÇOS;Pequena;5;94;;
São Lourenço do Oeste;SERVIÇOS;Pequena;2;63;;
São Lourenço do Oeste;SERVIÇOS;Pequena;3;34;;
São Ludgero;INDÚSTRIA;Grande;1;740;;
São Ludgero;SERVIÇOS;Grande;1;268;;
São Ludgero;INDÚSTRIA;Média;3;782;;
São Ludgero;COMÉRCIO;Média;1;78;;
São Ludgero;SERVIÇOS;Média;1;64;;
São Ludgero;AGROPECUÁRIA;Micro;38;71;;
São Ludgero;INDÚSTRIA;Micro;67;356;;
São Ludgero;INDÚSTRIA;Micro;16;31;;
São Ludgero;INDÚSTRIA;Micro;25;49;;
São Ludgero;COMÉRCIO;Micro;131;312;;
São Ludgero;TRANSPORTE;Micro;19;50;;
São Ludgero;SERVIÇOS;Micro;14;38;;
São Ludgero;SERVIÇOS;Micro;7;27;;
São Ludgero;SERVIÇOS;Micro;2;12;;
São Ludgero;SERVIÇOS;Micro;1;1;;
São Ludgero;SERVIÇOS;Micro;10;21;;
São Ludgero;SERVIÇOS;Micro;10;20;;
São Ludgero;SERVIÇOS;Micro;2;7;;
São Ludgero;SERVIÇOS;Micro;5;13;;
São Ludgero;SERVIÇOS;Micro;15;12;;
São Ludgero;SERVIÇOS;Micro;3;6;;
São Ludgero;SERVIÇOS;Micro;7;23;;
São Ludgero;AGROPECUÁRIA;Pequena;4;49;;
São Ludgero;INDÚSTRIA;Pequena;15;756;;
São Ludgero;INDÚSTRIA;Pequena;1;40;;
São Ludgero;INDÚSTRIA;Pequena;3;194;;
São Ludgero;INDÚSTRIA;Pequena;3;140;;
São Ludgero;COMÉRCIO;Pequena;17;308;;
São Ludgero;TRANSPORTE;Pequena;3;30;;
São Ludgero;SERVIÇOS;Pequena;1;12;;
São Ludgero;SERVIÇOS;Pequena;2;71;;
São Ludgero;SERVIÇOS;Pequena;1;11;;
São Ludgero;SERVIÇOS;Pequena;2;35;;
São Ludgero;SERVIÇOS;Pequena;1;42;;
São Ludgero;SERVIÇOS;Pequena;1;12;;
São Martinho;SERVIÇOS;Grande;1;155;;
São Martinho;AGROPECUÁRIA;Micro;8;15;;
São Martinho;INDÚSTRIA;Micro;25;102;;
São Martinho;INDÚSTRIA;Micro;1;1;;
São Martinho;INDÚSTRIA;Micro;2;5;;
São Martinho;COMÉRCIO;Micro;46;108;;
São Martinho;TRANSPORTE;Micro;4;8;;
São Martinho;SERVIÇOS;Micro;8;15;;
São Martinho;SERVIÇOS;Micro;2;13;;
São Martinho;SERVIÇOS;Micro;3;7;;
São Martinho;SERVIÇOS;Micro;3;6;;
São Martinho;SERVIÇOS;Micro;1;4;;
São Martinho;SERVIÇOS;Micro;1;1;;
São Martinho;SERVIÇOS;Micro;4;8;;
São Martinho;SERVIÇOS;Micro;1;4;;
São Martinho;SERVIÇOS;Micro;6;11;;
São Martinho;INDÚSTRIA;Pequena;4;170;;
São Martinho;COMÉRCIO;Pequena;1;19;;
São Martinho;TRANSPORTE;Pequena;1;14;;
São Martinho;SERVIÇOS;Pequena;2;31;;
São Martinho;SERVIÇOS;Pequena;1;13;;
São Miguel da Boa Vista;SERVIÇOS;Grande;1;103;;
São Miguel da Boa Vista;AGROPECUÁRIA;Micro;1;1;;
São Miguel da Boa Vista;COMÉRCIO;Micro;12;26;;
São Miguel da Boa Vista;TRANSPORTE;Micro;2;5;;
São Miguel da Boa Vista;SERVIÇOS;Micro;1;5;;
São Miguel da Boa Vista;SERVIÇOS;Micro;1;0;;
São Miguel da Boa Vista;SERVIÇOS;Micro;1;4;;
São Miguel da Boa Vista;SERVIÇOS;Micro;1;4;;
São Miguel do Oeste;INDÚSTRIA;Grande;2;1648;;
São Miguel do Oeste;SERVIÇOS;Grande;1;136;;
São Miguel do Oeste;SERVIÇOS;Grande;1;497;;
São Miguel do Oeste;SERVIÇOS;Grande;1;897;;
São Miguel do Oeste;SERVIÇOS;Grande;1;291;;
São Miguel do Oeste;SERVIÇOS;Grande;1;387;;
São Miguel do Oeste;INDÚSTRIA;Média;3;649;;
São Miguel do Oeste;INDÚSTRIA;Média;1;150;;
São Miguel do Oeste;INDÚSTRIA;Média;2;324;;
São Miguel do Oeste;COMÉRCIO;Média;5;294;;
São Miguel do Oeste;SERVIÇOS;Média;1;60;;
São Miguel do Oeste;SERVIÇOS;Média;3;179;;
São Miguel do Oeste;AGROPECUÁRIA;Micro;31;72;;
São Miguel do Oeste;INDÚSTRIA;Micro;1;4;;
São Miguel do Oeste;INDÚSTRIA;Micro;171;678;;
São Miguel do Oeste;INDÚSTRIA;Micro;3;13;;
São Miguel do Oeste;INDÚSTRIA;Micro;138;287;;
São Miguel do Oeste;COMÉRCIO;Micro;576;746;;
São Miguel do Oeste;TRANSPORTE;Micro;106;81;;
São Miguel do Oeste;SERVIÇOS;Micro;93;96;;
São Miguel do Oeste;SERVIÇOS;Micro;24;62;;
São Miguel do Oeste;SERVIÇOS;Micro;12;26;;
São Miguel do Oeste;SERVIÇOS;Micro;15;14;;
São Miguel do Oeste;SERVIÇOS;Micro;91;145;;
São Miguel do Oeste;SERVIÇOS;Micro;95;141;;
São Miguel do Oeste;SERVIÇOS;Micro;2;6;;
São Miguel do Oeste;SERVIÇOS;Micro;32;77;;
São Miguel do Oeste;SERVIÇOS;Micro;125;92;;
São Miguel do Oeste;SERVIÇOS;Micro;18;21;;
São Miguel do Oeste;SERVIÇOS;Micro;56;88;;
São Miguel do Oeste;SERVIÇOS;Micro;1;1;;
São Miguel do Oeste;AGROPECUÁRIA;Pequena;8;117;;
São Miguel do Oeste;INDÚSTRIA;Pequena;1;42;;
São Miguel do Oeste;INDÚSTRIA;Pequena;16;723;;
São Miguel do Oeste;INDÚSTRIA;Pequena;1;41;;
São Miguel do Oeste;INDÚSTRIA;Pequena;14;421;;
São Miguel do Oeste;COMÉRCIO;Pequena;67;1218;;
São Miguel do Oeste;TRANSPORTE;Pequena;18;324;;
São Miguel do Oeste;SERVIÇOS;Pequena;6;117;;
São Miguel do Oeste;SERVIÇOS;Pequena;5;82;;
São Miguel do Oeste;SERVIÇOS;Pequena;8;225;;
São Miguel do Oeste;SERVIÇOS;Pequena;1;10;;
São Miguel do Oeste;SERVIÇOS;Pequena;7;86;;
São Miguel do Oeste;SERVIÇOS;Pequena;9;221;;
São Miguel do Oeste;SERVIÇOS;Pequena;1;30;;
São Miguel do Oeste;SERVIÇOS;Pequena;8;173;;
São Miguel do Oeste;SERVIÇOS;Pequena;7;159;;
São Miguel do Oeste;SERVIÇOS;Pequena;1;14;;
São Miguel do Oeste;SERVIÇOS;Pequena;6;128;;
São Pedro de Alcântara;SERVIÇOS;Grande;1;164;;
São Pedro de Alcântara;AGROPECUÁRIA;Micro;4;5;;
São Pedro de Alcântara;INDÚSTRIA;Micro;21;48;;
São Pedro de Alcântara;INDÚSTRIA;Micro;1;3;;
São Pedro de Alcântara;INDÚSTRIA;Micro;5;9;;
São Pedro de Alcântara;COMÉRCIO;Micro;27;68;;
São Pedro de Alcântara;TRANSPORTE;Micro;8;15;;
São Pedro de Alcântara;SERVIÇOS;Micro;6;7;;
São Pedro de Alcântara;SERVIÇOS;Micro;1;2;;
São Pedro de Alcântara;SERVIÇOS;Micro;1;1;;
São Pedro de Alcântara;SERVIÇOS;Micro;3;8;;
São Pedro de Alcântara;SERVIÇOS;Micro;3;8;;
São Pedro de Alcântara;SERVIÇOS;Micro;2;8;;
São Pedro de Alcântara;SERVIÇOS;Micro;1;2;;
São Pedro de Alcântara;SERVIÇOS;Micro;5;8;;
São Pedro de Alcântara;AGROPECUÁRIA;Pequena;2;46;;
São Pedro de Alcântara;COMÉRCIO;Pequena;2;23;;
São Pedro de Alcântara;TRANSPORTE;Pequena;1;20;;
Saudades;INDÚSTRIA;Grande;1;746;;
Saudades;SERVIÇOS;Grande;1;269;;
Saudades;INDÚSTRIA;Média;2;601;;
Saudades;INDÚSTRIA;Média;1;260;;
Saudades;AGROPECUÁRIA;Micro;18;38;;
Saudades;INDÚSTRIA;Micro;40;149;;
Saudades;INDÚSTRIA;Micro;3;28;;
Saudades;INDÚSTRIA;Micro;2;36;;
Saudades;INDÚSTRIA;Micro;27;21;;
Saudades;COMÉRCIO;Micro;91;217;;
Saudades;TRANSPORTE;Micro;31;37;;
Saudades;SERVIÇOS;Micro;12;6;;
Saudades;SERVIÇOS;Micro;2;8;;
Saudades;SERVIÇOS;Micro;4;23;;
Saudades;SERVIÇOS;Micro;1;4;;
Saudades;SERVIÇOS;Micro;12;22;;
Saudades;SERVIÇOS;Micro;5;6;;
Saudades;SERVIÇOS;Micro;1;3;;
Saudades;SERVIÇOS;Micro;4;6;;
Saudades;SERVIÇOS;Micro;6;10;;
Saudades;SERVIÇOS;Micro;3;2;;
Saudades;SERVIÇOS;Micro;13;18;;
Saudades;INDÚSTRIA;Pequena;6;181;;
Saudades;INDÚSTRIA;Pequena;2;159;;
Saudades;COMÉRCIO;Pequena;4;70;;
Saudades;SERVIÇOS;Pequena;1;18;;
Saudades;SERVIÇOS;Pequena;1;31;;
Schroeder;SERVIÇOS;Grande;1;474;;
Schroeder;INDÚSTRIA;Média;4;746;;
Schroeder;COMÉRCIO;Média;2;172;;
Schroeder;AGROPECUÁRIA;Micro;11;28;;
Schroeder;INDÚSTRIA;Micro;140;706;;
Schroeder;INDÚSTRIA;Micro;1;9;;
Schroeder;INDÚSTRIA;Micro;20;79;;
Schroeder;COMÉRCIO;Micro;101;211;;
Schroeder;TRANSPORTE;Micro;18;35;;
Schroeder;SERVIÇOS;Micro;9;19;;
Schroeder;SERVIÇOS;Micro;1;2;;
Schroeder;SERVIÇOS;Micro;4;23;;
Schroeder;SERVIÇOS;Micro;3;4;;
Schroeder;SERVIÇOS;Micro;9;34;;
Schroeder;SERVIÇOS;Micro;7;17;;
Schroeder;SERVIÇOS;Micro;1;7;;
Schroeder;SERVIÇOS;Micro;6;24;;
Schroeder;SERVIÇOS;Micro;10;12;;
Schroeder;SERVIÇOS;Micro;4;5;;
Schroeder;SERVIÇOS;Micro;14;27;;
Schroeder;AGROPECUÁRIA;Pequena;1;19;;
Schroeder;INDÚSTRIA;Pequena;17;777;;
Schroeder;INDÚSTRIA;Pequena;1;35;;
Schroeder;COMÉRCIO;Pequena;10;173;;
Schroeder;TRANSPORTE;Pequena;2;36;;
Schroeder;SERVIÇOS;Pequena;2;27;;
Schroeder;SERVIÇOS;Pequena;1;18;;
Schroeder;SERVIÇOS;Pequena;2;38;;
Schroeder;SERVIÇOS;Pequena;2;28;;
Seara;INDÚSTRIA;Grande;2;3548;;
Seara;SERVIÇOS;Grande;1;111;;
Seara;SERVIÇOS;Grande;1;501;;
Seara;AGROPECUÁRIA;Média;3;253;;
Seara;INDÚSTRIA;Média;2;263;;
Seara;COMÉRCIO;Média;2;136;;
Seara;TRANSPORTE;Média;1;68;;
Seara;SERVIÇOS;Média;1;55;;
Seara;AGROPECUÁRIA;Micro;39;56;;
Seara;INDÚSTRIA;Micro;1;1;;
Seara;INDÚSTRIA;Micro;65;254;;
Seara;INDÚSTRIA;Micro;1;10;;
Seara;INDÚSTRIA;Micro;29;78;;
Seara;COMÉRCIO;Micro;159;315;;
Seara;TRANSPORTE;Micro;92;88;;
Seara;SERVIÇOS;Micro;18;20;;
Seara;SERVIÇOS;Micro;2;12;;
Seara;SERVIÇOS;Micro;6;21;;
Seara;SERVIÇOS;Micro;4;5;;
Seara;SERVIÇOS;Micro;15;27;;
Seara;SERVIÇOS;Micro;12;16;;
Seara;SERVIÇOS;Micro;2;12;;
Seara;SERVIÇOS;Micro;8;21;;
Seara;SERVIÇOS;Micro;28;27;;
Seara;SERVIÇOS;Micro;5;5;;
Seara;SERVIÇOS;Micro;32;67;;
Seara;AGROPECUÁRIA;Pequena;2;51;;
Seara;INDÚSTRIA;Pequena;2;68;;
Seara;INDÚSTRIA;Pequena;1;21;;
Seara;INDÚSTRIA;Pequena;1;53;;
Seara;COMÉRCIO;Pequena;13;265;;
Seara;TRANSPORTE;Pequena;6;123;;
Seara;SERVIÇOS;Pequena;1;41;;
Seara;SERVIÇOS;Pequena;1;18;;
Seara;SERVIÇOS;Pequena;3;58;;
Seara;SERVIÇOS;Pequena;3;48;;
Seara;SERVIÇOS;Pequena;1;17;;
Seara;SERVIÇOS;Pequena;3;57;;
Serra Alta;SERVIÇOS;Grande;1;130;;
Serra Alta;AGROPECUÁRIA;Micro;3;5;;
Serra Alta;INDÚSTRIA;Micro;18;110;;
Serra Alta;INDÚSTRIA;Micro;1;1;;
Serra Alta;INDÚSTRIA;Micro;9;21;;
Serra Alta;COMÉRCIO;Micro;44;72;;
Serra Alta;TRANSPORTE;Micro;9;13;;
Serra Alta;SERVIÇOS;Micro;2;2;;
Serra Alta;SERVIÇOS;Micro;1;3;;
Serra Alta;SERVIÇOS;Micro;3;10;;
Serra Alta;SERVIÇOS;Micro;1;5;;
Serra Alta;SERVIÇOS;Micro;1;4;;
Serra Alta;SERVIÇOS;Micro;2;1;;
Serra Alta;SERVIÇOS;Micro;1;0;;
Serra Alta;SERVIÇOS;Micro;4;5;;
Serra Alta;AGROPECUÁRIA;Pequena;1;13;;
Serra Alta;INDÚSTRIA;Pequena;6;282;;
Serra Alta;COMÉRCIO;Pequena;3;40;;
Serra Alta;TRANSPORTE;Pequena;1;11;;
Siderópolis;SERVIÇOS;Grande;1;472;;
Siderópolis;INDÚSTRIA;Média;4;661;;
Siderópolis;INDÚSTRIA;Média;1;150;;
Siderópolis;COMÉRCIO;Média;1;59;;
Siderópolis;TRANSPORTE;Média;2;157;;
Siderópolis;SERVIÇOS;Média;1;52;;
Siderópolis;AGROPECUÁRIA;Micro;5;6;;
Siderópolis;INDÚSTRIA;Micro;2;11;;
Siderópolis;INDÚSTRIA;Micro;66;314;;
Siderópolis;INDÚSTRIA;Micro;1;15;;
Siderópolis;INDÚSTRIA;Micro;3;15;;
Siderópolis;INDÚSTRIA;Micro;15;74;;
Siderópolis;COMÉRCIO;Micro;128;293;;
Siderópolis;TRANSPORTE;Micro;29;44;;
Siderópolis;SERVIÇOS;Micro;18;29;;
Siderópolis;SERVIÇOS;Micro;3;3;;
Siderópolis;SERVIÇOS;Micro;1;8;;
Siderópolis;SERVIÇOS;Micro;1;1;;
Siderópolis;SERVIÇOS;Micro;4;6;;
Siderópolis;SERVIÇOS;Micro;12;18;;
Siderópolis;SERVIÇOS;Micro;1;8;;
Siderópolis;SERVIÇOS;Micro;1;4;;
Siderópolis;SERVIÇOS;Micro;10;9;;
Siderópolis;SERVIÇOS;Micro;1;1;;
Siderópolis;SERVIÇOS;Micro;12;23;;
Siderópolis;INDÚSTRIA;Pequena;2;112;;
Siderópolis;INDÚSTRIA;Pequena;11;589;;
Siderópolis;COMÉRCIO;Pequena;5;121;;
Siderópolis;TRANSPORTE;Pequena;5;50;;
Siderópolis;SERVIÇOS;Pequena;1;24;;
Siderópolis;SERVIÇOS;Pequena;1;10;;
Siderópolis;SERVIÇOS;Pequena;1;30;;
Siderópolis;SERVIÇOS;Pequena;1;17;;
Siderópolis;SERVIÇOS;Pequena;1;34;;
Siderópolis;SERVIÇOS;Pequena;3;55;;
Sombrio;COMÉRCIO;Grande;1;262;;
Sombrio;SERVIÇOS;Grande;1;725;;
Sombrio;INDÚSTRIA;Média;4;781;;
Sombrio;COMÉRCIO;Média;2;156;;
Sombrio;SERVIÇOS;Média;1;52;;
Sombrio;SERVIÇOS;Média;1;73;;
Sombrio;AGROPECUÁRIA;Micro;8;29;;
Sombrio;INDÚSTRIA;Micro;4;16;;
Sombrio;INDÚSTRIA;Micro;192;557;;
Sombrio;INDÚSTRIA;Micro;3;18;;
Sombrio;INDÚSTRIA;Micro;53;66;;
Sombrio;COMÉRCIO;Micro;489;666;;
Sombrio;TRANSPORTE;Micro;57;78;;
Sombrio;SERVIÇOS;Micro;49;54;;
Sombrio;SERVIÇOS;Micro;10;20;;
Sombrio;SERVIÇOS;Micro;6;10;;
Sombrio;SERVIÇOS;Micro;4;9;;
Sombrio;SERVIÇOS;Micro;30;66;;
Sombrio;SERVIÇOS;Micro;34;38;;
Sombrio;SERVIÇOS;Micro;10;21;;
Sombrio;SERVIÇOS;Micro;33;36;;
Sombrio;SERVIÇOS;Micro;12;13;;
Sombrio;SERVIÇOS;Micro;44;74;;
Sombrio;INDÚSTRIA;Pequena;29;914;;
Sombrio;COMÉRCIO;Pequena;26;476;;
Sombrio;TRANSPORTE;Pequena;9;210;;
Sombrio;SERVIÇOS;Pequena;5;69;;
Sombrio;SERVIÇOS;Pequena;3;51;;
Sombrio;SERVIÇOS;Pequena;2;30;;
Sombrio;SERVIÇOS;Pequena;5;65;;
Sombrio;SERVIÇOS;Pequena;1;10;;
Sombrio;SERVIÇOS;Pequena;3;36;;
Sombrio;SERVIÇOS;Pequena;4;93;;
Sombrio;SERVIÇOS;Pequena;1;13;;
Sombrio;SERVIÇOS;Pequena;4;53;;
Sul Brasil;SERVIÇOS;Grande;1;105;;
Sul Brasil;AGROPECUÁRIA;Micro;3;1;;
Sul Brasil;INDÚSTRIA;Micro;8;41;;
Sul Brasil;INDÚSTRIA;Micro;2;1;;
Sul Brasil;COMÉRCIO;Micro;18;24;;
Sul Brasil;TRANSPORTE;Micro;6;6;;
Sul Brasil;SERVIÇOS;Micro;1;0;;
Sul Brasil;SERVIÇOS;Micro;2;1;;
Sul Brasil;SERVIÇOS;Micro;1;0;;
Sul Brasil;SERVIÇOS;Micro;1;4;;
Sul Brasil;SERVIÇOS;Micro;2;3;;
Sul Brasil;INDÚSTRIA;Pequena;2;121;;
Sul Brasil;COMÉRCIO;Pequena;1;22;;
Taió;SERVIÇOS;Grande;1;119;;
Taió;SERVIÇOS;Grande;1;606;;
Taió;SERVIÇOS;Grande;1;177;;
Taió;INDÚSTRIA;Média;5;1101;;
Taió;COMÉRCIO;Média;1;89;;
Taió;AGROPECUÁRIA;Micro;35;66;;
Taió;INDÚSTRIA;Micro;3;22;;
Taió;INDÚSTRIA;Micro;130;486;;
Taió;INDÚSTRIA;Micro;4;19;;
Taió;INDÚSTRIA;Micro;1;16;;
Taió;INDÚSTRIA;Micro;30;39;;
Taió;COMÉRCIO;Micro;246;345;;
Taió;TRANSPORTE;Micro;30;35;;
Taió;SERVIÇOS;Micro;33;29;;
Taió;SERVIÇOS;Micro;8;22;;
Taió;SERVIÇOS;Micro;9;21;;
Taió;SERVIÇOS;Micro;3;3;;
Taió;SERVIÇOS;Micro;19;53;;
Taió;SERVIÇOS;Micro;22;40;;
Taió;SERVIÇOS;Micro;2;12;;
Taió;SERVIÇOS;Micro;10;37;;
