Município,IDHM,IDHM_E,IDHM_L,IDHM_R;;;;;
Abdon Batista,0.694,0.625,0.812,0.66;;;;;
Abelardo Luz,0.696,0.578,0.852,0.684;;;;;
Agrolândia,0.725,0.633,0.827,0.727;;;;;
Agronômica,0.741,0.595,0.884,0.774;;;;;
Água Doce,0.698,0.574,0.82,0.724;;;;;
Águas de Chapecó,0.713,0.629,0.811,0.712;;;;;
Águas Frias,0.745,0.661,0.86,0.728;;;;;
Águas Mornas,0.723,0.606,0.853,0.731;;;;;
Alfredo Wagner,0.668,0.481,0.882,0.702;;;;;
Alto Bela Vista,0.755,0.664,0.882,0.734;;;;;
Anchieta,0.699,0.608,0.8,0.703;;;;;
Angelina,0.687,0.581,0.797,0.699;;;;;
Anita Garibaldi,0.688,0.592,0.826,0.667;;;;;
Anitápolis,0.674,0.524,0.836,0.699;;;;;
Antônio Carlos,0.749,0.615,0.89,0.768;;;;;
Apiúna,0.708,0.584,0.827,0.735;;;;;
Arabutã,0.733,0.614,0.863,0.744;;;;;
Araquari,0.703,0.602,0.83,0.696;;;;;
Araranguá,0.76,0.691,0.853,0.745;;;;;
Armazém,0.77,0.698,0.882,0.743;;;;;
Arroio Trinta,0.764,0.653,0.873,0.781;;;;;
Arvoredo,0.715,0.61,0.842,0.713;;;;;
Ascurra,0.742,0.636,0.868,0.739;;;;;
Atalanta,0.733,0.668,0.802,0.736;;;;;
Aurora,0.733,0.606,0.87,0.748;;;;;
Balneário Arroio do Silva,0.746,0.642,0.858,0.753;;;;;
Balneário Barra do Sul,0.716,0.611,0.844,0.713;;;;;
Balneário Camboriú,0.845,0.789,0.894,0.854;;;;;
Balneário Gaivota,0.728,0.622,0.844,0.734;;;;;
Balneário Piçarras,0.756,0.668,0.869,0.745;;;;;
Bandeirante,0.672,0.565,0.795,0.675;;;;;
Barra Bonita,0.701,0.599,0.83,0.692;;;;;
Barra Velha,0.738,0.639,0.857,0.735;;;;;
Bela Vista do Toldo,0.675,0.598,0.826,0.624;;;;;
Belmonte,0.705,0.611,0.82,0.699;;;;;
Benedito Novo,0.74,0.645,0.868,0.723;;;;;
Biguaçu,0.739,0.659,0.836,0.733;;;;;
Blumenau,0.806,0.722,0.894,0.812;;;;;
Bocaina do Sul,0.647,0.549,0.768,0.642;;;;;
Bom Jardim da Serra,0.696,0.568,0.835,0.71;;;;;
Bom Jesus,0.718,0.606,0.827,0.74;;;;;
Bom Jesus do Oeste,0.712,0.601,0.83,0.725;;;;;
Bom Retiro,0.699,0.559,0.869,0.704;;;;;
Bombinhas,0.781,0.732,0.864,0.753;;;;;
Botuverá,0.724,0.604,0.848,0.741;;;;;
Braço do Norte,0.778,0.716,0.881,0.746;;;;;
Braço do Trombudo,0.78,0.702,0.883,0.766;;;;;
Brunópolis,0.661,0.545,0.819,0.646;;;;;
Brusque,0.795,0.707,0.894,0.794;;;;;
Caçador,0.735,0.62,0.878,0.728;;;;;
Caibi,0.728,0.631,0.83,0.737;;;;;
Calmon,0.622,0.5,0.779,0.618;;;;;
Camboriú,0.726,0.6,0.866,0.736;;;;;
Campo Alegre,0.714,0.636,0.845,0.677;;;;;
Campo Belo do Sul,0.641,0.528,0.768,0.648;;;;;
Campo Erê,0.69,0.595,0.787,0.702;;;;;
Campos Novos,0.742,0.658,0.861,0.721;;;;;
Canelinha,0.697,0.542,0.865,0.723;;;;;
Canoinhas,0.757,0.692,0.874,0.717;;;;;
Capão Alto,0.654,0.516,0.796,0.68;;;;;
