,Município,COD_SEC,saldo_202012,saldo_202102,vice_presidencia
2442,Rio dos Cedros,F,-11.0,-5.0,Vale do Itajaí
2443,Rio dos Cedros,G,-1.0,1.0,Vale do Itajaí
2444,Rio dos Cedros,H,-2.0,3.0,Vale do Itajaí
2445,Rio dos Cedros,I,-1.0,2.0,Vale do Itajaí
2446,Rio dos Cedros,K,,-1.0,Vale do Itajaí
2447,Rio dos Cedros,M,4.0,3.0,Vale do Itajaí
2448,Rio dos Cedros,N,,3.0,Vale do Itajaí
2449,Rio dos Cedros,Q,2.0,0.0,Vale do Itajaí
2450,Rio dos Cedros,R,,0.0,Vale do Itajaí
2451,Rio dos Cedros,S,1.0,4.0,Vale do Itajaí
2452,Rio Fortuna,C,0.0,1.0,Litoral Sul
2453,Rio Fortuna,F,-2.0,-1.0,Litoral Sul
2454,Rio Fortuna,G,-5.0,10.0,Litoral Sul
2455,Rio Fortuna,H,,1.0,Litoral Sul
2456,Rio Fortuna,I,,0.0,Litoral Sul
2457,Rio Fortuna,K,,1.0,Litoral Sul
2458,Rio Fortuna,M,,-1.0,Litoral Sul
2459,Rio Fortuna,P,,-1.0,Litoral Sul
2460,Rio Fortuna,Q,1.0,,Litoral Sul
2461,Rio Fortuna,S,,1.0,Litoral Sul
2462,Rio Negrinho,A,-18.0,16.0,Planalto Norte
2463,Rio Negrinho,C,-117.0,110.0,Planalto Norte
2464,Rio Negrinho,E,,0.0,Planalto Norte
2465,Rio Negrinho,F,-5.0,15.0,Planalto Norte
2466,Rio Negrinho,G,-18.0,8.0,Planalto Norte
2467,Rio Negrinho,H,2.0,15.0,Planalto Norte
2468,Rio Negrinho,I,3.0,7.0,Planalto Norte
2469,Rio Negrinho,J,0.0,3.0,Planalto Norte
2470,Rio Negrinho,K,-2.0,1.0,Planalto Norte
2471,Rio Negrinho,L,-2.0,0.0,Planalto Norte
2472,Rio Negrinho,M,-7.0,1.0,Planalto Norte
2473,Rio Negrinho,N,-47.0,-1.0,Planalto Norte
2474,Rio Negrinho,O,-24.0,-22.0,Planalto Norte
2475,Rio Negrinho,P,-1.0,7.0,Planalto Norte
2476,Rio Negrinho,Q,-1.0,4.0,Planalto Norte
2477,Rio Negrinho,S,5.0,1.0,Planalto Norte
2478,Rio Rufino,C,-2.0,3.0,Serra Catarinense
2479,Rio Rufino,G,-2.0,-2.0,Serra Catarinense
2480,Rio Rufino,I,,1.0,Serra Catarinense
2481,Rio Rufino,J,,-1.0,Serra Catarinense
2482,Rio Rufino,K,1.0,,Serra Catarinense
2483,Riqueza,A,-1.0,1.0,Oeste
2484,Riqueza,C,-12.0,24.0,Oeste
2485,Riqueza,F,-2.0,,Oeste
2486,Riqueza,G,7.0,5.0,Oeste
2487,Riqueza,H,2.0,1.0,Oeste
2488,Riqueza,I,,2.0,Oeste
2489,Riqueza,M,-1.0,1.0,Oeste
2490,Riqueza,N,-1.0,-2.0,Oeste
2491,Riqueza,P,,-1.0,Oeste
2492,Riqueza,Q,1.0,0.0,Oeste
2493,Riqueza,S,,-1.0,Oeste
2494,Rodeio,A,,-1.0,Vale do Itajaí
2495,Rodeio,B,,-1.0,Vale do Itajaí
2496,Rodeio,C,-38.0,33.0,Vale do Itajaí
2497,Rodeio,E,,2.0,Vale do Itajaí
2498,Rodeio,F,,3.0,Vale do Itajaí
2499,Rodeio,G,6.0,-2.0,Vale do Itajaí
2500,Rodeio,H,-1.0,3.0,Vale do Itajaí
2501,Rodeio,I,,2.0,Vale do Itajaí
2502,Rodeio,M,,-1.0,Vale do Itajaí
2503,Rodeio,N,,-1.0,Vale do Itajaí
2504,Rodeio,P,-1.0,,Vale do Itajaí
2505,Rodeio,Q,-1.0,,Vale do Itajaí
2506,Rodeio,S,-2.0,-2.0,Vale do Itajaí
2507,Romelândia,A,,-1.0,Oeste
2508,Romelândia,D,,3.0,Oeste
2509,Romelândia,F,-1.0,4.0,Oeste
2510,Romelândia,G,-2.0,0.0,Oeste
2511,Romelândia,H,0.0,,Oeste
2512,Romelândia,K,,-1.0,Oeste
2513,Romelândia,S,,4.0,Oeste
2514,Salete,A,-1.0,0.0,Alto Vale do Itajaí
2515,Salete,C,-56.0,26.0,Alto Vale do Itajaí
2516,Salete,F,,-1.0,Alto Vale do Itajaí
2517,Salete,G,1.0,6.0,Alto Vale do Itajaí
2518,Salete,H,-2.0,5.0,Alto Vale do Itajaí
2519,Salete,I,-2.0,1.0,Alto Vale do Itajaí
2520,Salete,M,,1.0,Alto Vale do Itajaí
2521,Salete,N,,2.0,Alto Vale do Itajaí
2522,Salete,Q,,1.0,Alto Vale do Itajaí
2523,Salete,R,-1.0,,Alto Vale do Itajaí
2524,Salete,S,,0.0,Alto Vale do Itajaí
2525,Saltinho,A,,-1.0,Oeste
2526,Saltinho,C,-5.0,16.0,Oeste
2527,Saltinho,F,,-1.0,Oeste
2528,Saltinho,G,2.0,2.0,Oeste
2529,Saltinho,H,,1.0,Oeste
2530,Saltinho,I,,1.0,Oeste
2531,Salto Veloso,A,0.0,2.0,Centro-Norte
2532,Salto Veloso,C,-33.0,29.0,Centro-Norte
2533,Salto Veloso,F,0.0,1.0,Centro-Norte
2534,Salto Veloso,G,3.0,4.0,Centro-Norte
2535,Salto Veloso,H,2.0,1.0,Centro-Norte
2536,Salto Veloso,I,-1.0,5.0,Centro-Norte
2537,Salto Veloso,M,,-1.0,Centro-Norte
2538,Salto Veloso,N,-1.0,1.0,Centro-Norte
2539,Salto Veloso,Q,,1.0,Centro-Norte
2540,Salto Veloso,S,,-1.0,Centro-Norte
2541,Sangão,C,-8.0,68.0,Litoral Sul
2542,Sangão,E,,1.0,Litoral Sul
2543,Sangão,F,-1.0,7.0,Litoral Sul
2544,Sangão,G,7.0,10.0,Litoral Sul
2545,Sangão,H,1.0,10.0,Litoral Sul
2546,Sangão,I,4.0,-1.0,Litoral Sul
2547,Sangão,N,-4.0,-2.0,Litoral Sul
2548,Sangão,P,1.0,-1.0,Litoral Sul
2549,Santa Cecília,A,-23.0,-3.0,Centro-Norte
2550,Santa Cecília,C,-36.0,-5.0,Centro-Norte
2551,Santa Cecília,E,-1.0,,Centro-Norte
2552,Santa Cecília,F,-2.0,-2.0,Centro-Norte
2553,Santa Cecília,G,-2.0,12.0,Centro-Norte
2554,Santa Cecília,H,1.0,0.0,Centro-Norte
2555,Santa Cecília,I,0.0,0.0,Centro-Norte
2556,Santa Cecília,J,,-2.0,Centro-Norte
2557,Santa Cecília,K,1.0,,Centro-Norte
2558,Santa Cecília,M,-2.0,4.0,Centro-Norte
2559,Santa Cecília,N,-4.0,-2.0,Centro-Norte
2560,Santa Cecília,P,,1.0,Centro-Norte
2561,Santa Cecília,Q,-2.0,-2.0,Centro-Norte
2562,Santa Cecília,R,,1.0,Centro-Norte
2563,Santa Cecília,S,,0.0,Centro-Norte
2564,Santa Helena,C,-9.0,2.0,Extremo Oeste
2565,Santa Helena,G,3.0,1.0,Extremo Oeste
2566,Santa Helena,H,,-1.0,Extremo Oeste
2567,Santa Helena,I,,-1.0,Extremo Oeste
2568,Santa Helena,J,,1.0,Extremo Oeste
2569,Santa Helena,M,,-7.0,Extremo Oeste
2570,Santa Rosa de Lima,C,2.0,3.0,Litoral Sul
2571,Santa Rosa de Lima,G,,-1.0,Litoral Sul
2572,Santa Rosa de Lima,H,,-1.0,Litoral Sul
2573,Santa Rosa de Lima,K,-1.0,,Litoral Sul
2574,Santa Rosa de Lima,M,-1.0,1.0,Litoral Sul
2575,Santa Rosa de Lima,S,,-1.0,Litoral Sul
2576,Santa Rosa do Sul,C,0.0,1.0,Sul
2577,Santa Rosa do Sul,F,-3.0,-3.0,Sul
2578,Santa Rosa do Sul,G,5.0,2.0,Sul
2579,Santa Rosa do Sul,H,0.0,11.0,Sul
2580,Santa Rosa do Sul,I,0.0,-1.0,Sul
2581,Santa Rosa do Sul,K,1.0,,Sul
2582,Santa Rosa do Sul,M,-1.0,-1.0,Sul
2583,Santa Rosa do Sul,N,-1.0,2.0,Sul
2584,Santa Rosa do Sul,Q,,1.0,Sul
2585,Santa Rosa do Sul,S,,3.0,Sul
2586,Santa Terezinha,C,-8.0,3.0,Alto Vale do Itajaí
2587,Santa Terezinha,F,,0.0,Alto Vale do Itajaí
2588,Santa Terezinha,G,9.0,11.0,Alto Vale do Itajaí
2589,Santa Terezinha,H,0.0,-1.0,Alto Vale do Itajaí
2590,Santa Terezinha,I,2.0,1.0,Alto Vale do Itajaí
2591,Santa Terezinha,J,,-1.0,Alto Vale do Itajaí
2592,Santa Terezinha,K,1.0,-1.0,Alto Vale do Itajaí
2593,Santa Terezinha,M,1.0,,Alto Vale do Itajaí
2594,Santa Terezinha,N,,2.0,Alto Vale do Itajaí
2595,Santa Terezinha,Q,,0.0,Alto Vale do Itajaí
2596,Santa Terezinha,S,1.0,1.0,Alto Vale do Itajaí
2597,Santa Terezinha do Progresso,A,-1.0,,Oeste
2598,Santa Terezinha do Progresso,C,2.0,2.0,Oeste
2599,Santa Terezinha do Progresso,D,1.0,,Oeste
2600,Santa Terezinha do Progresso,F,,3.0,Oeste
2601,Santa Terezinha do Progresso,K,,-1.0,Oeste
2602,Santiago do Sul,C,6.0,1.0,Oeste
2603,Santiago do Sul,F,,1.0,Oeste
2604,Santiago do Sul,G,2.0,1.0,Oeste
2605,Santiago do Sul,H,-2.0,1.0,Oeste
2606,Santiago do Sul,K,-1.0,,Oeste
2607,Santo Amaro da Imperatriz,A,1.0,,Sudeste
2608,Santo Amaro da Imperatriz,C,19.0,31.0,Sudeste
2609,Santo Amaro da Imperatriz,F,-18.0,3.0,Sudeste
2610,Santo Amaro da Imperatriz,G,9.0,1.0,Sudeste
2611,Santo Amaro da Imperatriz,H,3.0,-6.0,Sudeste
2612,Santo Amaro da Imperatriz,I,1.0,22.0,Sudeste
2613,Santo Amaro da Imperatriz,J,,3.0,Sudeste
2614,Santo Amaro da Imperatriz,K,,1.0,Sudeste
2615,Santo Amaro da Imperatriz,M,1.0,1.0,Sudeste
2616,Santo Amaro da Imperatriz,N,-1.0,-19.0,Sudeste
2617,Santo Amaro da Imperatriz,O,-108.0,138.0,Sudeste
2618,Santo Amaro da Imperatriz,P,1.0,4.0,Sudeste
2619,Santo Amaro da Imperatriz,Q,-2.0,2.0,Sudeste
2620,Santo Amaro da Imperatriz,R,-1.0,4.0,Sudeste
2621,Santo Amaro da Imperatriz,S,0.0,0.0,Sudeste
2622,São Bento do Sul,A,-1.0,0.0,Planalto Norte
2623,São Bento do Sul,C,-448.0,355.0,Planalto Norte
2624,São Bento do Sul,D,,2.0,Planalto Norte
2625,São Bento do Sul,E,-2.0,-1.0,Planalto Norte
2626,São Bento do Sul,F,-16.0,20.0,Planalto Norte
2627,São Bento do Sul,G,1.0,41.0,Planalto Norte
2628,São Bento do Sul,H,-7.0,13.0,Planalto Norte
2629,São Bento do Sul,I,1.0,6.0,Planalto Norte
2630,São Bento do Sul,J,0.0,8.0,Planalto Norte
2631,São Bento do Sul,K,8.0,-4.0,Planalto Norte
2632,São Bento do Sul,L,-2.0,1.0,Planalto Norte
2633,São Bento do Sul,M,-5.0,-51.0,Planalto Norte
2634,São Bento do Sul,N,4.0,6.0,Planalto Norte
2635,São Bento do Sul,O,-3.0,-27.0,Planalto Norte
2636,São Bento do Sul,P,-14.0,-6.0,Planalto Norte
2637,São Bento do Sul,Q,11.0,24.0,Planalto Norte
2638,São Bento do Sul,R,,1.0,Planalto Norte
2639,São Bento do Sul,S,-15.0,10.0,Planalto Norte
2640,São Bernardino,C,-3.0,-5.0,Oeste
2641,São Bernardino,G,0.0,,Oeste
2642,São Bernardino,H,,1.0,Oeste
2643,São Bonifácio,C,-4.0,-3.0,Sudeste
2644,São Bonifácio,G,0.0,2.0,Sudeste
2645,São Bonifácio,I,-1.0,,Sudeste
2646,São Bonifácio,J,,1.0,Sudeste
2647,São Bonifácio,S,1.0,1.0,Sudeste
2648,São Carlos,A,0.0,,Oeste
2649,São Carlos,C,-6.0,12.0,Oeste
2650,São Carlos,F,-12.0,-9.0,Oeste
2651,São Carlos,G,4.0,-5.0,Oeste
2652,São Carlos,H,-1.0,-1.0,Oeste
2653,São Carlos,I,-1.0,,Oeste
2654,São Carlos,J,-1.0,,Oeste
2655,São Carlos,P,-2.0,-1.0,Oeste
2656,São Carlos,Q,-1.0,15.0,Oeste
2657,São Carlos,R,1.0,,Oeste
2658,São Carlos,S,-1.0,2.0,Oeste
2659,São Cristovão do Sul,A,-3.0,-2.0,Centro-Norte
2660,São Cristovão do Sul,B,0.0,-2.0,Centro-Norte
2661,São Cristovão do Sul,C,-25.0,16.0,Centro-Norte
2662,São Cristovão do Sul,F,-1.0,3.0,Centro-Norte
2663,São Cristovão do Sul,G,0.0,-2.0,Centro-Norte
2664,São Cristovão do Sul,H,-2.0,-1.0,Centro-Norte
2665,São Cristovão do Sul,I,0.0,3.0,Centro-Norte
2666,São Cristovão do Sul,N,-1.0,,Centro-Norte
2667,São Domingos,A,1.0,,Oeste
2668,São Domingos,C,-3.0,2.0,Oeste
2669,São Domingos,F,-1.0,-1.0,Oeste
2670,São Domingos,G,3.0,2.0,Oeste
2671,São Domingos,H,-7.0,9.0,Oeste
2672,São Domingos,I,1.0,,Oeste
2673,São Domingos,J,-1.0,,Oeste
2674,São Domingos,K,,1.0,Oeste
2675,São Domingos,M,-1.0,-1.0,Oeste
2676,São Domingos,N,1.0,0.0,Oeste
2677,São Domingos,O,-1.0,-1.0,Oeste
2678,São Francisco do Sul,B,0.0,,Norte-Nordeste
2679,São Francisco do Sul,C,-23.0,-5.0,Norte-Nordeste
2680,São Francisco do Sul,E,1.0,1.0,Norte-Nordeste
2681,São Francisco do Sul,F,-4.0,16.0,Norte-Nordeste
2682,São Francisco do Sul,G,113.0,-14.0,Norte-Nordeste
2683,São Francisco do Sul,H,16.0,70.0,Norte-Nordeste
2684,São Francisco do Sul,I,38.0,-17.0,Norte-Nordeste
2685,São Francisco do Sul,J,,2.0,Norte-Nordeste
2686,São Francisco do Sul,K,1.0,-2.0,Norte-Nordeste
2687,São Francisco do Sul,L,1.0,2.0,Norte-Nordeste
2688,São Francisco do Sul,M,-1.0,1.0,Norte-Nordeste
2689,São Francisco do Sul,N,-3.0,-1.0,Norte-Nordeste
2690,São Francisco do Sul,O,,0.0,Norte-Nordeste
2691,São Francisco do Sul,P,-17.0,11.0,Norte-Nordeste
2692,São Francisco do Sul,Q,7.0,-5.0,Norte-Nordeste
2693,São Francisco do Sul,R,-1.0,2.0,Norte-Nordeste
2694,São Francisco do Sul,S,1.0,14.0,Norte-Nordeste
2695,São João Batista,B,-1.0,,Sudeste
2696,São João Batista,C,-411.0,324.0,Sudeste
2697,São João Batista,E,,3.0,Sudeste
2698,São João Batista,F,-7.0,6.0,Sudeste
2699,São João Batista,G,-3.0,14.0,Sudeste
2700,São João Batista,H,2.0,-2.0,Sudeste
2701,São João Batista,I,4.0,4.0,Sudeste
2702,São João Batista,J,-1.0,3.0,Sudeste
2703,São João Batista,K,-1.0,,Sudeste
2704,São João Batista,L,,1.0,Sudeste
2705,São João Batista,M,-1.0,1.0,Sudeste
2706,São João Batista,N,0.0,7.0,Sudeste
2707,São João Batista,P,-1.0,-3.0,Sudeste
2708,São João Batista,Q,1.0,2.0,Sudeste
2709,São João Batista,R,20.0,-15.0,Sudeste
2710,São João Batista,S,-2.0,3.0,Sudeste
2711,São João do Itaperiú,A,,-1.0,Vale do Itapocu
2712,São João do Itaperiú,B,2.0,0.0,Vale do Itapocu
2713,São João do Itaperiú,C,-4.0,4.0,Vale do Itapocu
2714,São João do Itaperiú,E,,-1.0,Vale do Itapocu
2715,São João do Itaperiú,F,2.0,1.0,Vale do Itapocu
2716,São João do Itaperiú,G,1.0,-1.0,Vale do Itapocu
2717,São João do Itaperiú,H,7.0,12.0,Vale do Itapocu
2718,São João do Itaperiú,I,,-1.0,Vale do Itapocu
2719,São João do Itaperiú,K,-1.0,,Vale do Itapocu
2720,São João do Itaperiú,R,1.0,,Vale do Itapocu
2721,São João do Oeste,A,,2.0,Extremo Oeste
2722,São João do Oeste,C,6.0,19.0,Extremo Oeste
2723,São João do Oeste,F,-3.0,-1.0,Extremo Oeste
2724,São João do Oeste,G,9.0,4.0,Extremo Oeste
2725,São João do Oeste,H,-5.0,7.0,Extremo Oeste
2726,São João do Oeste,I,-1.0,3.0,Extremo Oeste
2727,São João do Oeste,K,1.0,,Extremo Oeste
2728,São João do Oeste,N,1.0,-1.0,Extremo Oeste
2729,São João do Oeste,Q,1.0,-1.0,Extremo Oeste
2730,São João do Oeste,R,,-1.0,Extremo Oeste
2731,São João do Oeste,S,,1.0,Extremo Oeste
2732,São João do Sul,C,-4.0,20.0,Sul
2733,São João do Sul,F,,0.0,Sul
2734,São João do Sul,G,4.0,31.0,Sul
2735,São João do Sul,I,0.0,4.0,Sul
2736,São João do Sul,J,,1.0,Sul
2737,São João do Sul,M,3.0,0.0,Sul
2738,São João do Sul,N,,1.0,Sul
2739,São João do Sul,S,-1.0,0.0,Sul
2740,São Joaquim,A,-17.0,257.0,Serra Catarinense
2741,São Joaquim,C,2.0,0.0,Serra Catarinense
2742,São Joaquim,F,2.0,6.0,Serra Catarinense
2743,São Joaquim,G,6.0,64.0,Serra Catarinense
2744,São Joaquim,H,-1.0,-3.0,Serra Catarinense
2745,São Joaquim,I,-4.0,10.0,Serra Catarinense
2746,São Joaquim,J,1.0,-1.0,Serra Catarinense
2747,São Joaquim,K,,-1.0,Serra Catarinense
2748,São Joaquim,L,-1.0,2.0,Serra Catarinense
2749,São Joaquim,M,2.0,1.0,Serra Catarinense
2750,São Joaquim,N,0.0,,Serra Catarinense
2751,São Joaquim,P,-5.0,6.0,Serra Catarinense
2752,São Joaquim,Q,1.0,9.0,Serra Catarinense
2753,São Joaquim,R,,2.0,Serra Catarinense
2754,São Joaquim,S,-2.0,-2.0,Serra Catarinense
2755,São José,B,-1.0,0.0,Sudeste
2756,São José,C,-42.0,148.0,Sudeste
2757,São José,D,-4.0,10.0,Sudeste
2758,São José,E,3.0,11.0,Sudeste
2759,São José,F,-196.0,34.0,Sudeste
2760,São José,G,214.0,162.0,Sudeste
2761,São José,H,6.0,37.0,Sudeste
2762,São José,I,29.0,134.0,Sudeste
2763,São José,J,20.0,252.0,Sudeste
2764,São José,K,17.0,1.0,Sudeste
2765,São José,L,0.0,9.0,Sudeste
2766,São José,M,-26.0,208.0,Sudeste
2767,São José,N,623.0,257.0,Sudeste
2768,São José,P,-74.0,160.0,Sudeste
2769,São José,Q,20.0,41.0,Sudeste
2770,São José,R,11.0,-12.0,Sudeste
2771,São José,S,-4.0,11.0,Sudeste
2772,São José do Cedro,A,1.0,,Extremo Oeste
2773,São José do Cedro,C,-6.0,29.0,Extremo Oeste
2774,São José do Cedro,F,-3.0,-1.0,Extremo Oeste
2775,São José do Cedro,G,0.0,0.0,Extremo Oeste
2776,São José do Cedro,H,-2.0,4.0,Extremo Oeste
2777,São José do Cedro,I,-2.0,4.0,Extremo Oeste
2778,São José do Cedro,J,,1.0,Extremo Oeste
2779,São José do Cedro,K,1.0,0.0,Extremo Oeste
2780,São José do Cedro,M,0.0,5.0,Extremo Oeste
2781,São José do Cedro,N,0.0,0.0,Extremo Oeste
2782,São José do Cedro,P,-3.0,1.0,Extremo Oeste
2783,São José do Cedro,Q,0.0,-1.0,Extremo Oeste
2784,São José do Cedro,S,-2.0,3.0,Extremo Oeste
2785,São José do Cerrito,A,-2.0,-2.0,Serra Catarinense
2786,São José do Cerrito,C,-4.0,5.0,Serra Catarinense
2787,São José do Cerrito,F,,2.0,Serra Catarinense
2788,São José do Cerrito,G,-2.0,1.0,Serra Catarinense
2789,São José do Cerrito,H,-1.0,-3.0,Serra Catarinense
2790,São José do Cerrito,K,2.0,1.0,Serra Catarinense
2791,São José do Cerrito,M,-1.0,1.0,Serra Catarinense
2792,São Lourenço do Oeste,A,3.0,2.0,Oeste
2793,São Lourenço do Oeste,B,,1.0,Oeste
2794,São Lourenço do Oeste,C,-196.0,157.0,Oeste
2795,São Lourenço do Oeste,E,-1.0,1.0,Oeste
2796,São Lourenço do Oeste,F,2.0,7.0,Oeste
2797,São Lourenço do Oeste,G,23.0,30.0,Oeste
2798,São Lourenço do Oeste,H,-3.0,8.0,Oeste
2799,São Lourenço do Oeste,I,-1.0,-1.0,Oeste
2800,São Lourenço do Oeste,J,3.0,1.0,Oeste
2801,São Lourenço do Oeste,K,-2.0,-1.0,Oeste
2802,São Lourenço do Oeste,L,-2.0,1.0,Oeste
2803,São Lourenço do Oeste,M,-8.0,11.0,Oeste
2804,São Lourenço do Oeste,N,2.0,2.0,Oeste
2805,São Lourenço do Oeste,P,-1.0,8.0,Oeste
2806,São Lourenço do Oeste,Q,3.0,1.0,Oeste
2807,São Lourenço do Oeste,R,-1.0,-2.0,Oeste
2808,São Lourenço do Oeste,S,1.0,-1.0,Oeste
2809,São Ludgero,A,-2.0,-1.0,Litoral Sul
2810,São Ludgero,C,-62.0,51.0,Litoral Sul
2811,São Ludgero,D,,3.0,Litoral Sul
2812,São Ludgero,E,-10.0,8.0,Litoral Sul
2813,São Ludgero,F,2.0,6.0,Litoral Sul
2814,São Ludgero,G,3.0,21.0,Litoral Sul
2815,São Ludgero,H,6.0,1.0,Litoral Sul
2816,São Ludgero,I,0.0,2.0,Litoral Sul
2817,São Ludgero,J,-3.0,1.0,Litoral Sul
2818,São Ludgero,M,0.0,2.0,Litoral Sul
2819,São Ludgero,N,,2.0,Litoral Sul
2820,São Ludgero,P,1.0,6.0,Litoral Sul
2821,São Ludgero,Q,,-1.0,Litoral Sul
2822,São Ludgero,R,,1.0,Litoral Sul
2823,São Ludgero,S,-1.0,7.0,Litoral Sul
2824,São Martinho,C,-1.0,12.0,Litoral Sul
2825,São Martinho,G,-1.0,3.0,Litoral Sul
2826,São Martinho,H,2.0,,Litoral Sul
2827,São Martinho,I,2.0,-1.0,Litoral Sul
2828,São Martinho,N,,2.0,Litoral Sul
2829,São Martinho,S,,1.0,Litoral Sul
2830,São Miguel da Boa Vista,F,,3.0,Oeste
2831,São Miguel da Boa Vista,G,-1.0,1.0,Oeste
2832,São Miguel do Oeste,A,6.0,-1.0,Extremo Oeste
2833,São Miguel do Oeste,B,0.0,-4.0,Extremo Oeste
2834,São Miguel do Oeste,C,-40.0,25.0,Extremo Oeste
2835,São Miguel do Oeste,D,2.0,6.0,Extremo Oeste
2836,São Miguel do Oeste,F,-13.0,33.0,Extremo Oeste
2837,São Miguel do Oeste,G,-10.0,49.0,Extremo Oeste
2838,São Miguel do Oeste,H,8.0,18.0,Extremo Oeste
2839,São Miguel do Oeste,I,0.0,9.0,Extremo Oeste
2840,São Miguel do Oeste,J,3.0,-10.0,Extremo Oeste
2841,São Miguel do Oeste,K,10.0,7.0,Extremo Oeste
2842,São Miguel do Oeste,L,3.0,2.0,Extremo Oeste
2843,São Miguel do Oeste,M,-6.0,5.0,Extremo Oeste
2844,São Miguel do Oeste,N,7.0,5.0,Extremo Oeste
2845,São Miguel do Oeste,P,-21.0,17.0,Extremo Oeste
2846,São Miguel do Oeste,Q,7.0,4.0,Extremo Oeste
2847,São Miguel do Oeste,R,1.0,5.0,Extremo Oeste
2848,São Miguel do Oeste,S,5.0,2.0,Extremo Oeste
2849,São Pedro de Alcântara,A,-1.0,1.0,Sudeste
2850,São Pedro de Alcântara,C,-2.0,,Sudeste
2851,São Pedro de Alcântara,G,-2.0,10.0,Sudeste
2852,São Pedro de Alcântara,H,1.0,5.0,Sudeste
2853,São Pedro de Alcântara,I,,1.0,Sudeste
2854,São Pedro de Alcântara,O,-76.0,52.0,Sudeste
2855,São Pedro de Alcântara,P,3.0,1.0,Sudeste
2856,São Pedro de Alcântara,S,,2.0,Sudeste
2857,Saudades,A,-2.0,,Oeste
2858,Saudades,C,-27.0,-1.0,Oeste
2859,Saudades,D,0.0,27.0,Oeste
2860,Saudades,E,0.0,0.0,Oeste
2861,Saudades,F,0.0,,Oeste
2862,Saudades,G,-6.0,-8.0,Oeste
2863,Saudades,H,0.0,0.0,Oeste
2864,Saudades,I,1.0,0.0,Oeste
2865,Saudades,J,,-1.0,Oeste
2866,Saudades,K,,-1.0,Oeste
2867,Saudades,M,1.0,1.0,Oeste
2868,Saudades,Q,-1.0,2.0,Oeste
2869,Saudades,R,,1.0,Oeste
2870,Saudades,S,2.0,1.0,Oeste
2871,Schroeder,C,-70.0,82.0,Vale do Itapocu
2872,Schroeder,E,,1.0,Vale do Itapocu
2873,Schroeder,F,-3.0,4.0,Vale do Itapocu
2874,Schroeder,G,5.0,-6.0,Vale do Itapocu
2875,Schroeder,H,9.0,6.0,Vale do Itapocu
2876,Schroeder,I,-1.0,0.0,Vale do Itapocu
2877,Schroeder,M,-1.0,-2.0,Vale do Itapocu
2878,Schroeder,N,,0.0,Vale do Itapocu
2879,Schroeder,O,-84.0,52.0,Vale do Itapocu
2880,Schroeder,P,-2.0,4.0,Vale do Itapocu
2881,Schroeder,Q,1.0,1.0,Vale do Itapocu
2882,Schroeder,S,0.0,1.0,Vale do Itapocu
2883,Seara,A,18.0,-2.0,Alto Uruguai Catarinense
2884,Seara,B,,-1.0,Alto Uruguai Catarinense
2885,Seara,C,-34.0,90.0,Alto Uruguai Catarinense
2886,Seara,E,-2.0,2.0,Alto Uruguai Catarinense
2887,Seara,F,-2.0,-3.0,Alto Uruguai Catarinense
2888,Seara,G,-2.0,7.0,Alto Uruguai Catarinense
2889,Seara,H,8.0,14.0,Alto Uruguai Catarinense
2890,Seara,I,-3.0,2.0,Alto Uruguai Catarinense
2891,Seara,J,-1.0,0.0,Alto Uruguai Catarinense
2892,Seara,K,1.0,,Alto Uruguai Catarinense
2893,Seara,L,,1.0,Alto Uruguai Catarinense
2894,Seara,M,1.0,4.0,Alto Uruguai Catarinense
2895,Seara,N,-4.0,9.0,Alto Uruguai Catarinense
2896,Seara,P,,-2.0,Alto Uruguai Catarinense
2897,Seara,Q,-1.0,2.0,Alto Uruguai Catarinense
2898,Seara,R,,3.0,Alto Uruguai Catarinense
2899,Seara,S,2.0,1.0,Alto Uruguai Catarinense
2900,Serra Alta,C,-1.0,8.0,Oeste
2901,Serra Alta,F,-2.0,1.0,Oeste
2902,Serra Alta,G,-1.0,1.0,Oeste
2903,Serra Alta,H,0.0,1.0,Oeste
2904,Serra Alta,I,,1.0,Oeste
2905,Serra Alta,P,,1.0,Oeste
2906,Siderópolis,B,2.0,0.0,Sul
2907,Siderópolis,C,9.0,12.0,Sul
2908,Siderópolis,D,1.0,,Sul
2909,Siderópolis,F,-22.0,-85.0,Sul
2910,Siderópolis,G,-6.0,8.0,Sul
2911,Siderópolis,H,6.0,6.0,Sul
2912,Siderópolis,I,1.0,0.0,Sul
2913,Siderópolis,L,,1.0,Sul
2914,Siderópolis,M,-1.0,,Sul
2915,Siderópolis,N,,-1.0,Sul
2916,Siderópolis,O,,63.0,Sul
2917,Siderópolis,P,,1.0,Sul
2918,Siderópolis,Q,,1.0,Sul
2919,Siderópolis,S,-11.0,2.0,Sul
2920,Sombrio,B,-1.0,-1.0,Sul
2921,Sombrio,C,24.0,139.0,Sul
2922,Sombrio,E,16.0,0.0,Sul
2923,Sombrio,F,1.0,-4.0,Sul
2924,Sombrio,G,62.0,33.0,Sul
2925,Sombrio,H,-3.0,3.0,Sul
2926,Sombrio,I,2.0,14.0,Sul
2927,Sombrio,J,0.0,-4.0,Sul
2928,Sombrio,L,-1.0,1.0,Sul
2929,Sombrio,M,1.0,4.0,Sul
2930,Sombrio,N,11.0,-5.0,Sul
2931,Sombrio,P,-1.0,5.0,Sul
2932,Sombrio,Q,2.0,3.0,Sul
2933,Sombrio,S,3.0,12.0,Sul
