,Column1,Município,Setor,Porte,Empresas,Empregados,Unnamed: 5,Fonte dos dados: RAIS (2019),vice_presidencia
880,880,Criciúma,INDÚSTRIA,Média,34,9108,0,0,Sul
881,881,Criciúma,INDÚSTRIA,Pequena,135,4707,0,0,Sul
882,882,Criciúma,SERVIÇOS,Grande,27,14313,0,0,Sul
883,883,Criciúma,SERVIÇOS,Micro,2586,2065,0,0,Sul
884,884,Criciúma,SERVIÇOS,Média,25,1794,0,0,Sul
885,885,Criciúma,SERVIÇOS,Pequena,281,4418,0,0,Sul
886,886,Criciúma,TRANSPORTE,Grande,7,1433,0,0,Sul
887,887,Criciúma,TRANSPORTE,Micro,196,166,0,0,Sul
888,888,Criciúma,TRANSPORTE,Média,9,633,0,0,Sul
889,889,Criciúma,TRANSPORTE,Pequena,55,851,0,0,Sul
890,890,Cunha Porã,AGROPECUÁRIA,Micro,12,20,0,0,Oeste
891,891,Cunha Porã,AGROPECUÁRIA,Pequena,2,34,0,0,Oeste
892,892,Cunha Porã,COMÉRCIO,Micro,126,260,0,0,Oeste
893,893,Cunha Porã,COMÉRCIO,Média,1,98,0,0,Oeste
894,894,Cunha Porã,COMÉRCIO,Pequena,14,291,0,0,Oeste
895,895,Cunha Porã,INDÚSTRIA,Micro,73,329,0,0,Oeste
896,896,Cunha Porã,INDÚSTRIA,Média,2,401,0,0,Oeste
897,897,Cunha Porã,INDÚSTRIA,Pequena,7,285,0,0,Oeste
898,898,Cunha Porã,SERVIÇOS,Grande,2,376,0,0,Oeste
899,899,Cunha Porã,SERVIÇOS,Micro,98,220,0,0,Oeste
900,900,Cunha Porã,SERVIÇOS,Pequena,3,52,0,0,Oeste
901,901,Cunha Porã,TRANSPORTE,Grande,1,140,0,0,Oeste
902,902,Cunha Porã,TRANSPORTE,Micro,49,38,0,0,Oeste
903,903,Cunha Porã,TRANSPORTE,Pequena,4,54,0,0,Oeste
904,904,Cunhataí,AGROPECUÁRIA,Micro,4,13,0,0,Oeste
905,905,Cunhataí,COMÉRCIO,Micro,21,55,0,0,Oeste
906,906,Cunhataí,COMÉRCIO,Pequena,2,25,0,0,Oeste
907,907,Cunhataí,INDÚSTRIA,Micro,9,26,0,0,Oeste
908,908,Cunhataí,INDÚSTRIA,Pequena,2,59,0,0,Oeste
909,909,Cunhataí,SERVIÇOS,Grande,1,111,0,0,Oeste
910,910,Cunhataí,SERVIÇOS,Micro,8,18,0,0,Oeste
911,911,Cunhataí,TRANSPORTE,Micro,3,12,0,0,Oeste
912,912,Curitibanos,AGROPECUÁRIA,Grande,1,136,0,0,Centro-Norte
913,913,Curitibanos,AGROPECUÁRIA,Micro,120,153,0,0,Centro-Norte
914,914,Curitibanos,AGROPECUÁRIA,Pequena,12,222,0,0,Centro-Norte
915,915,Curitibanos,COMÉRCIO,Grande,1,177,0,0,Centro-Norte
916,916,Curitibanos,COMÉRCIO,Micro,391,612,0,0,Centro-Norte
917,917,Curitibanos,COMÉRCIO,Média,5,421,0,0,Centro-Norte
918,918,Curitibanos,COMÉRCIO,Pequena,59,937,0,0,Centro-Norte
919,919,Curitibanos,INDÚSTRIA,Grande,1,766,0,0,Centro-Norte
920,920,Curitibanos,INDÚSTRIA,Micro,181,758,0,0,Centro-Norte
921,921,Curitibanos,INDÚSTRIA,Média,1,251,0,0,Centro-Norte
922,922,Curitibanos,INDÚSTRIA,Pequena,24,1183,0,0,Centro-Norte
923,923,Curitibanos,SERVIÇOS,Grande,2,1252,0,0,Centro-Norte
924,924,Curitibanos,SERVIÇOS,Micro,324,526,0,0,Centro-Norte
925,925,Curitibanos,SERVIÇOS,Média,4,357,0,0,Centro-Norte
926,926,Curitibanos,SERVIÇOS,Pequena,30,597,0,0,Centro-Norte
927,927,Curitibanos,TRANSPORTE,Micro,79,81,0,0,Centro-Norte
928,928,Curitibanos,TRANSPORTE,Pequena,10,237,0,0,Centro-Norte
929,929,Descanso,AGROPECUÁRIA,Micro,18,47,0,0,Extremo Oeste
930,930,Descanso,AGROPECUÁRIA,Pequena,1,14,0,0,Extremo Oeste
931,931,Descanso,COMÉRCIO,Micro,95,164,0,0,Extremo Oeste
932,932,Descanso,COMÉRCIO,Média,1,62,0,0,Extremo Oeste
933,933,Descanso,COMÉRCIO,Pequena,5,96,0,0,Extremo Oeste
934,934,Descanso,INDÚSTRIA,Micro,56,163,0,0,Extremo Oeste
935,935,Descanso,INDÚSTRIA,Pequena,2,77,0,0,Extremo Oeste
936,936,Descanso,SERVIÇOS,Grande,1,209,0,0,Extremo Oeste
937,937,Descanso,SERVIÇOS,Micro,53,119,0,0,Extremo Oeste
938,938,Descanso,SERVIÇOS,Pequena,2,39,0,0,Extremo Oeste
939,939,Descanso,TRANSPORTE,Micro,45,38,0,0,Extremo Oeste
940,940,Descanso,TRANSPORTE,Pequena,3,48,0,0,Extremo Oeste
941,941,Dionísio Cerqueira,AGROPECUÁRIA,Micro,18,20,0,0,Extremo Oeste
942,942,Dionísio Cerqueira,AGROPECUÁRIA,Pequena,2,24,0,0,Extremo Oeste
943,943,Dionísio Cerqueira,COMÉRCIO,Micro,206,346,0,0,Extremo Oeste
944,944,Dionísio Cerqueira,COMÉRCIO,Média,1,66,0,0,Extremo Oeste
945,945,Dionísio Cerqueira,COMÉRCIO,Pequena,9,152,0,0,Extremo Oeste
946,946,Dionísio Cerqueira,INDÚSTRIA,Micro,46,172,0,0,Extremo Oeste
947,947,Dionísio Cerqueira,INDÚSTRIA,Pequena,1,20,0,0,Extremo Oeste
948,948,Dionísio Cerqueira,SERVIÇOS,Grande,1,564,0,0,Extremo Oeste
949,949,Dionísio Cerqueira,SERVIÇOS,Micro,121,219,0,0,Extremo Oeste
950,950,Dionísio Cerqueira,SERVIÇOS,Média,1,58,0,0,Extremo Oeste
951,951,Dionísio Cerqueira,SERVIÇOS,Pequena,9,144,0,0,Extremo Oeste
952,952,Dionísio Cerqueira,TRANSPORTE,Micro,35,44,0,0,Extremo Oeste
953,953,Dionísio Cerqueira,TRANSPORTE,Pequena,6,140,0,0,Extremo Oeste
954,954,Dona Emma,AGROPECUÁRIA,Micro,11,18,0,0,Alto Vale do Itajaí
955,955,Dona Emma,COMÉRCIO,Micro,28,57,0,0,Alto Vale do Itajaí
956,956,Dona Emma,COMÉRCIO,Pequena,2,29,0,0,Alto Vale do Itajaí
957,957,Dona Emma,INDÚSTRIA,Micro,53,288,0,0,Alto Vale do Itajaí
958,958,Dona Emma,INDÚSTRIA,Pequena,11,434,0,0,Alto Vale do Itajaí
959,959,Dona Emma,SERVIÇOS,Grande,1,143,0,0,Alto Vale do Itajaí
960,960,Dona Emma,SERVIÇOS,Micro,18,40,0,0,Alto Vale do Itajaí
961,961,Dona Emma,SERVIÇOS,Pequena,4,86,0,0,Alto Vale do Itajaí
962,962,Dona Emma,TRANSPORTE,Micro,4,9,0,0,Alto Vale do Itajaí
963,963,Dona Emma,TRANSPORTE,Pequena,1,11,0,0,Alto Vale do Itajaí
964,964,Doutor Pedrinho,AGROPECUÁRIA,Micro,8,9,0,0,Vale do Itajaí
965,965,Doutor Pedrinho,COMÉRCIO,Micro,23,57,0,0,Vale do Itajaí
966,966,Doutor Pedrinho,COMÉRCIO,Pequena,1,13,0,0,Vale do Itajaí
967,967,Doutor Pedrinho,INDÚSTRIA,Micro,70,403,0,0,Vale do Itajaí
968,968,Doutor Pedrinho,INDÚSTRIA,Média,1,147,0,0,Vale do Itajaí
969,969,Doutor Pedrinho,INDÚSTRIA,Pequena,8,114,0,0,Vale do Itajaí
970,970,Doutor Pedrinho,SERVIÇOS,Micro,18,27,0,0,Vale do Itajaí
971,971,Doutor Pedrinho,SERVIÇOS,Média,1,93,0,0,Vale do Itajaí
972,972,Doutor Pedrinho,SERVIÇOS,Pequena,1,32,0,0,Vale do Itajaí
973,973,Doutor Pedrinho,TRANSPORTE,Micro,3,4,0,0,Vale do Itajaí
974,974,Entre Rios,AGROPECUÁRIA,Micro,7,9,0,0,Oeste
975,975,Entre Rios,COMÉRCIO,Micro,10,18,0,0,Oeste
976,976,Entre Rios,COMÉRCIO,Pequena,1,15,0,0,Oeste
977,977,Entre Rios,INDÚSTRIA,Micro,6,13,0,0,Oeste
978,978,Entre Rios,SERVIÇOS,Grande,1,235,0,0,Oeste
979,979,Entre Rios,SERVIÇOS,Micro,12,17,0,0,Oeste
980,980,Entre Rios,TRANSPORTE,Micro,2,3,0,0,Oeste
981,981,Ermo,AGROPECUÁRIA,Micro,3,8,0,0,Sul
982,982,Ermo,AGROPECUÁRIA,Pequena,2,29,0,0,Sul
983,983,Ermo,COMÉRCIO,Micro,17,28,0,0,Sul
984,984,Ermo,COMÉRCIO,Pequena,1,15,0,0,Sul
985,985,Ermo,INDÚSTRIA,Micro,9,62,0,0,Sul
986,986,Ermo,INDÚSTRIA,Média,1,446,0,0,Sul
987,987,Ermo,INDÚSTRIA,Pequena,1,21,0,0,Sul
988,988,Ermo,SERVIÇOS,Grande,1,148,0,0,Sul
989,989,Ermo,SERVIÇOS,Micro,8,10,0,0,Sul
990,990,Ermo,TRANSPORTE,Micro,2,11,0,0,Sul
991,991,Ermo,TRANSPORTE,Média,1,82,0,0,Sul
992,992,Erval Velho,AGROPECUÁRIA,Micro,21,21,0,0,Centro-Oeste
993,993,Erval Velho,AGROPECUÁRIA,Média,1,59,0,0,Centro-Oeste
994,994,Erval Velho,COMÉRCIO,Micro,56,87,0,0,Centro-Oeste
995,995,Erval Velho,COMÉRCIO,Pequena,3,83,0,0,Centro-Oeste
996,996,Erval Velho,INDÚSTRIA,Micro,31,115,0,0,Centro-Oeste
997,997,Erval Velho,INDÚSTRIA,Pequena,3,118,0,0,Centro-Oeste
998,998,Erval Velho,SERVIÇOS,Grande,1,182,0,0,Centro-Oeste
999,999,Erval Velho,SERVIÇOS,Micro,35,73,0,0,Centro-Oeste
1000,1000,Erval Velho,SERVIÇOS,Pequena,2,48,0,0,Centro-Oeste
1001,1001,Erval Velho,TRANSPORTE,Micro,19,19,0,0,Centro-Oeste
1002,1002,Erval Velho,TRANSPORTE,Pequena,2,24,0,0,Centro-Oeste
1003,1003,Faxinal dos Guedes,AGROPECUÁRIA,Grande,1,783,0,0,Oeste
1004,1004,Faxinal dos Guedes,AGROPECUÁRIA,Micro,65,100,0,0,Oeste
1005,1005,Faxinal dos Guedes,AGROPECUÁRIA,Pequena,15,246,0,0,Oeste
1006,1006,Faxinal dos Guedes,COMÉRCIO,Micro,108,241,0,0,Oeste
1007,1007,Faxinal dos Guedes,COMÉRCIO,Pequena,7,127,0,0,Oeste
1008,1008,Faxinal dos Guedes,INDÚSTRIA,Grande,1,842,0,0,Oeste
1009,1009,Faxinal dos Guedes,INDÚSTRIA,Micro,62,240,0,0,Oeste
1010,1010,Faxinal dos Guedes,INDÚSTRIA,Pequena,3,107,0,0,Oeste
1011,1011,Faxinal dos Guedes,SERVIÇOS,Grande,1,413,0,0,Oeste
1012,1012,Faxinal dos Guedes,SERVIÇOS,Micro,72,130,0,0,Oeste
1013,1013,Faxinal dos Guedes,SERVIÇOS,Pequena,3,37,0,0,Oeste
1014,1014,Faxinal dos Guedes,TRANSPORTE,Micro,33,39,0,0,Oeste
1015,1015,Faxinal dos Guedes,TRANSPORTE,Média,2,142,0,0,Oeste
1016,1016,Faxinal dos Guedes,TRANSPORTE,Pequena,4,101,0,0,Oeste
1017,1017,Flor do Sertão,AGROPECUÁRIA,Pequena,2,25,0,0,Oeste
1018,1018,Flor do Sertão,COMÉRCIO,Micro,14,23,0,0,Oeste
1019,1019,Flor do Sertão,COMÉRCIO,Pequena,1,12,0,0,Oeste
1020,1020,Flor do Sertão,INDÚSTRIA,Micro,4,22,0,0,Oeste
1021,1021,Flor do Sertão,INDÚSTRIA,Pequena,3,120,0,0,Oeste
1022,1022,Flor do Sertão,SERVIÇOS,Grande,1,128,0,0,Oeste
1023,1023,Flor do Sertão,SERVIÇOS,Micro,3,5,0,0,Oeste
1024,1024,Flor do Sertão,TRANSPORTE,Micro,4,4,0,0,Oeste
1025,1025,Florianópolis,AGROPECUÁRIA,Micro,40,77,0,0,Sudeste
1026,1026,Florianópolis,AGROPECUÁRIA,Pequena,10,174,0,0,Sudeste
1027,1027,Florianópolis,COMÉRCIO,Grande,26,5894,0,0,Sudeste
1028,1028,Florianópolis,COMÉRCIO,Micro,4524,2412,0,0,Sudeste
1029,1029,Florianópolis,COMÉRCIO,Média,46,3577,0,0,Sudeste
1030,1030,Florianópolis,COMÉRCIO,Pequena,747,9564,0,0,Sudeste
1031,1031,Florianópolis,INDÚSTRIA,Grande,3,2942,0,0,Sudeste
1032,1032,Florianópolis,INDÚSTRIA,Micro,1518,2687,0,0,Sudeste
1033,1033,Florianópolis,INDÚSTRIA,Média,22,4938,0,0,Sudeste
1034,1034,Florianópolis,INDÚSTRIA,Pequena,90,3394,0,0,Sudeste
1035,1035,Florianópolis,SERVIÇOS,Grande,179,163825,0,0,Sudeste
1036,1036,Florianópolis,SERVIÇOS,Micro,9068,3730,0,0,Sudeste
1037,1037,Florianópolis,SERVIÇOS,Média,152,10941,0,0,Sudeste
1038,1038,Florianópolis,SERVIÇOS,Pequena,1578,19006,0,0,Sudeste
1039,1039,Florianópolis,TRANSPORTE,Grande,12,5170,0,0,Sudeste
1040,1040,Florianópolis,TRANSPORTE,Micro,321,323,0,0,Sudeste
1041,1041,Florianópolis,TRANSPORTE,Média,8,544,0,0,Sudeste
1042,1042,Florianópolis,TRANSPORTE,Pequena,51,1136,0,0,Sudeste
1043,1043,Formosa do Sul,AGROPECUÁRIA,Micro,4,6,0,0,Oeste
1044,1044,Formosa do Sul,COMÉRCIO,Micro,18,21,0,0,Oeste
1045,1045,Formosa do Sul,COMÉRCIO,Pequena,1,23,0,0,Oeste
1046,1046,Formosa do Sul,INDÚSTRIA,Micro,9,28,0,0,Oeste
1047,1047,Formosa do Sul,SERVIÇOS,Grande,1,130,0,0,Oeste
1048,1048,Formosa do Sul,SERVIÇOS,Micro,16,38,0,0,Oeste
1049,1049,Formosa do Sul,TRANSPORTE,Micro,20,18,0,0,Oeste
1050,1050,Forquilhinha,AGROPECUÁRIA,Micro,16,36,0,0,Sul
1051,1051,Forquilhinha,AGROPECUÁRIA,Pequena,1,13,0,0,Sul
1052,1052,Forquilhinha,COMÉRCIO,Grande,1,248,0,0,Sul
1053,1053,Forquilhinha,COMÉRCIO,Micro,237,411,0,0,Sul
1054,1054,Forquilhinha,COMÉRCIO,Média,2,151,0,0,Sul
1055,1055,Forquilhinha,COMÉRCIO,Pequena,18,323,0,0,Sul
1056,1056,Forquilhinha,INDÚSTRIA,Grande,1,2294,0,0,Sul
1057,1057,Forquilhinha,INDÚSTRIA,Micro,193,708,0,0,Sul
1058,1058,Forquilhinha,INDÚSTRIA,Média,3,572,0,0,Sul
1059,1059,Forquilhinha,INDÚSTRIA,Pequena,24,1126,0,0,Sul
1060,1060,Forquilhinha,SERVIÇOS,Grande,1,886,0,0,Sul
1061,1061,Forquilhinha,SERVIÇOS,Micro,128,231,0,0,Sul
1062,1062,Forquilhinha,SERVIÇOS,Média,1,89,0,0,Sul
1063,1063,Forquilhinha,SERVIÇOS,Pequena,17,353,0,0,Sul
1064,1064,Forquilhinha,TRANSPORTE,Micro,36,54,0,0,Sul
1065,1065,Forquilhinha,TRANSPORTE,Pequena,5,134,0,0,Sul
1066,1066,Fraiburgo,AGROPECUÁRIA,Grande,3,930,0,0,Centro-Norte
1067,1067,Fraiburgo,AGROPECUÁRIA,Micro,101,135,0,0,Centro-Norte
1068,1068,Fraiburgo,AGROPECUÁRIA,Média,5,390,0,0,Centro-Norte
1069,1069,Fraiburgo,AGROPECUÁRIA,Pequena,16,527,0,0,Centro-Norte
1070,1070,Fraiburgo,COMÉRCIO,Grande,2,353,0,0,Centro-Norte
1071,1071,Fraiburgo,COMÉRCIO,Micro,334,594,0,0,Centro-Norte
1072,1072,Fraiburgo,COMÉRCIO,Média,1,56,0,0,Centro-Norte
1073,1073,Fraiburgo,COMÉRCIO,Pequena,31,441,0,0,Centro-Norte
1074,1074,Fraiburgo,INDÚSTRIA,Micro,137,473,0,0,Centro-Norte
1075,1075,Fraiburgo,INDÚSTRIA,Média,4,1043,0,0,Centro-Norte
1076,1076,Fraiburgo,INDÚSTRIA,Pequena,11,580,0,0,Centro-Norte
1077,1077,Fraiburgo,SERVIÇOS,Grande,1,1198,0,0,Centro-Norte
1078,1078,Fraiburgo,SERVIÇOS,Micro,250,415,0,0,Centro-Norte
1079,1079,Fraiburgo,SERVIÇOS,Média,2,131,0,0,Centro-Norte
1080,1080,Fraiburgo,SERVIÇOS,Pequena,38,638,0,0,Centro-Norte
1081,1081,Fraiburgo,TRANSPORTE,Micro,67,63,0,0,Centro-Norte
1082,1082,Fraiburgo,TRANSPORTE,Média,1,67,0,0,Centro-Norte
1083,1083,Fraiburgo,TRANSPORTE,Pequena,11,213,0,0,Centro-Norte
1084,1084,Frei Rogério,AGROPECUÁRIA,Micro,9,7,0,0,Centro-Norte
1085,1085,Frei Rogério,COMÉRCIO,Micro,15,31,0,0,Centro-Norte
1086,1086,Frei Rogério,COMÉRCIO,Pequena,1,10,0,0,Centro-Norte
1087,1087,Frei Rogério,INDÚSTRIA,Micro,1,4,0,0,Centro-Norte
1088,1088,Frei Rogério,INDÚSTRIA,Pequena,1,44,0,0,Centro-Norte
1089,1089,Frei Rogério,SERVIÇOS,Grande,1,175,0,0,Centro-Norte
1090,1090,Frei Rogério,SERVIÇOS,Micro,4,14,0,0,Centro-Norte
1091,1091,Frei Rogério,SERVIÇOS,Pequena,1,10,0,0,Centro-Norte
1092,1092,Frei Rogério,TRANSPORTE,Micro,4,5,0,0,Centro-Norte
1093,1093,Galvão,AGROPECUÁRIA,Micro,13,35,0,0,Oeste
1094,1094,Galvão,COMÉRCIO,Micro,28,50,0,0,Oeste
1095,1095,Galvão,COMÉRCIO,Pequena,1,14,0,0,Oeste
1096,1096,Galvão,INDÚSTRIA,Micro,10,30,0,0,Oeste
1097,1097,Galvão,INDÚSTRIA,Pequena,1,34,0,0,Oeste
1098,1098,Galvão,SERVIÇOS,Grande,1,165,0,0,Oeste
1099,1099,Galvão,SERVIÇOS,Micro,12,37,0,0,Oeste
1100,1100,Galvão,TRANSPORTE,Micro,7,11,0,0,Oeste
1101,1101,Garopaba,AGROPECUÁRIA,Micro,4,13,0,0,Sudeste
1102,1102,Garopaba,COMÉRCIO,Grande,1,203,0,0,Sudeste
1103,1103,Garopaba,COMÉRCIO,Micro,360,451,0,0,Sudeste
1104,1104,Garopaba,COMÉRCIO,Média,6,545,0,0,Sudeste
1105,1105,Garopaba,COMÉRCIO,Pequena,30,513,0,0,Sudeste
1106,1106,Garopaba,INDÚSTRIA,Micro,110,374,0,0,Sudeste
1107,1107,Garopaba,INDÚSTRIA,Média,3,538,0,0,Sudeste
1108,1108,Garopaba,INDÚSTRIA,Pequena,7,315,0,0,Sudeste
1109,1109,Garopaba,SERVIÇOS,Grande,1,821,0,0,Sudeste
1110,1110,Garopaba,SERVIÇOS,Micro,344,468,0,0,Sudeste
1111,1111,Garopaba,SERVIÇOS,Média,1,51,0,0,Sudeste
1112,1112,Garopaba,SERVIÇOS,Pequena,47,731,0,0,Sudeste
1113,1113,Garopaba,TRANSPORTE,Micro,14,31,0,0,Sudeste
1114,1114,Garopaba,TRANSPORTE,Pequena,2,25,0,0,Sudeste
1115,1115,Garuva,AGROPECUÁRIA,Micro,37,46,0,0,Norte-Nordeste
1116,1116,Garuva,AGROPECUÁRIA,Pequena,6,75,0,0,Norte-Nordeste
1117,1117,Garuva,COMÉRCIO,Micro,182,331,0,0,Norte-Nordeste
1118,1118,Garuva,COMÉRCIO,Pequena,16,306,0,0,Norte-Nordeste
1119,1119,Garuva,INDÚSTRIA,Micro,102,447,0,0,Norte-Nordeste
1120,1120,Garuva,INDÚSTRIA,Média,2,819,0,0,Norte-Nordeste
1121,1121,Garuva,INDÚSTRIA,Pequena,15,711,0,0,Norte-Nordeste
1122,1122,Garuva,SERVIÇOS,Grande,1,493,0,0,Norte-Nordeste
1123,1123,Garuva,SERVIÇOS,Micro,123,264,0,0,Norte-Nordeste
1124,1124,Garuva,SERVIÇOS,Pequena,9,153,0,0,Norte-Nordeste
1125,1125,Garuva,TRANSPORTE,Micro,62,59,0,0,Norte-Nordeste
1126,1126,Garuva,TRANSPORTE,Pequena,10,206,0,0,Norte-Nordeste
1127,1127,Gaspar,AGROPECUÁRIA,Micro,9,22,0,0,Vale do Itajaí
1128,1128,Gaspar,COMÉRCIO,Grande,3,612,0,0,Vale do Itajaí
1129,1129,Gaspar,COMÉRCIO,Micro,530,806,0,0,Vale do Itajaí
1130,1130,Gaspar,COMÉRCIO,Média,7,575,0,0,Vale do Itajaí
1131,1131,Gaspar,COMÉRCIO,Pequena,75,1460,0,0,Vale do Itajaí
1132,1132,Gaspar,INDÚSTRIA,Grande,1,1384,0,0,Vale do Itajaí
1133,1133,Gaspar,INDÚSTRIA,Micro,881,2303,0,0,Vale do Itajaí
1134,1134,Gaspar,INDÚSTRIA,Média,14,3005,0,0,Vale do Itajaí
1135,1135,Gaspar,INDÚSTRIA,Pequena,130,4886,0,0,Vale do Itajaí
1136,1136,Gaspar,SERVIÇOS,Grande,4,1959,0,0,Vale do Itajaí
1137,1137,Gaspar,SERVIÇOS,Micro,400,680,0,0,Vale do Itajaí
1138,1138,Gaspar,SERVIÇOS,Média,5,335,0,0,Vale do Itajaí
1139,1139,Gaspar,SERVIÇOS,Pequena,67,1126,0,0,Vale do Itajaí
1140,1140,Gaspar,TRANSPORTE,Grande,1,234,0,0,Vale do Itajaí
1141,1141,Gaspar,TRANSPORTE,Micro,71,80,0,0,Vale do Itajaí
1142,1142,Gaspar,TRANSPORTE,Média,3,167,0,0,Vale do Itajaí
1143,1143,Gaspar,TRANSPORTE,Pequena,19,322,0,0,Vale do Itajaí
1144,1144,Governador Celso Ramos,AGROPECUÁRIA,Micro,12,28,0,0,Sudeste
1145,1145,Governador Celso Ramos,AGROPECUÁRIA,Pequena,3,60,0,0,Sudeste
1146,1146,Governador Celso Ramos,COMÉRCIO,Micro,117,268,0,0,Sudeste
1147,1147,Governador Celso Ramos,COMÉRCIO,Média,1,61,0,0,Sudeste
1148,1148,Governador Celso Ramos,COMÉRCIO,Pequena,7,149,0,0,Sudeste
1149,1149,Governador Celso Ramos,INDÚSTRIA,Micro,39,186,0,0,Sudeste
1150,1150,Governador Celso Ramos,INDÚSTRIA,Média,1,146,0,0,Sudeste
1151,1151,Governador Celso Ramos,INDÚSTRIA,Pequena,7,319,0,0,Sudeste
1152,1152,Governador Celso Ramos,SERVIÇOS,Grande,1,761,0,0,Sudeste
1153,1153,Governador Celso Ramos,SERVIÇOS,Micro,118,171,0,0,Sudeste
1154,1154,Governador Celso Ramos,SERVIÇOS,Média,2,156,0,0,Sudeste
1155,1155,Governador Celso Ramos,SERVIÇOS,Pequena,11,220,0,0,Sudeste
1156,1156,Governador Celso Ramos,TRANSPORTE,Micro,10,21,0,0,Sudeste
1157,1157,Governador Celso Ramos,TRANSPORTE,Pequena,2,77,0,0,Sudeste
1158,1158,Gravatal,AGROPECUÁRIA,Micro,10,20,0,0,Litoral Sul
1159,1159,Gravatal,COMÉRCIO,Micro,143,189,0,0,Litoral Sul
1160,1160,Gravatal,COMÉRCIO,Pequena,10,217,0,0,Litoral Sul
1161,1161,Gravatal,INDÚSTRIA,Micro,121,439,0,0,Litoral Sul
1162,1162,Gravatal,INDÚSTRIA,Média,1,123,0,0,Litoral Sul
1163,1163,Gravatal,INDÚSTRIA,Pequena,12,360,0,0,Litoral Sul
1164,1164,Gravatal,SERVIÇOS,Grande,3,659,0,0,Litoral Sul
1165,1165,Gravatal,SERVIÇOS,Micro,101,183,0,0,Litoral Sul
1166,1166,Gravatal,SERVIÇOS,Média,2,127,0,0,Litoral Sul
1167,1167,Gravatal,SERVIÇOS,Pequena,7,155,0,0,Litoral Sul
1168,1168,Gravatal,TRANSPORTE,Micro,12,26,0,0,Litoral Sul
1169,1169,Gravatal,TRANSPORTE,Pequena,2,61,0,0,Litoral Sul
1170,1170,Grão Pará,AGROPECUÁRIA,Micro,24,33,0,0,Litoral Sul
1171,1171,Grão Pará,AGROPECUÁRIA,Pequena,1,12,0,0,Litoral Sul
1172,1172,Grão Pará,COMÉRCIO,Micro,56,119,0,0,Litoral Sul
1173,1173,Grão Pará,COMÉRCIO,Pequena,2,29,0,0,Litoral Sul
1174,1174,Grão Pará,INDÚSTRIA,Micro,55,248,0,0,Litoral Sul
1175,1175,Grão Pará,INDÚSTRIA,Média,2,586,0,0,Litoral Sul
1176,1176,Grão Pará,INDÚSTRIA,Pequena,5,188,0,0,Litoral Sul
1177,1177,Grão Pará,SERVIÇOS,Grande,1,278,0,0,Litoral Sul
1178,1178,Grão Pará,SERVIÇOS,Micro,34,91,0,0,Litoral Sul
1179,1179,Grão Pará,SERVIÇOS,Pequena,1,19,0,0,Litoral Sul
1180,1180,Grão Pará,TRANSPORTE,Micro,14,14,0,0,Litoral Sul
1181,1181,Grão Pará,TRANSPORTE,Média,1,65,0,0,Litoral Sul
1182,1182,Grão Pará,TRANSPORTE,Pequena,3,48,0,0,Litoral Sul
1183,1183,Guabiruba,AGROPECUÁRIA,Micro,1,1,0,0,Vale do Itajaí Mirim
1184,1184,Guabiruba,COMÉRCIO,Micro,121,252,0,0,Vale do Itajaí Mirim
1185,1185,Guabiruba,COMÉRCIO,Média,3,231,0,0,Vale do Itajaí Mirim
1186,1186,Guabiruba,COMÉRCIO,Pequena,11,247,0,0,Vale do Itajaí Mirim
1187,1187,Guabiruba,INDÚSTRIA,Micro,369,1108,0,0,Vale do Itajaí Mirim
1188,1188,Guabiruba,INDÚSTRIA,Média,6,1329,0,0,Vale do Itajaí Mirim
1189,1189,Guabiruba,INDÚSTRIA,Pequena,45,1900,0,0,Vale do Itajaí Mirim
1190,1190,Guabiruba,SERVIÇOS,Grande,1,587,0,0,Vale do Itajaí Mirim
1191,1191,Guabiruba,SERVIÇOS,Micro,87,158,0,0,Vale do Itajaí Mirim
1192,1192,Guabiruba,SERVIÇOS,Pequena,11,116,0,0,Vale do Itajaí Mirim
1193,1193,Guabiruba,TRANSPORTE,Micro,8,10,0,0,Vale do Itajaí Mirim
1194,1194,Guabiruba,TRANSPORTE,Pequena,5,100,0,0,Vale do Itajaí Mirim
1195,1195,Guaraciaba,AGROPECUÁRIA,Micro,40,54,0,0,Extremo Oeste
1196,1196,Guaraciaba,AGROPECUÁRIA,Pequena,2,21,0,0,Extremo Oeste
1197,1197,Guaraciaba,COMÉRCIO,Micro,121,209,0,0,Extremo Oeste
1198,1198,Guaraciaba,COMÉRCIO,Pequena,7,227,0,0,Extremo Oeste
1199,1199,Guaraciaba,INDÚSTRIA,Micro,77,236,0,0,Extremo Oeste
1200,1200,Guaraciaba,INDÚSTRIA,Média,1,183,0,0,Extremo Oeste
1201,1201,Guaraciaba,INDÚSTRIA,Pequena,12,559,0,0,Extremo Oeste
1202,1202,Guaraciaba,SERVIÇOS,Grande,1,311,0,0,Extremo Oeste
1203,1203,Guaraciaba,SERVIÇOS,Micro,65,140,0,0,Extremo Oeste
1204,1204,Guaraciaba,SERVIÇOS,Pequena,3,58,0,0,Extremo Oeste
1205,1205,Guaraciaba,TRANSPORTE,Micro,34,47,0,0,Extremo Oeste
1206,1206,Guaraciaba,TRANSPORTE,Pequena,3,30,0,0,Extremo Oeste
1207,1207,Guaramirim,AGROPECUÁRIA,Micro,39,57,0,0,Vale do Itapocu
1208,1208,Guaramirim,AGROPECUÁRIA,Pequena,2,26,0,0,Vale do Itapocu
1209,1209,Guaramirim,COMÉRCIO,Grande,1,242,0,0,Vale do Itapocu
