,Column1,Município,Setor,Porte,Empresas,Empregados,Unnamed: 5,Fonte dos dados: RAIS (2019),vice_presidencia
2662,2662,Salete,AGROPECUÁRIA,Micro,26,37,0,0,Alto Vale do Itajaí
2663,2663,Salete,AGROPECUÁRIA,Pequena,2,21,0,0,Alto Vale do Itajaí
2664,2664,Salete,COMÉRCIO,Micro,85,147,0,0,Alto Vale do Itajaí
2665,2665,Salete,COMÉRCIO,Pequena,2,31,0,0,Alto Vale do Itajaí
2666,2666,Salete,INDÚSTRIA,Grande,1,695,0,0,Alto Vale do Itajaí
2667,2667,Salete,INDÚSTRIA,Micro,79,298,0,0,Alto Vale do Itajaí
2668,2668,Salete,INDÚSTRIA,Média,1,156,0,0,Alto Vale do Itajaí
2669,2669,Salete,INDÚSTRIA,Pequena,6,186,0,0,Alto Vale do Itajaí
2670,2670,Salete,SERVIÇOS,Micro,52,116,0,0,Alto Vale do Itajaí
2671,2671,Salete,SERVIÇOS,Pequena,1,19,0,0,Alto Vale do Itajaí
2672,2672,Salete,TRANSPORTE,Micro,19,38,0,0,Alto Vale do Itajaí
2673,2673,Salete,TRANSPORTE,Pequena,1,17,0,0,Alto Vale do Itajaí
2674,2674,Saltinho,AGROPECUÁRIA,Micro,4,4,0,0,Oeste
2675,2675,Saltinho,COMÉRCIO,Micro,18,37,0,0,Oeste
2676,2676,Saltinho,COMÉRCIO,Pequena,2,29,0,0,Oeste
2677,2677,Saltinho,INDÚSTRIA,Micro,9,63,0,0,Oeste
2678,2678,Saltinho,INDÚSTRIA,Média,1,145,0,0,Oeste
2679,2679,Saltinho,INDÚSTRIA,Pequena,1,25,0,0,Oeste
2680,2680,Saltinho,SERVIÇOS,Grande,1,137,0,0,Oeste
2681,2681,Saltinho,SERVIÇOS,Micro,12,17,0,0,Oeste
2682,2682,Saltinho,TRANSPORTE,Micro,8,8,0,0,Oeste
2683,2683,Salto Veloso,AGROPECUÁRIA,Micro,21,21,0,0,Centro-Norte
2684,2684,Salto Veloso,AGROPECUÁRIA,Pequena,2,23,0,0,Centro-Norte
2685,2685,Salto Veloso,COMÉRCIO,Micro,49,99,0,0,Centro-Norte
2686,2686,Salto Veloso,COMÉRCIO,Pequena,2,27,0,0,Centro-Norte
2687,2687,Salto Veloso,INDÚSTRIA,Micro,29,162,0,0,Centro-Norte
2688,2688,Salto Veloso,INDÚSTRIA,Média,1,519,0,0,Centro-Norte
2689,2689,Salto Veloso,INDÚSTRIA,Pequena,4,194,0,0,Centro-Norte
2690,2690,Salto Veloso,SERVIÇOS,Grande,1,190,0,0,Centro-Norte
2691,2691,Salto Veloso,SERVIÇOS,Micro,34,64,0,0,Centro-Norte
2692,2692,Salto Veloso,SERVIÇOS,Média,1,122,0,0,Centro-Norte
2693,2693,Salto Veloso,SERVIÇOS,Pequena,2,24,0,0,Centro-Norte
2694,2694,Salto Veloso,TRANSPORTE,Micro,14,28,0,0,Centro-Norte
2695,2695,Salto Veloso,TRANSPORTE,Pequena,4,48,0,0,Centro-Norte
2696,2696,Sangão,AGROPECUÁRIA,Micro,2,4,0,0,Litoral Sul
2697,2697,Sangão,COMÉRCIO,Micro,95,158,0,0,Litoral Sul
2698,2698,Sangão,COMÉRCIO,Pequena,7,162,0,0,Litoral Sul
2699,2699,Sangão,INDÚSTRIA,Grande,1,682,0,0,Litoral Sul
2700,2700,Sangão,INDÚSTRIA,Micro,123,540,0,0,Litoral Sul
2701,2701,Sangão,INDÚSTRIA,Média,3,379,0,0,Litoral Sul
2702,2702,Sangão,INDÚSTRIA,Pequena,21,784,0,0,Litoral Sul
2703,2703,Sangão,SERVIÇOS,Grande,1,369,0,0,Litoral Sul
2704,2704,Sangão,SERVIÇOS,Micro,45,97,0,0,Litoral Sul
2705,2705,Sangão,SERVIÇOS,Pequena,4,73,0,0,Litoral Sul
2706,2706,Sangão,TRANSPORTE,Micro,33,39,0,0,Litoral Sul
2707,2707,Sangão,TRANSPORTE,Média,1,59,0,0,Litoral Sul
2708,2708,Sangão,TRANSPORTE,Pequena,4,81,0,0,Litoral Sul
2709,2709,Santa Cecília,AGROPECUÁRIA,Grande,1,593,0,0,Centro-Norte
2710,2710,Santa Cecília,AGROPECUÁRIA,Micro,78,126,0,0,Centro-Norte
2711,2711,Santa Cecília,AGROPECUÁRIA,Média,2,184,0,0,Centro-Norte
2712,2712,Santa Cecília,AGROPECUÁRIA,Pequena,6,138,0,0,Centro-Norte
2713,2713,Santa Cecília,COMÉRCIO,Micro,154,246,0,0,Centro-Norte
2714,2714,Santa Cecília,COMÉRCIO,Média,1,88,0,0,Centro-Norte
2715,2715,Santa Cecília,COMÉRCIO,Pequena,7,157,0,0,Centro-Norte
2716,2716,Santa Cecília,INDÚSTRIA,Micro,91,313,0,0,Centro-Norte
2717,2717,Santa Cecília,INDÚSTRIA,Média,2,367,0,0,Centro-Norte
2718,2718,Santa Cecília,INDÚSTRIA,Pequena,14,665,0,0,Centro-Norte
2719,2719,Santa Cecília,SERVIÇOS,Grande,1,502,0,0,Centro-Norte
2720,2720,Santa Cecília,SERVIÇOS,Micro,80,182,0,0,Centro-Norte
2721,2721,Santa Cecília,SERVIÇOS,Pequena,11,171,0,0,Centro-Norte
2722,2722,Santa Cecília,TRANSPORTE,Micro,26,66,0,0,Centro-Norte
2723,2723,Santa Cecília,TRANSPORTE,Média,1,97,0,0,Centro-Norte
2724,2724,Santa Cecília,TRANSPORTE,Pequena,9,180,0,0,Centro-Norte
2725,2725,Santa Helena,AGROPECUÁRIA,Micro,2,2,0,0,Extremo Oeste
2726,2726,Santa Helena,COMÉRCIO,Micro,20,35,0,0,Extremo Oeste
2727,2727,Santa Helena,COMÉRCIO,Pequena,1,18,0,0,Extremo Oeste
2728,2728,Santa Helena,INDÚSTRIA,Micro,8,21,0,0,Extremo Oeste
2729,2729,Santa Helena,INDÚSTRIA,Pequena,4,138,0,0,Extremo Oeste
2730,2730,Santa Helena,SERVIÇOS,Grande,1,135,0,0,Extremo Oeste
2731,2731,Santa Helena,SERVIÇOS,Micro,4,7,0,0,Extremo Oeste
2732,2732,Santa Helena,SERVIÇOS,Pequena,1,25,0,0,Extremo Oeste
2733,2733,Santa Helena,TRANSPORTE,Micro,11,14,0,0,Extremo Oeste
2734,2734,Santa Rosa de Lima,AGROPECUÁRIA,Micro,4,5,0,0,Litoral Sul
2735,2735,Santa Rosa de Lima,COMÉRCIO,Micro,19,28,0,0,Litoral Sul
2736,2736,Santa Rosa de Lima,INDÚSTRIA,Micro,31,100,0,0,Litoral Sul
2737,2737,Santa Rosa de Lima,SERVIÇOS,Grande,1,173,0,0,Litoral Sul
2738,2738,Santa Rosa de Lima,SERVIÇOS,Micro,8,10,0,0,Litoral Sul
2739,2739,Santa Rosa de Lima,SERVIÇOS,Pequena,1,27,0,0,Litoral Sul
2740,2740,Santa Rosa de Lima,TRANSPORTE,Micro,3,8,0,0,Litoral Sul
2741,2741,Santa Rosa do Sul,AGROPECUÁRIA,Micro,2,3,0,0,Sul
2742,2742,Santa Rosa do Sul,COMÉRCIO,Micro,64,122,0,0,Sul
2743,2743,Santa Rosa do Sul,COMÉRCIO,Pequena,12,210,0,0,Sul
2744,2744,Santa Rosa do Sul,INDÚSTRIA,Micro,39,111,0,0,Sul
2745,2745,Santa Rosa do Sul,INDÚSTRIA,Pequena,3,95,0,0,Sul
2746,2746,Santa Rosa do Sul,SERVIÇOS,Grande,1,343,0,0,Sul
2747,2747,Santa Rosa do Sul,SERVIÇOS,Micro,45,96,0,0,Sul
2748,2748,Santa Rosa do Sul,SERVIÇOS,Pequena,1,10,0,0,Sul
2749,2749,Santa Rosa do Sul,TRANSPORTE,Grande,1,109,0,0,Sul
2750,2750,Santa Rosa do Sul,TRANSPORTE,Micro,23,31,0,0,Sul
2751,2751,Santa Rosa do Sul,TRANSPORTE,Pequena,1,18,0,0,Sul
2752,2752,Santa Terezinha,AGROPECUÁRIA,Micro,2,1,0,0,Alto Vale do Itajaí
2753,2753,Santa Terezinha,COMÉRCIO,Micro,60,108,0,0,Alto Vale do Itajaí
2754,2754,Santa Terezinha,COMÉRCIO,Pequena,1,13,0,0,Alto Vale do Itajaí
2755,2755,Santa Terezinha,INDÚSTRIA,Micro,36,120,0,0,Alto Vale do Itajaí
2756,2756,Santa Terezinha,INDÚSTRIA,Pequena,2,64,0,0,Alto Vale do Itajaí
2757,2757,Santa Terezinha,SERVIÇOS,Grande,1,282,0,0,Alto Vale do Itajaí
2758,2758,Santa Terezinha,SERVIÇOS,Micro,32,63,0,0,Alto Vale do Itajaí
2759,2759,Santa Terezinha,TRANSPORTE,Micro,11,11,0,0,Alto Vale do Itajaí
2760,2760,Santa Terezinha,TRANSPORTE,Pequena,1,15,0,0,Alto Vale do Itajaí
2761,2761,Santa Terezinha do Progresso,AGROPECUÁRIA,Micro,4,3,0,0,Oeste
2762,2762,Santa Terezinha do Progresso,COMÉRCIO,Micro,19,27,0,0,Oeste
2763,2763,Santa Terezinha do Progresso,COMÉRCIO,Pequena,1,13,0,0,Oeste
2764,2764,Santa Terezinha do Progresso,INDÚSTRIA,Micro,3,13,0,0,Oeste
2765,2765,Santa Terezinha do Progresso,INDÚSTRIA,Pequena,1,33,0,0,Oeste
2766,2766,Santa Terezinha do Progresso,SERVIÇOS,Grande,1,152,0,0,Oeste
2767,2767,Santa Terezinha do Progresso,SERVIÇOS,Micro,6,20,0,0,Oeste
2768,2768,Santa Terezinha do Progresso,TRANSPORTE,Micro,6,6,0,0,Oeste
2769,2769,Santiago do Sul,AGROPECUÁRIA,Micro,2,3,0,0,Oeste
2770,2770,Santiago do Sul,COMÉRCIO,Micro,11,15,0,0,Oeste
2771,2771,Santiago do Sul,COMÉRCIO,Pequena,1,18,0,0,Oeste
2772,2772,Santiago do Sul,INDÚSTRIA,Micro,5,20,0,0,Oeste
2773,2773,Santiago do Sul,INDÚSTRIA,Pequena,1,42,0,0,Oeste
2774,2774,Santiago do Sul,SERVIÇOS,Grande,1,114,0,0,Oeste
2775,2775,Santiago do Sul,SERVIÇOS,Micro,5,7,0,0,Oeste
2776,2776,Santiago do Sul,TRANSPORTE,Micro,4,13,0,0,Oeste
2777,2777,Santiago do Sul,TRANSPORTE,Pequena,1,13,0,0,Oeste
2778,2778,Santo Amaro da Imperatriz,AGROPECUÁRIA,Micro,10,17,0,0,Sudeste
2779,2779,Santo Amaro da Imperatriz,AGROPECUÁRIA,Pequena,1,19,0,0,Sudeste
2780,2780,Santo Amaro da Imperatriz,COMÉRCIO,Micro,286,442,0,0,Sudeste
2781,2781,Santo Amaro da Imperatriz,COMÉRCIO,Média,2,145,0,0,Sudeste
2782,2782,Santo Amaro da Imperatriz,COMÉRCIO,Pequena,41,750,0,0,Sudeste
2783,2783,Santo Amaro da Imperatriz,INDÚSTRIA,Micro,195,731,0,0,Sudeste
2784,2784,Santo Amaro da Imperatriz,INDÚSTRIA,Média,1,119,0,0,Sudeste
2785,2785,Santo Amaro da Imperatriz,INDÚSTRIA,Pequena,8,384,0,0,Sudeste
2786,2786,Santo Amaro da Imperatriz,SERVIÇOS,Grande,3,1463,0,0,Sudeste
2787,2787,Santo Amaro da Imperatriz,SERVIÇOS,Micro,206,332,0,0,Sudeste
2788,2788,Santo Amaro da Imperatriz,SERVIÇOS,Média,3,224,0,0,Sudeste
2789,2789,Santo Amaro da Imperatriz,SERVIÇOS,Pequena,31,506,0,0,Sudeste
2790,2790,Santo Amaro da Imperatriz,TRANSPORTE,Grande,1,157,0,0,Sudeste
2791,2791,Santo Amaro da Imperatriz,TRANSPORTE,Micro,29,43,0,0,Sudeste
2792,2792,Santo Amaro da Imperatriz,TRANSPORTE,Pequena,2,22,0,0,Sudeste
2793,2793,Saudades,AGROPECUÁRIA,Micro,18,38,0,0,Oeste
2794,2794,Saudades,COMÉRCIO,Micro,91,217,0,0,Oeste
2795,2795,Saudades,COMÉRCIO,Pequena,4,70,0,0,Oeste
2796,2796,Saudades,INDÚSTRIA,Grande,1,746,0,0,Oeste
2797,2797,Saudades,INDÚSTRIA,Micro,72,234,0,0,Oeste
2798,2798,Saudades,INDÚSTRIA,Média,3,861,0,0,Oeste
2799,2799,Saudades,INDÚSTRIA,Pequena,8,340,0,0,Oeste
2800,2800,Saudades,SERVIÇOS,Grande,1,269,0,0,Oeste
2801,2801,Saudades,SERVIÇOS,Micro,63,108,0,0,Oeste
2802,2802,Saudades,SERVIÇOS,Pequena,2,49,0,0,Oeste
2803,2803,Saudades,TRANSPORTE,Micro,31,37,0,0,Oeste
2804,2804,Schroeder,AGROPECUÁRIA,Micro,11,28,0,0,Vale do Itapocu
2805,2805,Schroeder,AGROPECUÁRIA,Pequena,1,19,0,0,Vale do Itapocu
2806,2806,Schroeder,COMÉRCIO,Micro,101,211,0,0,Vale do Itapocu
2807,2807,Schroeder,COMÉRCIO,Média,2,172,0,0,Vale do Itapocu
2808,2808,Schroeder,COMÉRCIO,Pequena,10,173,0,0,Vale do Itapocu
2809,2809,Schroeder,INDÚSTRIA,Micro,161,794,0,0,Vale do Itapocu
2810,2810,Schroeder,INDÚSTRIA,Média,4,746,0,0,Vale do Itapocu
2811,2811,Schroeder,INDÚSTRIA,Pequena,18,812,0,0,Vale do Itapocu
2812,2812,Schroeder,SERVIÇOS,Grande,1,474,0,0,Vale do Itapocu
2813,2813,Schroeder,SERVIÇOS,Micro,68,174,0,0,Vale do Itapocu
2814,2814,Schroeder,SERVIÇOS,Pequena,7,111,0,0,Vale do Itapocu
2815,2815,Schroeder,TRANSPORTE,Micro,18,35,0,0,Vale do Itapocu
2816,2816,Schroeder,TRANSPORTE,Pequena,2,36,0,0,Vale do Itapocu
2817,2817,Seara,AGROPECUÁRIA,Micro,39,56,0,0,Alto Uruguai Catarinense
2818,2818,Seara,AGROPECUÁRIA,Média,3,253,0,0,Alto Uruguai Catarinense
2819,2819,Seara,AGROPECUÁRIA,Pequena,2,51,0,0,Alto Uruguai Catarinense
2820,2820,Seara,COMÉRCIO,Micro,159,315,0,0,Alto Uruguai Catarinense
2821,2821,Seara,COMÉRCIO,Média,2,136,0,0,Alto Uruguai Catarinense
2822,2822,Seara,COMÉRCIO,Pequena,13,265,0,0,Alto Uruguai Catarinense
2823,2823,Seara,INDÚSTRIA,Grande,2,3548,0,0,Alto Uruguai Catarinense
2824,2824,Seara,INDÚSTRIA,Micro,96,343,0,0,Alto Uruguai Catarinense
2825,2825,Seara,INDÚSTRIA,Média,2,263,0,0,Alto Uruguai Catarinense
2826,2826,Seara,INDÚSTRIA,Pequena,4,142,0,0,Alto Uruguai Catarinense
2827,2827,Seara,SERVIÇOS,Grande,2,612,0,0,Alto Uruguai Catarinense
2828,2828,Seara,SERVIÇOS,Micro,132,233,0,0,Alto Uruguai Catarinense
2829,2829,Seara,SERVIÇOS,Média,1,55,0,0,Alto Uruguai Catarinense
2830,2830,Seara,SERVIÇOS,Pequena,12,239,0,0,Alto Uruguai Catarinense
2831,2831,Seara,TRANSPORTE,Micro,92,88,0,0,Alto Uruguai Catarinense
2832,2832,Seara,TRANSPORTE,Média,1,68,0,0,Alto Uruguai Catarinense
2833,2833,Seara,TRANSPORTE,Pequena,6,123,0,0,Alto Uruguai Catarinense
2834,2834,Serra Alta,AGROPECUÁRIA,Micro,3,5,0,0,Oeste
2835,2835,Serra Alta,AGROPECUÁRIA,Pequena,1,13,0,0,Oeste
2836,2836,Serra Alta,COMÉRCIO,Micro,44,72,0,0,Oeste
2837,2837,Serra Alta,COMÉRCIO,Pequena,3,40,0,0,Oeste
2838,2838,Serra Alta,INDÚSTRIA,Micro,28,132,0,0,Oeste
2839,2839,Serra Alta,INDÚSTRIA,Pequena,6,282,0,0,Oeste
2840,2840,Serra Alta,SERVIÇOS,Grande,1,130,0,0,Oeste
2841,2841,Serra Alta,SERVIÇOS,Micro,15,30,0,0,Oeste
2842,2842,Serra Alta,TRANSPORTE,Micro,9,13,0,0,Oeste
2843,2843,Serra Alta,TRANSPORTE,Pequena,1,11,0,0,Oeste
2844,2844,Siderópolis,AGROPECUÁRIA,Micro,5,6,0,0,Sul
2845,2845,Siderópolis,COMÉRCIO,Micro,128,293,0,0,Sul
2846,2846,Siderópolis,COMÉRCIO,Média,1,59,0,0,Sul
2847,2847,Siderópolis,COMÉRCIO,Pequena,5,121,0,0,Sul
2848,2848,Siderópolis,INDÚSTRIA,Micro,87,429,0,0,Sul
2849,2849,Siderópolis,INDÚSTRIA,Média,5,811,0,0,Sul
2850,2850,Siderópolis,INDÚSTRIA,Pequena,13,701,0,0,Sul
2851,2851,Siderópolis,SERVIÇOS,Grande,1,472,0,0,Sul
2852,2852,Siderópolis,SERVIÇOS,Micro,64,110,0,0,Sul
2853,2853,Siderópolis,SERVIÇOS,Média,1,52,0,0,Sul
2854,2854,Siderópolis,SERVIÇOS,Pequena,8,170,0,0,Sul
2855,2855,Siderópolis,TRANSPORTE,Micro,29,44,0,0,Sul
2856,2856,Siderópolis,TRANSPORTE,Média,2,157,0,0,Sul
2857,2857,Siderópolis,TRANSPORTE,Pequena,5,50,0,0,Sul
2858,2858,Sombrio,AGROPECUÁRIA,Micro,8,29,0,0,Sul
2859,2859,Sombrio,COMÉRCIO,Grande,1,262,0,0,Sul
2860,2860,Sombrio,COMÉRCIO,Micro,489,666,0,0,Sul
2861,2861,Sombrio,COMÉRCIO,Média,2,156,0,0,Sul
2862,2862,Sombrio,COMÉRCIO,Pequena,26,476,0,0,Sul
2863,2863,Sombrio,INDÚSTRIA,Micro,252,657,0,0,Sul
2864,2864,Sombrio,INDÚSTRIA,Média,4,781,0,0,Sul
2865,2865,Sombrio,INDÚSTRIA,Pequena,29,914,0,0,Sul
2866,2866,Sombrio,SERVIÇOS,Grande,1,725,0,0,Sul
2867,2867,Sombrio,SERVIÇOS,Micro,232,341,0,0,Sul
2868,2868,Sombrio,SERVIÇOS,Média,2,125,0,0,Sul
2869,2869,Sombrio,SERVIÇOS,Pequena,28,420,0,0,Sul
2870,2870,Sombrio,TRANSPORTE,Micro,57,78,0,0,Sul
2871,2871,Sombrio,TRANSPORTE,Pequena,9,210,0,0,Sul
2872,2872,Sul Brasil,AGROPECUÁRIA,Micro,3,1,0,0,Oeste
2873,2873,Sul Brasil,COMÉRCIO,Micro,18,24,0,0,Oeste
2874,2874,Sul Brasil,COMÉRCIO,Pequena,1,22,0,0,Oeste
2875,2875,Sul Brasil,INDÚSTRIA,Micro,10,42,0,0,Oeste
2876,2876,Sul Brasil,INDÚSTRIA,Pequena,2,121,0,0,Oeste
2877,2877,Sul Brasil,SERVIÇOS,Grande,1,105,0,0,Oeste
2878,2878,Sul Brasil,SERVIÇOS,Micro,7,8,0,0,Oeste
2879,2879,Sul Brasil,TRANSPORTE,Micro,6,6,0,0,Oeste
2880,2880,São Bento do Sul,AGROPECUÁRIA,Micro,26,46,0,0,Planalto Norte
2881,2881,São Bento do Sul,AGROPECUÁRIA,Pequena,1,16,0,0,Planalto Norte
2882,2882,São Bento do Sul,COMÉRCIO,Grande,2,376,0,0,Planalto Norte
2883,2883,São Bento do Sul,COMÉRCIO,Micro,766,1017,0,0,Planalto Norte
2884,2884,São Bento do Sul,COMÉRCIO,Média,7,588,0,0,Planalto Norte
2885,2885,São Bento do Sul,COMÉRCIO,Pequena,86,1538,0,0,Planalto Norte
2886,2886,São Bento do Sul,INDÚSTRIA,Grande,5,3674,0,0,Planalto Norte
2887,2887,São Bento do Sul,INDÚSTRIA,Micro,528,1807,0,0,Planalto Norte
2888,2888,São Bento do Sul,INDÚSTRIA,Média,27,5447,0,0,Planalto Norte
2889,2889,São Bento do Sul,INDÚSTRIA,Pequena,83,3340,0,0,Planalto Norte
2890,2890,São Bento do Sul,SERVIÇOS,Grande,6,3603,0,0,Planalto Norte
2891,2891,São Bento do Sul,SERVIÇOS,Micro,611,823,0,0,Planalto Norte
2892,2892,São Bento do Sul,SERVIÇOS,Média,7,500,0,0,Planalto Norte
2893,2893,São Bento do Sul,SERVIÇOS,Pequena,85,1525,0,0,Planalto Norte
2894,2894,São Bento do Sul,TRANSPORTE,Grande,1,137,0,0,Planalto Norte
2895,2895,São Bento do Sul,TRANSPORTE,Micro,121,100,0,0,Planalto Norte
2896,2896,São Bento do Sul,TRANSPORTE,Média,3,211,0,0,Planalto Norte
2897,2897,São Bento do Sul,TRANSPORTE,Pequena,34,481,0,0,Planalto Norte
2898,2898,São Bernardino,AGROPECUÁRIA,Micro,6,8,0,0,Oeste
2899,2899,São Bernardino,COMÉRCIO,Micro,12,18,0,0,Oeste
2900,2900,São Bernardino,COMÉRCIO,Pequena,1,14,0,0,Oeste
2901,2901,São Bernardino,INDÚSTRIA,Micro,8,33,0,0,Oeste
2902,2902,São Bernardino,INDÚSTRIA,Pequena,2,151,0,0,Oeste
2903,2903,São Bernardino,SERVIÇOS,Grande,1,162,0,0,Oeste
2904,2904,São Bernardino,SERVIÇOS,Micro,7,14,0,0,Oeste
2905,2905,São Bernardino,TRANSPORTE,Micro,5,4,0,0,Oeste
2906,2906,São Bonifácio,AGROPECUÁRIA,Micro,5,8,0,0,Sudeste
2907,2907,São Bonifácio,COMÉRCIO,Micro,25,54,0,0,Sudeste
2908,2908,São Bonifácio,COMÉRCIO,Pequena,1,18,0,0,Sudeste
2909,2909,São Bonifácio,INDÚSTRIA,Micro,21,108,0,0,Sudeste
2910,2910,São Bonifácio,INDÚSTRIA,Pequena,1,63,0,0,Sudeste
2911,2911,São Bonifácio,SERVIÇOS,Grande,1,171,0,0,Sudeste
2912,2912,São Bonifácio,SERVIÇOS,Micro,12,26,0,0,Sudeste
2913,2913,São Bonifácio,SERVIÇOS,Pequena,1,17,0,0,Sudeste
2914,2914,São Bonifácio,TRANSPORTE,Micro,4,4,0,0,Sudeste
2915,2915,São Carlos,AGROPECUÁRIA,Micro,8,18,0,0,Oeste
2916,2916,São Carlos,AGROPECUÁRIA,Pequena,3,23,0,0,Oeste
2917,2917,São Carlos,COMÉRCIO,Micro,139,232,0,0,Oeste
2918,2918,São Carlos,COMÉRCIO,Pequena,11,166,0,0,Oeste
2919,2919,São Carlos,INDÚSTRIA,Micro,123,358,0,0,Oeste
2920,2920,São Carlos,INDÚSTRIA,Média,4,755,0,0,Oeste
2921,2921,São Carlos,INDÚSTRIA,Pequena,8,339,0,0,Oeste
2922,2922,São Carlos,SERVIÇOS,Grande,1,311,0,0,Oeste
2923,2923,São Carlos,SERVIÇOS,Micro,72,144,0,0,Oeste
2924,2924,São Carlos,SERVIÇOS,Média,2,111,0,0,Oeste
2925,2925,São Carlos,SERVIÇOS,Pequena,8,123,0,0,Oeste
2926,2926,São Carlos,TRANSPORTE,Micro,26,37,0,0,Oeste
2927,2927,São Carlos,TRANSPORTE,Pequena,1,11,0,0,Oeste
2928,2928,São Cristovão do Sul,AGROPECUÁRIA,Micro,16,24,0,0,Centro-Norte
2929,2929,São Cristovão do Sul,AGROPECUÁRIA,Pequena,2,77,0,0,Centro-Norte
2930,2930,São Cristovão do Sul,COMÉRCIO,Micro,34,79,0,0,Centro-Norte
2931,2931,São Cristovão do Sul,COMÉRCIO,Pequena,5,93,0,0,Centro-Norte
2932,2932,São Cristovão do Sul,INDÚSTRIA,Micro,26,165,0,0,Centro-Norte
2933,2933,São Cristovão do Sul,INDÚSTRIA,Média,1,167,0,0,Centro-Norte
2934,2934,São Cristovão do Sul,INDÚSTRIA,Pequena,4,92,0,0,Centro-Norte
2935,2935,São Cristovão do Sul,SERVIÇOS,Grande,1,279,0,0,Centro-Norte
2936,2936,São Cristovão do Sul,SERVIÇOS,Micro,18,45,0,0,Centro-Norte
2937,2937,São Cristovão do Sul,SERVIÇOS,Pequena,3,65,0,0,Centro-Norte
2938,2938,São Cristovão do Sul,TRANSPORTE,Grande,1,340,0,0,Centro-Norte
2939,2939,São Cristovão do Sul,TRANSPORTE,Micro,9,15,0,0,Centro-Norte
2940,2940,São Cristovão do Sul,TRANSPORTE,Pequena,1,15,0,0,Centro-Norte
2941,2941,São Domingos,AGROPECUÁRIA,Micro,56,56,0,0,Oeste
2942,2942,São Domingos,AGROPECUÁRIA,Pequena,1,10,0,0,Oeste
2943,2943,São Domingos,COMÉRCIO,Micro,106,195,0,0,Oeste
2944,2944,São Domingos,COMÉRCIO,Pequena,9,196,0,0,Oeste
2945,2945,São Domingos,INDÚSTRIA,Micro,34,110,0,0,Oeste
2946,2946,São Domingos,INDÚSTRIA,Pequena,4,129,0,0,Oeste
2947,2947,São Domingos,SERVIÇOS,Grande,1,287,0,0,Oeste
2948,2948,São Domingos,SERVIÇOS,Micro,67,143,0,0,Oeste
2949,2949,São Domingos,SERVIÇOS,Pequena,5,64,0,0,Oeste
2950,2950,São Domingos,TRANSPORTE,Micro,45,48,0,0,Oeste
2951,2951,São Domingos,TRANSPORTE,Pequena,3,47,0,0,Oeste
2952,2952,São Francisco do Sul,AGROPECUÁRIA,Micro,8,15,0,0,Norte-Nordeste
2953,2953,São Francisco do Sul,COMÉRCIO,Grande,2,247,0,0,Norte-Nordeste
2954,2954,São Francisco do Sul,COMÉRCIO,Micro,418,559,0,0,Norte-Nordeste
2955,2955,São Francisco do Sul,COMÉRCIO,Média,5,473,0,0,Norte-Nordeste
2956,2956,São Francisco do Sul,COMÉRCIO,Pequena,40,829,0,0,Norte-Nordeste
2957,2957,São Francisco do Sul,INDÚSTRIA,Grande,1,622,0,0,Norte-Nordeste
2958,2958,São Francisco do Sul,INDÚSTRIA,Micro,116,324,0,0,Norte-Nordeste
2959,2959,São Francisco do Sul,INDÚSTRIA,Média,2,366,0,0,Norte-Nordeste
2960,2960,São Francisco do Sul,INDÚSTRIA,Pequena,14,567,0,0,Norte-Nordeste
2961,2961,São Francisco do Sul,SERVIÇOS,Grande,4,2548,0,0,Norte-Nordeste
2962,2962,São Francisco do Sul,SERVIÇOS,Micro,358,508,0,0,Norte-Nordeste
2963,2963,São Francisco do Sul,SERVIÇOS,Média,6,343,0,0,Norte-Nordeste
2964,2964,São Francisco do Sul,SERVIÇOS,Pequena,44,723,0,0,Norte-Nordeste
2965,2965,São Francisco do Sul,TRANSPORTE,Grande,4,654,0,0,Norte-Nordeste
2966,2966,São Francisco do Sul,TRANSPORTE,Micro,112,200,0,0,Norte-Nordeste
2967,2967,São Francisco do Sul,TRANSPORTE,Média,9,712,0,0,Norte-Nordeste
2968,2968,São Francisco do Sul,TRANSPORTE,Pequena,26,598,0,0,Norte-Nordeste
2969,2969,São Joaquim,AGROPECUÁRIA,Grande,6,1158,0,0,Serra Catarinense
2970,2970,São Joaquim,AGROPECUÁRIA,Micro,376,210,0,0,Serra Catarinense
2971,2971,São Joaquim,AGROPECUÁRIA,Média,5,364,0,0,Serra Catarinense
2972,2972,São Joaquim,AGROPECUÁRIA,Pequena,42,762,0,0,Serra Catarinense
2973,2973,São Joaquim,COMÉRCIO,Micro,221,412,0,0,Serra Catarinense
2974,2974,São Joaquim,COMÉRCIO,Média,2,158,0,0,Serra Catarinense
2975,2975,São Joaquim,COMÉRCIO,Pequena,20,396,0,0,Serra Catarinense
2976,2976,São Joaquim,INDÚSTRIA,Micro,95,257,0,0,Serra Catarinense
2977,2977,São Joaquim,INDÚSTRIA,Pequena,5,138,0,0,Serra Catarinense
2978,2978,São Joaquim,SERVIÇOS,Grande,2,902,0,0,Serra Catarinense
2979,2979,São Joaquim,SERVIÇOS,Micro,195,334,0,0,Serra Catarinense
2980,2980,São Joaquim,SERVIÇOS,Média,2,114,0,0,Serra Catarinense
2981,2981,São Joaquim,SERVIÇOS,Pequena,14,262,0,0,Serra Catarinense
2982,2982,São Joaquim,TRANSPORTE,Micro,40,51,0,0,Serra Catarinense
2983,2983,São Joaquim,TRANSPORTE,Pequena,1,26,0,0,Serra Catarinense
