,Município,Setor,Escolaridade,Empregados,vice_presidencia
365,Arabutã,COMÉRCIO,Fundamental incompleto,3,Alto Uruguai Catarinense
366,Arabutã,COMÉRCIO,Medio completo,40,Alto Uruguai Catarinense
367,Arabutã,COMÉRCIO,Medio incompleto,2,Alto Uruguai Catarinense
368,Arabutã,COMÉRCIO,Superior Completo,4,Alto Uruguai Catarinense
369,Arabutã,COMÉRCIO,Superior Incompleto,4,Alto Uruguai Catarinense
370,Arabutã,INDÚSTRIA,Fundamental completo,44,Alto Uruguai Catarinense
371,Arabutã,INDÚSTRIA,Fundamental incompleto,35,Alto Uruguai Catarinense
372,Arabutã,INDÚSTRIA,Medio completo,163,Alto Uruguai Catarinense
373,Arabutã,INDÚSTRIA,Medio incompleto,26,Alto Uruguai Catarinense
374,Arabutã,INDÚSTRIA,Superior Completo,28,Alto Uruguai Catarinense
375,Arabutã,INDÚSTRIA,Superior Incompleto,12,Alto Uruguai Catarinense
376,Arabutã,SERVIÇOS,Fundamental completo,26,Alto Uruguai Catarinense
377,Arabutã,SERVIÇOS,Fundamental incompleto,19,Alto Uruguai Catarinense
378,Arabutã,SERVIÇOS,Medio completo,90,Alto Uruguai Catarinense
379,Arabutã,SERVIÇOS,Medio incompleto,4,Alto Uruguai Catarinense
380,Arabutã,SERVIÇOS,Pós-graduação,1,Alto Uruguai Catarinense
381,Arabutã,SERVIÇOS,Superior Completo,92,Alto Uruguai Catarinense
382,Arabutã,SERVIÇOS,Superior Incompleto,17,Alto Uruguai Catarinense
383,Arabutã,TRANSPORTE,Fundamental completo,10,Alto Uruguai Catarinense
384,Arabutã,TRANSPORTE,Fundamental incompleto,4,Alto Uruguai Catarinense
385,Arabutã,TRANSPORTE,Medio completo,27,Alto Uruguai Catarinense
386,Arabutã,TRANSPORTE,Medio incompleto,1,Alto Uruguai Catarinense
387,Arabutã,TRANSPORTE,Superior Completo,4,Alto Uruguai Catarinense
388,Arabutã,TRANSPORTE,Superior Incompleto,1,Alto Uruguai Catarinense
389,Araquari,AGROPECUÁRIA,Fundamental completo,30,Norte-Nordeste
390,Araquari,AGROPECUÁRIA,Fundamental incompleto,37,Norte-Nordeste
391,Araquari,AGROPECUÁRIA,Medio completo,61,Norte-Nordeste
392,Araquari,AGROPECUÁRIA,Medio incompleto,12,Norte-Nordeste
393,Araquari,AGROPECUÁRIA,Superior Completo,4,Norte-Nordeste
394,Araquari,AGROPECUÁRIA,Superior Incompleto,2,Norte-Nordeste
395,Araquari,COMÉRCIO,Analfabeto,8,Norte-Nordeste
396,Araquari,COMÉRCIO,Fundamental completo,245,Norte-Nordeste
397,Araquari,COMÉRCIO,Fundamental incompleto,122,Norte-Nordeste
398,Araquari,COMÉRCIO,Medio completo,1394,Norte-Nordeste
399,Araquari,COMÉRCIO,Medio incompleto,177,Norte-Nordeste
400,Araquari,COMÉRCIO,Superior Completo,161,Norte-Nordeste
401,Araquari,COMÉRCIO,Superior Incompleto,62,Norte-Nordeste
402,Araquari,INDÚSTRIA,Analfabeto,42,Norte-Nordeste
403,Araquari,INDÚSTRIA,Fundamental completo,1260,Norte-Nordeste
404,Araquari,INDÚSTRIA,Fundamental incompleto,698,Norte-Nordeste
405,Araquari,INDÚSTRIA,Medio completo,5060,Norte-Nordeste
406,Araquari,INDÚSTRIA,Medio incompleto,809,Norte-Nordeste
407,Araquari,INDÚSTRIA,Pós-graduação,17,Norte-Nordeste
408,Araquari,INDÚSTRIA,Superior Completo,963,Norte-Nordeste
409,Araquari,INDÚSTRIA,Superior Incompleto,262,Norte-Nordeste
410,Araquari,SERVIÇOS,Analfabeto,5,Norte-Nordeste
411,Araquari,SERVIÇOS,Fundamental completo,391,Norte-Nordeste
412,Araquari,SERVIÇOS,Fundamental incompleto,249,Norte-Nordeste
413,Araquari,SERVIÇOS,Medio completo,1006,Norte-Nordeste
414,Araquari,SERVIÇOS,Medio incompleto,191,Norte-Nordeste
415,Araquari,SERVIÇOS,Pós-graduação,5,Norte-Nordeste
416,Araquari,SERVIÇOS,Superior Completo,815,Norte-Nordeste
417,Araquari,SERVIÇOS,Superior Incompleto,68,Norte-Nordeste
418,Araquari,TRANSPORTE,Fundamental completo,111,Norte-Nordeste
419,Araquari,TRANSPORTE,Fundamental incompleto,82,Norte-Nordeste
420,Araquari,TRANSPORTE,Medio completo,681,Norte-Nordeste
421,Araquari,TRANSPORTE,Medio incompleto,82,Norte-Nordeste
422,Araquari,TRANSPORTE,Superior Completo,53,Norte-Nordeste
423,Araquari,TRANSPORTE,Superior Incompleto,27,Norte-Nordeste
424,Araranguá,AGROPECUÁRIA,Analfabeto,1,Sul
425,Araranguá,AGROPECUÁRIA,Fundamental completo,32,Sul
426,Araranguá,AGROPECUÁRIA,Fundamental incompleto,33,Sul
427,Araranguá,AGROPECUÁRIA,Medio completo,135,Sul
428,Araranguá,AGROPECUÁRIA,Medio incompleto,34,Sul
429,Araranguá,AGROPECUÁRIA,Superior Completo,12,Sul
430,Araranguá,AGROPECUÁRIA,Superior Incompleto,4,Sul
431,Araranguá,COMÉRCIO,Analfabeto,4,Sul
432,Araranguá,COMÉRCIO,Fundamental completo,238,Sul
433,Araranguá,COMÉRCIO,Fundamental incompleto,221,Sul
434,Araranguá,COMÉRCIO,Medio completo,3917,Sul
435,Araranguá,COMÉRCIO,Medio incompleto,512,Sul
436,Araranguá,COMÉRCIO,Pós-graduação,1,Sul
437,Araranguá,COMÉRCIO,Superior Completo,363,Sul
438,Araranguá,COMÉRCIO,Superior Incompleto,299,Sul
439,Araranguá,INDÚSTRIA,Analfabeto,6,Sul
440,Araranguá,INDÚSTRIA,Fundamental completo,325,Sul
441,Araranguá,INDÚSTRIA,Fundamental incompleto,331,Sul
442,Araranguá,INDÚSTRIA,Medio completo,2471,Sul
443,Araranguá,INDÚSTRIA,Medio incompleto,311,Sul
444,Araranguá,INDÚSTRIA,Superior Completo,217,Sul
445,Araranguá,INDÚSTRIA,Superior Incompleto,94,Sul
446,Araranguá,SERVIÇOS,Analfabeto,9,Sul
447,Araranguá,SERVIÇOS,Fundamental completo,249,Sul
448,Araranguá,SERVIÇOS,Fundamental incompleto,198,Sul
449,Araranguá,SERVIÇOS,Medio completo,2686,Sul
450,Araranguá,SERVIÇOS,Medio incompleto,172,Sul
451,Araranguá,SERVIÇOS,Pós-graduação,31,Sul
452,Araranguá,SERVIÇOS,Superior Completo,1445,Sul
453,Araranguá,SERVIÇOS,Superior Incompleto,246,Sul
454,Araranguá,TRANSPORTE,Analfabeto,2,Sul
455,Araranguá,TRANSPORTE,Fundamental completo,109,Sul
456,Araranguá,TRANSPORTE,Fundamental incompleto,250,Sul
457,Araranguá,TRANSPORTE,Medio completo,668,Sul
458,Araranguá,TRANSPORTE,Medio incompleto,84,Sul
459,Araranguá,TRANSPORTE,Superior Completo,61,Sul
460,Araranguá,TRANSPORTE,Superior Incompleto,19,Sul
461,Armazém,AGROPECUÁRIA,Analfabeto,1,Litoral Sul
462,Armazém,AGROPECUÁRIA,Fundamental completo,13,Litoral Sul
463,Armazém,AGROPECUÁRIA,Fundamental incompleto,9,Litoral Sul
464,Armazém,AGROPECUÁRIA,Medio completo,75,Litoral Sul
465,Armazém,AGROPECUÁRIA,Medio incompleto,1,Litoral Sul
466,Armazém,AGROPECUÁRIA,Superior Completo,2,Litoral Sul
467,Armazém,COMÉRCIO,Fundamental completo,22,Litoral Sul
468,Armazém,COMÉRCIO,Fundamental incompleto,14,Litoral Sul
469,Armazém,COMÉRCIO,Medio completo,269,Litoral Sul
470,Armazém,COMÉRCIO,Medio incompleto,14,Litoral Sul
471,Armazém,COMÉRCIO,Pós-graduação,1,Litoral Sul
472,Armazém,COMÉRCIO,Superior Completo,9,Litoral Sul
473,Armazém,COMÉRCIO,Superior Incompleto,6,Litoral Sul
474,Armazém,INDÚSTRIA,Analfabeto,6,Litoral Sul
475,Armazém,INDÚSTRIA,Fundamental completo,112,Litoral Sul
476,Armazém,INDÚSTRIA,Fundamental incompleto,157,Litoral Sul
477,Armazém,INDÚSTRIA,Medio completo,910,Litoral Sul
478,Armazém,INDÚSTRIA,Medio incompleto,87,Litoral Sul
479,Armazém,INDÚSTRIA,Superior Completo,38,Litoral Sul
480,Armazém,INDÚSTRIA,Superior Incompleto,23,Litoral Sul
481,Armazém,SERVIÇOS,Analfabeto,1,Litoral Sul
482,Armazém,SERVIÇOS,Fundamental completo,34,Litoral Sul
483,Armazém,SERVIÇOS,Fundamental incompleto,39,Litoral Sul
484,Armazém,SERVIÇOS,Medio completo,212,Litoral Sul
485,Armazém,SERVIÇOS,Medio incompleto,16,Litoral Sul
486,Armazém,SERVIÇOS,Superior Completo,174,Litoral Sul
487,Armazém,SERVIÇOS,Superior Incompleto,22,Litoral Sul
488,Armazém,TRANSPORTE,Fundamental completo,7,Litoral Sul
489,Armazém,TRANSPORTE,Fundamental incompleto,7,Litoral Sul
490,Armazém,TRANSPORTE,Medio completo,186,Litoral Sul
491,Armazém,TRANSPORTE,Medio incompleto,4,Litoral Sul
492,Armazém,TRANSPORTE,Superior Completo,11,Litoral Sul
493,Armazém,TRANSPORTE,Superior Incompleto,2,Litoral Sul
494,Arroio Trinta,AGROPECUÁRIA,Fundamental completo,11,Centro-Norte
495,Arroio Trinta,AGROPECUÁRIA,Fundamental incompleto,21,Centro-Norte
496,Arroio Trinta,AGROPECUÁRIA,Medio completo,15,Centro-Norte
497,Arroio Trinta,AGROPECUÁRIA,Medio incompleto,7,Centro-Norte
498,Arroio Trinta,AGROPECUÁRIA,Superior Completo,3,Centro-Norte
499,Arroio Trinta,AGROPECUÁRIA,Superior Incompleto,1,Centro-Norte
500,Arroio Trinta,COMÉRCIO,Fundamental completo,3,Centro-Norte
501,Arroio Trinta,COMÉRCIO,Fundamental incompleto,16,Centro-Norte
502,Arroio Trinta,COMÉRCIO,Medio completo,58,Centro-Norte
503,Arroio Trinta,COMÉRCIO,Medio incompleto,15,Centro-Norte
504,Arroio Trinta,COMÉRCIO,Superior Completo,16,Centro-Norte
505,Arroio Trinta,COMÉRCIO,Superior Incompleto,12,Centro-Norte
506,Arroio Trinta,INDÚSTRIA,Analfabeto,1,Centro-Norte
507,Arroio Trinta,INDÚSTRIA,Fundamental completo,29,Centro-Norte
508,Arroio Trinta,INDÚSTRIA,Fundamental incompleto,66,Centro-Norte
509,Arroio Trinta,INDÚSTRIA,Medio completo,121,Centro-Norte
510,Arroio Trinta,INDÚSTRIA,Medio incompleto,34,Centro-Norte
511,Arroio Trinta,INDÚSTRIA,Pós-graduação,1,Centro-Norte
512,Arroio Trinta,INDÚSTRIA,Superior Completo,22,Centro-Norte
513,Arroio Trinta,INDÚSTRIA,Superior Incompleto,10,Centro-Norte
514,Arroio Trinta,SERVIÇOS,Analfabeto,1,Centro-Norte
515,Arroio Trinta,SERVIÇOS,Fundamental completo,19,Centro-Norte
516,Arroio Trinta,SERVIÇOS,Fundamental incompleto,20,Centro-Norte
517,Arroio Trinta,SERVIÇOS,Medio completo,95,Centro-Norte
518,Arroio Trinta,SERVIÇOS,Medio incompleto,6,Centro-Norte
519,Arroio Trinta,SERVIÇOS,Superior Completo,87,Centro-Norte
520,Arroio Trinta,SERVIÇOS,Superior Incompleto,25,Centro-Norte
521,Arroio Trinta,TRANSPORTE,Analfabeto,1,Centro-Norte
522,Arroio Trinta,TRANSPORTE,Fundamental completo,22,Centro-Norte
523,Arroio Trinta,TRANSPORTE,Fundamental incompleto,28,Centro-Norte
524,Arroio Trinta,TRANSPORTE,Medio completo,62,Centro-Norte
525,Arroio Trinta,TRANSPORTE,Medio incompleto,13,Centro-Norte
526,Arroio Trinta,TRANSPORTE,Superior Completo,6,Centro-Norte
527,Arvoredo,AGROPECUÁRIA,Analfabeto,4,Alto Uruguai Catarinense
528,Arvoredo,AGROPECUÁRIA,Fundamental completo,157,Alto Uruguai Catarinense
529,Arvoredo,AGROPECUÁRIA,Fundamental incompleto,125,Alto Uruguai Catarinense
530,Arvoredo,AGROPECUÁRIA,Medio completo,49,Alto Uruguai Catarinense
531,Arvoredo,AGROPECUÁRIA,Medio incompleto,34,Alto Uruguai Catarinense
532,Arvoredo,AGROPECUÁRIA,Superior Completo,4,Alto Uruguai Catarinense
533,Arvoredo,AGROPECUÁRIA,Superior Incompleto,4,Alto Uruguai Catarinense
534,Arvoredo,COMÉRCIO,Fundamental completo,6,Alto Uruguai Catarinense
535,Arvoredo,COMÉRCIO,Fundamental incompleto,2,Alto Uruguai Catarinense
536,Arvoredo,COMÉRCIO,Medio completo,38,Alto Uruguai Catarinense
537,Arvoredo,COMÉRCIO,Medio incompleto,7,Alto Uruguai Catarinense
538,Arvoredo,COMÉRCIO,Superior Completo,5,Alto Uruguai Catarinense
539,Arvoredo,INDÚSTRIA,Fundamental completo,5,Alto Uruguai Catarinense
540,Arvoredo,INDÚSTRIA,Fundamental incompleto,2,Alto Uruguai Catarinense
541,Arvoredo,INDÚSTRIA,Medio completo,43,Alto Uruguai Catarinense
542,Arvoredo,INDÚSTRIA,Medio incompleto,2,Alto Uruguai Catarinense
543,Arvoredo,INDÚSTRIA,Superior Completo,11,Alto Uruguai Catarinense
544,Arvoredo,INDÚSTRIA,Superior Incompleto,2,Alto Uruguai Catarinense
545,Arvoredo,SERVIÇOS,Fundamental completo,47,Alto Uruguai Catarinense
546,Arvoredo,SERVIÇOS,Fundamental incompleto,27,Alto Uruguai Catarinense
547,Arvoredo,SERVIÇOS,Medio completo,144,Alto Uruguai Catarinense
548,Arvoredo,SERVIÇOS,Medio incompleto,11,Alto Uruguai Catarinense
549,Arvoredo,SERVIÇOS,Pós-graduação,2,Alto Uruguai Catarinense
550,Arvoredo,SERVIÇOS,Superior Completo,67,Alto Uruguai Catarinense
551,Arvoredo,SERVIÇOS,Superior Incompleto,8,Alto Uruguai Catarinense
552,Arvoredo,TRANSPORTE,Fundamental completo,11,Alto Uruguai Catarinense
553,Arvoredo,TRANSPORTE,Fundamental incompleto,11,Alto Uruguai Catarinense
554,Arvoredo,TRANSPORTE,Medio completo,17,Alto Uruguai Catarinense
555,Arvoredo,TRANSPORTE,Medio incompleto,9,Alto Uruguai Catarinense
556,Ascurra,AGROPECUÁRIA,Analfabeto,1,Vale do Itajaí
557,Ascurra,AGROPECUÁRIA,Fundamental completo,5,Vale do Itajaí
558,Ascurra,AGROPECUÁRIA,Fundamental incompleto,6,Vale do Itajaí
559,Ascurra,AGROPECUÁRIA,Medio completo,7,Vale do Itajaí
560,Ascurra,AGROPECUÁRIA,Medio incompleto,1,Vale do Itajaí
561,Ascurra,AGROPECUÁRIA,Superior Completo,1,Vale do Itajaí
562,Ascurra,COMÉRCIO,Analfabeto,1,Vale do Itajaí
563,Ascurra,COMÉRCIO,Fundamental completo,75,Vale do Itajaí
564,Ascurra,COMÉRCIO,Fundamental incompleto,50,Vale do Itajaí
565,Ascurra,COMÉRCIO,Medio completo,164,Vale do Itajaí
566,Ascurra,COMÉRCIO,Medio incompleto,84,Vale do Itajaí
567,Ascurra,COMÉRCIO,Pós-graduação,1,Vale do Itajaí
568,Ascurra,COMÉRCIO,Superior Completo,40,Vale do Itajaí
569,Ascurra,COMÉRCIO,Superior Incompleto,19,Vale do Itajaí
570,Ascurra,INDÚSTRIA,Analfabeto,10,Vale do Itajaí
571,Ascurra,INDÚSTRIA,Fundamental completo,320,Vale do Itajaí
572,Ascurra,INDÚSTRIA,Fundamental incompleto,335,Vale do Itajaí
573,Ascurra,INDÚSTRIA,Medio completo,495,Vale do Itajaí
574,Ascurra,INDÚSTRIA,Medio incompleto,171,Vale do Itajaí
575,Ascurra,INDÚSTRIA,Superior Completo,90,Vale do Itajaí
576,Ascurra,INDÚSTRIA,Superior Incompleto,80,Vale do Itajaí
577,Ascurra,SERVIÇOS,Analfabeto,3,Vale do Itajaí
578,Ascurra,SERVIÇOS,Fundamental completo,63,Vale do Itajaí
579,Ascurra,SERVIÇOS,Fundamental incompleto,81,Vale do Itajaí
580,Ascurra,SERVIÇOS,Medio completo,145,Vale do Itajaí
581,Ascurra,SERVIÇOS,Medio incompleto,35,Vale do Itajaí
582,Ascurra,SERVIÇOS,Pós-graduação,2,Vale do Itajaí
583,Ascurra,SERVIÇOS,Superior Completo,153,Vale do Itajaí
584,Ascurra,SERVIÇOS,Superior Incompleto,47,Vale do Itajaí
585,Ascurra,TRANSPORTE,Fundamental completo,11,Vale do Itajaí
586,Ascurra,TRANSPORTE,Fundamental incompleto,14,Vale do Itajaí
587,Ascurra,TRANSPORTE,Medio completo,31,Vale do Itajaí
588,Ascurra,TRANSPORTE,Medio incompleto,9,Vale do Itajaí
589,Ascurra,TRANSPORTE,Superior Completo,6,Vale do Itajaí
590,Ascurra,TRANSPORTE,Superior Incompleto,1,Vale do Itajaí
591,Atalanta,AGROPECUÁRIA,Fundamental completo,2,Alto Vale do Itajaí
592,Atalanta,AGROPECUÁRIA,Fundamental incompleto,17,Alto Vale do Itajaí
593,Atalanta,AGROPECUÁRIA,Medio completo,3,Alto Vale do Itajaí
594,Atalanta,AGROPECUÁRIA,Medio incompleto,1,Alto Vale do Itajaí
595,Atalanta,AGROPECUÁRIA,Superior Completo,1,Alto Vale do Itajaí
596,Atalanta,COMÉRCIO,Fundamental completo,12,Alto Vale do Itajaí
597,Atalanta,COMÉRCIO,Fundamental incompleto,10,Alto Vale do Itajaí
598,Atalanta,COMÉRCIO,Medio completo,50,Alto Vale do Itajaí
599,Atalanta,COMÉRCIO,Medio incompleto,14,Alto Vale do Itajaí
600,Atalanta,COMÉRCIO,Superior Completo,7,Alto Vale do Itajaí
601,Atalanta,COMÉRCIO,Superior Incompleto,12,Alto Vale do Itajaí
602,Atalanta,INDÚSTRIA,Fundamental completo,42,Alto Vale do Itajaí
603,Atalanta,INDÚSTRIA,Fundamental incompleto,41,Alto Vale do Itajaí
604,Atalanta,INDÚSTRIA,Medio completo,45,Alto Vale do Itajaí
605,Atalanta,INDÚSTRIA,Medio incompleto,30,Alto Vale do Itajaí
606,Atalanta,INDÚSTRIA,Superior Completo,9,Alto Vale do Itajaí
607,Atalanta,INDÚSTRIA,Superior Incompleto,7,Alto Vale do Itajaí
608,Atalanta,SERVIÇOS,Fundamental completo,17,Alto Vale do Itajaí
609,Atalanta,SERVIÇOS,Fundamental incompleto,29,Alto Vale do Itajaí
610,Atalanta,SERVIÇOS,Medio completo,58,Alto Vale do Itajaí
611,Atalanta,SERVIÇOS,Medio incompleto,5,Alto Vale do Itajaí
612,Atalanta,SERVIÇOS,Superior Completo,80,Alto Vale do Itajaí
613,Atalanta,SERVIÇOS,Superior Incompleto,7,Alto Vale do Itajaí
614,Atalanta,TRANSPORTE,Fundamental incompleto,3,Alto Vale do Itajaí
615,Atalanta,TRANSPORTE,Medio completo,4,Alto Vale do Itajaí
616,Atalanta,TRANSPORTE,Medio incompleto,1,Alto Vale do Itajaí
617,Atalanta,TRANSPORTE,Superior Completo,1,Alto Vale do Itajaí
618,Aurora,AGROPECUÁRIA,Fundamental incompleto,2,Alto Vale do Itajaí
619,Aurora,AGROPECUÁRIA,Medio completo,6,Alto Vale do Itajaí
620,Aurora,COMÉRCIO,Fundamental completo,17,Alto Vale do Itajaí
621,Aurora,COMÉRCIO,Fundamental incompleto,31,Alto Vale do Itajaí
622,Aurora,COMÉRCIO,Medio completo,149,Alto Vale do Itajaí
623,Aurora,COMÉRCIO,Medio incompleto,12,Alto Vale do Itajaí
624,Aurora,COMÉRCIO,Superior Completo,9,Alto Vale do Itajaí
625,Aurora,COMÉRCIO,Superior Incompleto,1,Alto Vale do Itajaí
626,Aurora,INDÚSTRIA,Analfabeto,1,Alto Vale do Itajaí
627,Aurora,INDÚSTRIA,Fundamental completo,82,Alto Vale do Itajaí
628,Aurora,INDÚSTRIA,Fundamental incompleto,102,Alto Vale do Itajaí
629,Aurora,INDÚSTRIA,Medio completo,250,Alto Vale do Itajaí
630,Aurora,INDÚSTRIA,Medio incompleto,85,Alto Vale do Itajaí
631,Aurora,INDÚSTRIA,Superior Completo,17,Alto Vale do Itajaí
632,Aurora,INDÚSTRIA,Superior Incompleto,17,Alto Vale do Itajaí
633,Aurora,SERVIÇOS,Fundamental completo,16,Alto Vale do Itajaí
634,Aurora,SERVIÇOS,Fundamental incompleto,10,Alto Vale do Itajaí
635,Aurora,SERVIÇOS,Medio completo,97,Alto Vale do Itajaí
636,Aurora,SERVIÇOS,Medio incompleto,12,Alto Vale do Itajaí
637,Aurora,SERVIÇOS,Superior Completo,95,Alto Vale do Itajaí
638,Aurora,SERVIÇOS,Superior Incompleto,10,Alto Vale do Itajaí
639,Aurora,TRANSPORTE,Fundamental completo,5,Alto Vale do Itajaí
640,Aurora,TRANSPORTE,Fundamental incompleto,10,Alto Vale do Itajaí
641,Aurora,TRANSPORTE,Medio completo,266,Alto Vale do Itajaí
642,Aurora,TRANSPORTE,Medio incompleto,8,Alto Vale do Itajaí
643,Aurora,TRANSPORTE,Superior Completo,2,Alto Vale do Itajaí
644,Balneário Arroio do Silva,AGROPECUÁRIA,Fundamental completo,1,Sul
645,Balneário Arroio do Silva,AGROPECUÁRIA,Medio completo,5,Sul
646,Balneário Arroio do Silva,AGROPECUÁRIA,Medio incompleto,2,Sul
647,Balneário Arroio do Silva,COMÉRCIO,Fundamental completo,9,Sul
648,Balneário Arroio do Silva,COMÉRCIO,Fundamental incompleto,4,Sul
649,Balneário Arroio do Silva,COMÉRCIO,Medio completo,201,Sul
650,Balneário Arroio do Silva,COMÉRCIO,Medio incompleto,12,Sul
651,Balneário Arroio do Silva,COMÉRCIO,Superior Completo,14,Sul
652,Balneário Arroio do Silva,COMÉRCIO,Superior Incompleto,6,Sul
653,Balneário Arroio do Silva,INDÚSTRIA,Fundamental completo,22,Sul
654,Balneário Arroio do Silva,INDÚSTRIA,Fundamental incompleto,26,Sul
655,Balneário Arroio do Silva,INDÚSTRIA,Medio completo,139,Sul
656,Balneário Arroio do Silva,INDÚSTRIA,Medio incompleto,13,Sul
657,Balneário Arroio do Silva,INDÚSTRIA,Superior Completo,9,Sul
658,Balneário Arroio do Silva,INDÚSTRIA,Superior Incompleto,5,Sul
659,Balneário Arroio do Silva,SERVIÇOS,Fundamental completo,56,Sul
660,Balneário Arroio do Silva,SERVIÇOS,Fundamental incompleto,31,Sul
661,Balneário Arroio do Silva,SERVIÇOS,Medio completo,374,Sul
662,Balneário Arroio do Silva,SERVIÇOS,Medio incompleto,18,Sul
663,Balneário Arroio do Silva,SERVIÇOS,Superior Completo,179,Sul
664,Balneário Arroio do Silva,SERVIÇOS,Superior Incompleto,33,Sul
665,Balneário Arroio do Silva,TRANSPORTE,Fundamental incompleto,1,Sul
666,Balneário Arroio do Silva,TRANSPORTE,Medio completo,6,Sul
667,Balneário Arroio do Silva,TRANSPORTE,Superior Completo,1,Sul
668,Balneário Barra do Sul,AGROPECUÁRIA,Fundamental completo,6,Norte-Nordeste
669,Balneário Barra do Sul,AGROPECUÁRIA,Fundamental incompleto,3,Norte-Nordeste
670,Balneário Barra do Sul,AGROPECUÁRIA,Medio completo,12,Norte-Nordeste
671,Balneário Barra do Sul,COMÉRCIO,Analfabeto,1,Norte-Nordeste
672,Balneário Barra do Sul,COMÉRCIO,Fundamental completo,30,Norte-Nordeste
673,Balneário Barra do Sul,COMÉRCIO,Fundamental incompleto,7,Norte-Nordeste
674,Balneário Barra do Sul,COMÉRCIO,Medio completo,285,Norte-Nordeste
675,Balneário Barra do Sul,COMÉRCIO,Medio incompleto,20,Norte-Nordeste
676,Balneário Barra do Sul,COMÉRCIO,Superior Completo,22,Norte-Nordeste
677,Balneário Barra do Sul,COMÉRCIO,Superior Incompleto,9,Norte-Nordeste
678,Balneário Barra do Sul,INDÚSTRIA,Analfabeto,2,Norte-Nordeste
679,Balneário Barra do Sul,INDÚSTRIA,Fundamental completo,44,Norte-Nordeste
680,Balneário Barra do Sul,INDÚSTRIA,Fundamental incompleto,22,Norte-Nordeste
681,Balneário Barra do Sul,INDÚSTRIA,Medio completo,156,Norte-Nordeste
682,Balneário Barra do Sul,INDÚSTRIA,Medio incompleto,7,Norte-Nordeste
683,Balneário Barra do Sul,INDÚSTRIA,Superior Completo,32,Norte-Nordeste
684,Balneário Barra do Sul,INDÚSTRIA,Superior Incompleto,2,Norte-Nordeste
685,Balneário Barra do Sul,SERVIÇOS,Fundamental completo,32,Norte-Nordeste
686,Balneário Barra do Sul,SERVIÇOS,Fundamental incompleto,38,Norte-Nordeste
687,Balneário Barra do Sul,SERVIÇOS,Medio completo,178,Norte-Nordeste
688,Balneário Barra do Sul,SERVIÇOS,Medio incompleto,20,Norte-Nordeste
689,Balneário Barra do Sul,SERVIÇOS,Superior Completo,219,Norte-Nordeste
690,Balneário Barra do Sul,SERVIÇOS,Superior Incompleto,15,Norte-Nordeste
691,Balneário Barra do Sul,TRANSPORTE,Fundamental completo,4,Norte-Nordeste
692,Balneário Barra do Sul,TRANSPORTE,Medio completo,57,Norte-Nordeste
693,Balneário Barra do Sul,TRANSPORTE,Medio incompleto,4,Norte-Nordeste
694,Balneário Barra do Sul,TRANSPORTE,Superior Completo,1,Norte-Nordeste
695,Balneário Barra do Sul,TRANSPORTE,Superior Incompleto,1,Norte-Nordeste
696,Balneário Camboriú,AGROPECUÁRIA,Fundamental completo,6,Foz do Rio Itajaí
697,Balneário Camboriú,AGROPECUÁRIA,Fundamental incompleto,9,Foz do Rio Itajaí
698,Balneário Camboriú,AGROPECUÁRIA,Medio completo,15,Foz do Rio Itajaí
699,Balneário Camboriú,AGROPECUÁRIA,Medio incompleto,3,Foz do Rio Itajaí
700,Balneário Camboriú,AGROPECUÁRIA,Superior Completo,9,Foz do Rio Itajaí
701,Balneário Camboriú,COMÉRCIO,Analfabeto,21,Foz do Rio Itajaí
702,Balneário Camboriú,COMÉRCIO,Fundamental completo,794,Foz do Rio Itajaí
703,Balneário Camboriú,COMÉRCIO,Fundamental incompleto,408,Foz do Rio Itajaí
704,Balneário Camboriú,COMÉRCIO,Medio completo,10311,Foz do Rio Itajaí
705,Balneário Camboriú,COMÉRCIO,Medio incompleto,1139,Foz do Rio Itajaí
706,Balneário Camboriú,COMÉRCIO,Pós-graduação,6,Foz do Rio Itajaí
707,Balneário Camboriú,COMÉRCIO,Superior Completo,1070,Foz do Rio Itajaí
708,Balneário Camboriú,COMÉRCIO,Superior Incompleto,934,Foz do Rio Itajaí
709,Balneário Camboriú,INDÚSTRIA,Analfabeto,49,Foz do Rio Itajaí
710,Balneário Camboriú,INDÚSTRIA,Fundamental completo,1337,Foz do Rio Itajaí
711,Balneário Camboriú,INDÚSTRIA,Fundamental incompleto,1457,Foz do Rio Itajaí
